SNOMEDCTCodes,Description
5699003,Somatomedin C (substance)
418157000,Mecasermin (substance)
422284004,Mecasermin rinfabate (substance)
313787000,Serum insulin-like growth factor 1 measurement (procedure)
313964003,Plasma insulin-like growth factor 1 measurement (procedure)
997311000000108,Plasma insulin-like growth factor 1 level (observable entity)
116884009,Insulin-like growth factor binding protein 1 (substance)
1109001000000101,Substance concentration of insulin-like growth factor 1 in serum (observable entity)
53101000237100,Substance concentration of insulin-like growth factor 1 in plasma (observable entity)
29851000237107,Substance concentration of insulin-like growth factor-1 in plasma (observable entity)
28211000237102,Mass concentration of insulin like growth factor binding protein 1 in serum (observable entity)
