SNOMEDCTCodes,Description
111566002,Acquired hypothyroidism (disorder)
237523006,Compensated hypothyroidism (disorder)
237518006,"Hypothyroid goiter, acquired (disorder)"
102871000119101,Hypothyroidism due to thyroiditis (disorder)
83664006,Idiopathic atrophic hypothyroidism (disorder)
43153006,Myxedema (disorder)
43507005,Adult myxedema (disorder)
10718002,Juvenile myxedema (disorder)
4641009,Myxedema heart disease (disorder)
64491003,Myxedematous form of cretinism (disorder)
83986005,Severe hypothyroidism (disorder)
82598004,Secondary hypothyroidism (disorder)
