SNOMEDCTCodes,Description
91019004,Paresthesia (finding)
79256006,Acroparesthesia (finding)
57105000,Simple acroparesthesia (finding)
310481001,Complaining of paresthesia (finding)
1172701002,Facial diplegia with paresthesia (disorder)
95665007,Facial paresthesia (finding)
403600002,Formication of skin (finding)
95399003,Injection site paresthesia (disorder)
101000119102,Numbness and tingling sensation of skin (finding)
429783005,Paresthesia of lower extremity (finding)
309087008,Paresthesia of foot (finding)
15634841000119109,Paresthesia of left lower limb (finding)
15634791000119106,Paresthesia of right lower limb (finding)
95358009,Paresthesia of mucous membrane (finding)
1187255000,Paresthesia of saddle area (finding)
95673003,Paresthesia of upper limb (finding)
309086004,Paresthesia of hand (finding)
840319006,Paresthesia of bilateral hands (finding)
762374005,Paresthesia of finger (finding)
15973661000119106,Paresthesia of left upper limb (finding)
15973701000119104,Paresthesia of right upper limb (finding)
62507009,Pins and needles (finding)
135873002,Transient paresthesia (finding)
95524000,Oral paresthesia (disorder)
95676006,Berger's paresthesia (finding)
277802001,Notalgia paresthetica (disorder)
95527007,Paresthesia of tongue (disorder)
85007004,Meralgia paresthetica (disorder)
16206781000119109,Meralgia paresthetica of bilateral lower limbs (disorder)
1141007,Circumoral paresthesia (finding)
163707002,On examination - paresthesia present (finding)
163708007,On examination - paresthesia in hands (finding)
762397008,Burning sensation of skin (finding)
80910005,Skin sensation disturbance (finding)
162248005,Prickling sensation of skin (finding)
279079003,Dysesthesia (finding)
403597003,Cutaneous allodynia (finding)
403596007,Cutaneous hyperalgesia (finding)
698775005,Dysesthesia of face (finding)
735596000,Dysesthesia of scalp (finding)
809181000000101,Scalp dysaesthesia (finding)
1258920002,Trichodynia (disorder)
102603008,Numbness of skin (finding)
102601005,Perioral numbness (finding)
309557009,Numbness of face (finding)
310501001,Numbness of limbs (finding)
309537005,Numbness of lower limb (finding)
298753001,Numbness of upper limb (finding)
309521004,Numbness of hand (finding)
309536001,Numbness of finger (finding)
309538000,Numbness of foot (finding)
309539008,Numbness of toe (finding)
66085007,Stocking anesthesia (finding)
63755003,Glove anesthesia (finding)
300108008,Numbness of pinna (finding)
274676007,Tingling of skin (finding)
247325003,Altered sensation of skin (finding)
762522008,Penoscrotodynia (disorder)
403598008,Skin-ache syndrome (finding)
15037002,Formication (finding)
403594005,Psychogenic formication (disorder)
255354004,Prickling sensation quality (qualifier value)
36349006,Burning pain (finding)
36031001,Burning feet (finding)
90673000,Burning sensation (finding)
2070002,Burning sensation in eye (finding)
301823007,Burning sensation of ear (finding)
1202021001,Burning sensation of mouth (finding)
95360006,Burning sensation of mucous membrane (finding)
724235002,Burning sensation of nose (finding)
445178008,Burning sensation of vagina (finding)
289496000,Burning sensation of vulva (finding)
95389008,Injection site burning (disorder)
786837007,Tingling pain (finding)
