ProdCodeId,Description
1034841000033117,pamergan p100 solution for injection 2ml ampoules (martindale pharmaceuticals ltd)
1071241000033117,phenergan 5mg/5ml elixir (sanofi)
1079441000033117,phenergan 10mg tablets (sanofi)
1079541000033116,phenergan 25mg tablets (sanofi)
1080741000033112,phenergan nightime 25mg tablets (sanofi)
1114141000033111,promethazine 5mg/5ml oral solution sugar free
1134541000033111,promethazine hydrochloride 10mg tablets
1134641000033112,promethazine hydrochloride 25mg tablets
1134841000033113,promethazine theoclate tablets 25 mg
1367741000033112,sominex 20mg tablets (teva uk ltd)
1669941000033112,promethazine hydrochloride injection 25 mg/ml
1670041000033113,promethazine hydrochloride injection 50 mg/2 ml ampoule
2922241000033119,promethazine hydrochloride 20mg tablets
2929541000033114,promethazine 25mg/1ml solution for injection ampoules
2929641000033110,phenergan 25mg/1ml solution for injection ampoules (sanofi)
3109641000033112,promethazine teoclate 25mg tablets
4434541000033117,pholcodine 1.5mg/5ml / promethazine 1.5mg/5ml oral solution sugar free
96341000033114,avomine 25mg tablets (manx healthcare ltd)
