ProdCodeId,Description
10358641000033117,abatacept 125mg/1ml solution for injection pre-filled disposable devices
10358741000033114,orencia clickject 125mg/1ml solution for injection pre-filled pens (bristol-myers squibb pharmaceuticals ltd)
13058741000033112,abatacept 50mg/0.4ml solution for injection pre-filled syringes
13058841000033119,abatacept 87.5mg/0.7ml solution for injection pre-filled syringes
13058941000033110,orencia 50mg/0.4ml solution for injection pre-filled syringes (bristol-myers squibb pharmaceuticals ltd)
13059041000033118,orencia 87.5mg/0.7ml solution for injection pre-filled syringes (bristol-myers squibb pharmaceuticals ltd)
4164341000033119,abatacept 250mg powder for solution for infusion vials
4164441000033113,orencia 250mg powder for concentrate for solution for infusion vials (bristol-myers squibb pharmaceuticals ltd)
8233841000033117,abatacept 125mg/1ml solution for injection pre-filled syringes
8233941000033113,orencia 125mg/1ml solution for injection pre-filled syringes (bristol-myers squibb pharmaceuticals ltd)
