V2Codes,Description
fe41.,HYDROCORTISONE 10mg tablets
fe42.,HYDROCORTISONE 20mg tablets
fe43.,*HYDROCORTISTAB 20mg tablets
fe44.,*HYDROCORTONE 10mg tablets
fe45.,*HYDROCORTONE 20mg tablets
fe4e.,PLENADREN 5mg m/r tablets
fe4f.,HYDROCORTISONE 5mg m/r tablets
fe4g.,PLENADREN 20mg m/r tablets
fe4h.,HYDROCORTISONE 20mg m/r tablets
fe21.,*CORTISONE 5mg tablets
fe22.,*CORTISONE 25mg tablets
fe23.,*CORTELAN 25mg tablets
fe24.,*CORTISTAB 5mg tablets
fe25.,*CORTISTAB 25mg tablets
fe26.,*CORTISYL 25mg tablets
