V2Codes,Description
C3131,Lactose intolerance
idc..,PROTEIN MALABSORPTION
J69..,Intestinal malabsorption
J691.,Tropical sprue
J692.,Blind loop syndrome
J693.,Other postsurgical nonabsorption
J6930,Post gastrointestinal tract surgery hypoglycaemia
J6931,Post gastrointestinal tract surgery malnutrition
J693z,Postsurgical nonabsorption NOS
J694.,Pancreatic steatorrhoea
J695.,Non-coeliac gluten sensitivity
J69y.,Other intestinal malabsorption
J69y0,Chronic steatorrhoea
J69y1,Protein-losing enteropathy
J69y2,Intestinal malabsorption of protein
J69y3,Intestinal malabsorption of carbohydrate
J69y4,Cow's milk intolerance
J69y5,Soya protein intolerance
J69y6,Intestinal malabsorption of fat
J69y7,Malabsorption - iron
J69yz,Other gastrointestinal tract malabsorption NOS
J69z.,Intestinal malabsorption NOS
C3135,Malabsorption of glucose
D0111,Vitamin B12 deficiency anaemia due to malabsorption with proteinuria
C3139,Malabsorption of disaccharide NEC
C304z,Methionine malabsorption syndrome
C3130,Malabsorption of glucose - galactose
C285.,Adult osteomalacia due to malabsorption
N3307,Postsurgical malabsorption osteoporosis
N3314,Postsurgical malabsorption osteoporosis with pathological fracture
