SNOMEDCTCodes,Description
1163043007,Malignant lymphoma (morphologic abnormality)
128798004,Composite Hodgkin and non-Hodgkin lymphoma (morphologic abnormality)
1163005009,Hodgkin lymphoma (morphologic abnormality)
762691001,Classical Hodgkin lymphoma (morphologic abnormality)
836277009,Hodgkin granuloma (morphologic abnormality)
112687003,"Hodgkin lymphoma, lymphocyte depletion (morphologic abnormality)"
16893006,"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis (morphologic abnormality)"
71109004,"Hodgkin lymphoma, lymphocyte depletion, reticular (morphologic abnormality)"
128799007,"Hodgkin lymphoma, lymphocyte-rich (morphologic abnormality)"
41529000,"Hodgkin lymphoma, mixed cellularity (morphologic abnormality)"
52248008,"Hodgkin lymphoma, nodular sclerosis (morphologic abnormality)"
39086001,"Hodgkin lymphoma, nodular sclerosis, cellular phase (morphologic abnormality)"
45572000,"Hodgkin lymphoma, nodular sclerosis, grade 1 (morphologic abnormality)"
836276000,Hodgkin sarcoma (morphologic abnormality)
43985008,"Hodgkin lymphoma, nodular sclerosis, grade 2 (morphologic abnormality)"
70600005,"Hodgkin lymphoma, nodular lymphocyte predominance (morphologic abnormality)"
110459008,"Malignant lymphoma, metastatic (morphologic abnormality)"
445925008,Lymphomatous infiltration (morphologic abnormality)
1172592001,Non-Hodgkin lymphoma (morphologic abnormality)
314922006,B-cell lymphoma morphology (morphologic abnormality)
12351000132102,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and Hodgkin lymphoma (morphologic abnormality)"
77381001,Burkitt lymphoma (morphologic abnormality)
419879004,Atypical Burkitt's lymphoma (morphologic abnormality)
783220004,Burkitt-like lymphoma with 11q aberration (morphologic abnormality)
419770008,Endemic Burkitt's lymphoma (morphologic abnormality)
419094004,Immunodeficiency-associated Burkitt's lymphoma (morphologic abnormality)
420063007,Sporadic Burkitt's lymphoma (morphologic abnormality)
1172695008,Diffuse large B cell malignant lymphoma (morphologic abnormality)
1172702009,Anaplastic diffuse large B-cell lymphoma (morphologic abnormality)
450910000,Anaplastic lymphoma kinase positive large B-cell lymphoma (morphologic abnormality)
12341000132100,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and Burkitt lymphoma (morphologic abnormality)"
787565006,Diffuse large B-cell lymphoma activated B-cell subtype (morphologic abnormality)
734076008,Diffuse large B-cell lymphoma associated with chronic inflammation (morphologic abnormality)
787594004,Diffuse large B-cell lymphoma germinal centre B-cell subtype (morphologic abnormality)
716789004,Epstein-Barr virus positive diffuse large B-cell lymphoma of elderly (morphologic abnormality)
128801005,Mediastinal large B-cell lymphoma (morphologic abnormality)
1187190002,Primary cutaneous diffuse large B-cell lymphoma leg type (morphologic abnormality)
128800006,Primary effusion lymphoma (morphologic abnormality)
55150002,Follicular lymphoma (morphologic abnormality)
314924007,Follicular low grade B-cell lymphoma morphology (morphologic abnormality)
397467006,"Follicular lymphoma, cutaneous follicle center sub-type (morphologic abnormality)"
733917002,Pediatric follicular lymphoma (morphologic abnormality)
46744002,"Follicular lymphoma, grade 1 (morphologic abnormality)"
397468001,"Follicular lymphoma, diffuse follicle center sub-type, grade 1 (morphologic abnormality)"
55020008,"Follicular lymphoma, grade 2 (morphologic abnormality)"
397469009,"Follicular lymphoma, diffuse follicle center cell sub-type, grade 2 (morphologic abnormality)"
40411000,"Follicular lymphoma, grade 3 (morphologic abnormality)"
1155956002,Follicular lymphoma grade 3a (morphologic abnormality)
1155957006,Follicular lymphoma grade 3b (morphologic abnormality)
314925008,High grade B-cell lymphoma morphology (morphologic abnormality)
314934003,Diffuse high grade B-cell lymphoma morphology (morphologic abnormality)
450958009,"Malignant lymphoma, diffuse large B-cell, immunoblastic (morphologic abnormality)"
786909001,High grade B-cell lymphoma with MYC and BCL2 and/or BCL6 rearrangements (morphologic abnormality)
314931006,Nodular high grade B-cell lymphoma morphology (morphologic abnormality)
399648005,Intravascular large B-cell lymphoma (morphologic abnormality)
450911001,Large B-cell lymphoma arising in human herpesvirus type 8 associated multicentric Castleman disease (morphologic abnormality)
786960000,Large B-cell lymphoma with interferon regulatory factor 4 rearrangement (morphologic abnormality)
314923001,Low grade B-cell lymphoma morphology (morphologic abnormality)
314929002,Diffuse low grade B-cell lymphoma morphology (morphologic abnormality)
19340000,"Malignant lymphoma, lymphoplasmacytic (morphologic abnormality)"
64575004,"Malignant lymphoma, small lymphocytic (morphologic abnormality)"
74654000,Mantle cell lymphoma (morphologic abnormality)
128803008,Marginal zone B-cell lymphoma (morphologic abnormality)
397350003,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue (morphologic abnormality)
397349003,Nodal marginal zone B-cell lymphoma (morphologic abnormality)
733860007,Pediatric nodal marginal zone lymphoma (morphologic abnormality)
420028002,Primary cutaneous marginal zone B-cell lymphoma (morphologic abnormality)
450909005,Plasmablastic lymphoma (morphologic abnormality)
1187107005,Plasmacytoma (morphologic abnormality)
50102004,"Malignant lymphoma, mixed small and large cell, diffuse (morphologic abnormality)"
128921005,"Plasmacytoma, extramedullary (not occurring in bone) (morphologic abnormality)"
418789003,Primary cutaneous plasmacytoma (morphologic abnormality)
128807009,Precursor B-cell lymphoblastic lymphoma (morphologic abnormality)
1187129009,Primary cutaneous B-cell lymphoma (morphologic abnormality)
67824002,Lymphosarcoma (morphologic abnormality)
419662008,Primary cutaneous follicle center cell lymphoma (morphologic abnormality)
734141009,Splenic B-cell lymphoma (morphologic abnormality)
734067001,Splenic diffuse red pulp small B-cell lymphoma (morphologic abnormality)
128802003,Splenic marginal zone B-cell lymphoma (morphologic abnormality)
450959001,T-cell/histiocyte rich large B-cell lymphoma (morphologic abnormality)
103685007,Hepatosplenic gamma-delta cell lymphoma (morphologic abnormality)
115245001,"Malignant lymphoma, follicular AND/OR nodular (morphologic abnormality)"
189962004,"Malignant lymphoma, stem cell type (morphologic abnormality)"
128805001,"Natural killer-/T-cell lymphoma, nasal and nasal-type (morphologic abnormality)"
128806000,Precursor cell lymphoblastic lymphoma (morphologic abnormality)
419392005,Primary cutaneous lymphoma (morphologic abnormality)
1187136005,Primary cutaneous T-cell lymphoma (morphologic abnormality)
1162973007,Cutaneous T-cell lymphoma (morphologic abnormality)
787198005,Primary cutaneous acral CD8 positive T-cell lymphoma (morphologic abnormality)
733895005,Primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell lymphoma (morphologic abnormality)
90120004,Mycosis fungoides (morphologic abnormality)
418628003,Follicular mycosis fungoides (morphologic abnormality)
419386004,Pagetoid reticulosis (morphologic abnormality)
450908002,Primary cutaneous gamma-delta T-cell lymphoma (morphologic abnormality)
1187135009,Primary cutaneous large T-cell lymphoma (morphologic abnormality)
397352006,"Primary cutaneous anaplastic large T-cell lymphoma, CD30-positive (morphologic abnormality)"
419586003,"Primary cutaneous T-cell lymphoma, large cell, CD30-negative (morphologic abnormality)"
103682005,Subcutaneous panniculitic T-cell lymphoma (morphologic abnormality)
4950009,Sézary's disease (morphologic abnormality)
420788006,Intraocular non-Hodgkin malignant lymphoma (disorder)
420519005,Malignant lymphoma of the eye region (disorder)
1153382001,Malignant lymphoma of lacrimal gland (disorder)
1153346006,Primary non-Hodgkin malignant lymphoma of uveal tract (disorder)
1162264008,Malignant lymphoma of uveal tract (disorder)
232075002,Lymphoma of retina (disorder)
414780005,Mucosa-associated lymphoid tissue lymphoma of orbit (disorder)
13048006,Orbital lymphoma (disorder)
763477007,Primary lymphoma of conjunctiva (disorder)
1153347002,Primary non-Hodgkin malignant lymphoma of vitreoretinal tract (disorder)
1163404000,Peripheral T-cell lymphoma (morphologic abnormality)
76481008,Lymphoepithelioid lymphoma (morphologic abnormality)
276811008,Gastric lymphoma (disorder)
448555009,Lymphoma of body of stomach (disorder)
449075002,Lymphoma of cardioesophageal junction (disorder)
447806008,Lymphoma of cardia of stomach (disorder)
447658000,Lymphoma of fundus of stomach (disorder)
447805007,Lymphoma of greater curvature of stomach (disorder)
448269008,Lymphoma of lesser curvature of stomach (disorder)
447766003,Lymphoma of pyloric antrum of stomach (disorder)
447656001,Lymphoma of pylorus of stomach (disorder)
448709005,Non-Hodgkin's lymphoma of stomach (disorder)
449222008,Follicular non-Hodgkin's lymphoma of stomach (disorder)
444597005,Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue of stomach (disorder)
448663003,Diffuse non-Hodgkin's lymphoma of stomach (disorder)
840424008,Diffuse large B-cell lymphoma of stomach (disorder)
1153383006,Malignant lymphoma of liver (disorder)
449218003,Lymphoma of sigmoid colon (disorder)
133751000119102,Lymphoma of colon (disorder)
448553002,Lymphoma of pelvis (disorder)
93192003,Malignant lymphoma of intrapelvic lymph nodes (disorder)
188515006,Burkitt's lymphoma of intrapelvic lymph nodes (disorder)
188512009,Burkitt's lymphoma of intra-abdominal lymph nodes (disorder)
276815004,Lymphoma of intestine (disorder)
1153357001,Lymphoma of appendix (disorder)
449074003,Lymphoma of small intestine (disorder)
1196900003,B cell lymphoma of small intestine (disorder)
840423002,Diffuse large B-cell lymphoma of small intestine (disorder)
721555001,Follicular lymphoma of small intestine (disorder)
1197344000,T-cell lymphoma of small intestine (disorder)
1153354008,Malignant lymphoma of duodenum (disorder)
93521006,Hodgkin's disease of intrapelvic lymph nodes (disorder)
