V2Codes,Description
BB3..,Basal cell neoplasms
BB30.,[M]Basal cell tumour
BB31.,[M]Basal cell carcinoma NOS
Bb32.,[M]Multicentric basal cell carcinoma
BB33.,"[M]Basal cell carcinoma, morhoea type"
BB34.,"[M]Basal cell carcinoma, fibroepithelial type"
BB35.,[M]Basosquamous carcinoma
BB36.,[M]Metatypical carcinoma
BB37.,[M]Intraepidermal epithelioma of Jadassohn
BB3C.,[M]Superficial basal cell carcinoma
BB3D.,"[M]Basal cell carcinoma, nodular"
BB3E.,"[M]Basal cell carcinoma, micronodular"
BB3F.,"[M]Basal cell carcinoma, infiltrative"
BB3G.,[M]Pigmented basal cell carcinoma
BB3z.,[M]Basal cell neoplasm NOS
BB5y0,[M]Basal cell adenocarcinoma
7G05D,Excision biopsy of basal cell carcinoma
