SNOMEDCTCodes,Description
1338007,Basal cell carcinoma (morphologic abnormality)
402521004,Basal cell carcinoma of upper extremity (disorder)
403912001,Cystic basal cell carcinoma (disorder)
402820007,Basal cell carcinoma of ear (disorder)
402520003,Basal cell carcinoma of hand (disorder)
402519009,Basal cell carcinoma of face (disorder)
402818009,Basal cell carcinoma of nose (disorder)
399470004,Basal cell carcinoma with eccrine differentiation (morphologic abnormality)
423463003,Basal cell carcinoma of back (disorder)
402509003,Basal cell carcinoma of neck (disorder)
80071000119103,Basal cell carcinoma of skin in situ (disorder)
403915004,Basal cell carcinoma of scalp (disorder)
717731002,Basal cell carcinoma of vulva (disorder)
402507001,Basal cell carcinoma of cheek (disorder)
128636006,"Basal cell carcinoma, nodular (morphologic abnormality)"
61471000119100,Basal cell carcinoma of naris (disorder)
424666005,Basal cell carcinoma of auricle of ear (disorder)
402513005,Basal cell carcinoma of tragus (disorder)
402536001,Basal cell carcinoma - primary (disorder)
402525008,Basal cell carcinoma - adenoid (disorder)
399585007,Pigmented basal cell carcinoma (morphologic abnormality)
403909004,Pigmented basal cell carcinoma (disorder)
402538000,Recurrent basal cell carcinoma (disorder)
231832009,Basal cell carcinoma of eyelid (disorder)
403917007,Basal cell carcinoma of temple (disorder)
56665009,Infiltrating basal cell carcinoma (morphologic abnormality)
399547009,Keratotic basal cell carcinoma (morphologic abnormality)
403914000,Superficial basal cell carcinoma (disorder)
402537005,Metastatic basal cell carcinoma (disorder)
402516002,Basal cell carcinoma of abdomen (disorder)
399746002,Basal cell carcinoma with follicular differentiation (morphologic abnormality)
399954008,Basal cell carcinoma of earlobe (disorder)
134152008,Basal cell carcinoma - morpheic (morphologic abnormality)
400137006,Basal cell carcinoma - category (morphologic abnormality)
403918002,Basal cell carcinoma of glabella (disorder)
402500004,Basal cell carcinoma of ala nasi (disorder)
403916003,Basal cell carcinoma of forehead (disorder)
403913006,Morpheic basal cell carcinoma (disorder)
128634009,Basaloid squamous cell carcinoma (morphologic abnormality)
300025007,Excision of basal cell carcinoma (procedure)
402528005,Basal cell carcinoma - keratotic (disorder)
402506005,Basal cell carcinoma of lower lip (disorder)
61098004,Multifocal superficial basal cell carcinoma (morphologic abnormality)
402526009,Basal cell carcinoma - follicular (disorder)
402505009,Basal cell carcinoma of upper lip (disorder)
400071004,"Basal cell carcinoma, micronodular (morphologic abnormality)"
254701007,Basal cell carcinoma of skin (disorder)
402512000,Basal cell carcinoma of antitragus (disorder)
402517006,Basal cell carcinoma of upper back (disorder)
402518001,Basal cell carcinoma of lower back (disorder)
423535002,Basal cell carcinoma of chest wall (disorder)
402527000,Basal cell carcinoma - infiltrative (disorder)
402502007,Basal cell carcinoma of tip of nose (disorder)
402529002,Basal cell carcinoma - micronodular (disorder)
37304002,Basosquamous carcinoma (morphologic abnormality)
300026008,Cryotherapy of basal cell carcinoma (procedure)
402819001,Basal cell carcinoma of skin of lip (disorder)
402524007,Basal cell carcinoma - adamantinoid (disorder)
402497005,Basal cell carcinoma of root of nose (disorder)
716274007,Nodular basal cell carcinoma of skin (disorder)
402494003,Basal cell carcinoma of lower eyelid (disorder)
402523001,Basal cell carcinoma of truncal skin (disorder)
403919005,Basal cell carcinoma of upper eyelid (disorder)
43369006,"Basal cell carcinoma, fibroepithelial (morphologic abnormality)"
402510008,Basal cell carcinoma of helix of ear (disorder)
400057007,Basal cell carcinoma of pinnal sulcus (disorder)
302821007,Basal cell carcinoma - sclerosing type (morphologic abnormality)
403911008,Nodulo-ulcerative basal cell carcinoma (disorder)
402495002,Basal cell carcinoma of medial canthus (disorder)
402515003,Basal cell carcinoma of anterior chest (disorder)
402498000,Basal cell carcinoma of dorsum of nose (disorder)
402508006,Basal cell carcinoma of chin (disorder)
402546004,Basal cell carcinoma - third recurrence (disorder)
402532004,Basal cell carcinoma with monster cells (disorder)
428796002,Excisional biopsy of basal cell carcinoma (procedure)
402503002,Basal cell carcinoma of nasal columella (disorder
402544001,Basal cell carcinoma - first recurrence (disorder)
402496001,Basal cell carcinoma of lateral canthus (disorder)
402522006,Basal cell carcinoma of lower extremity (disorder)
403910009,Circumscribed solid basal cell carcinoma (disorder)
1079101000119100,Primary basal cell carcinoma of left ear (disorder)
402501000,Basal cell carcinoma of supratip of nose (disorder)
400174005,Basal cell carcinoma of antihelix of ear (disorder)
402514004,Basal cell carcinoma of obverse of pinna (disorder)
254702000,Basosquamous carcinoma (disorder)
69411000119107,History of basal cell carcinoma of eyelid (situation)
1079161000119100,Primary basal cell carcinoma of right ear (disorder)
402504008,Basal cell carcinoma of naolabial groove (disorder)
399934007,Basal cell carcinoma of preauricular skin (disorder)
399897004,Basal cell carcinoma of postauricular skin (disorder)
1079111000119100,Primary basal cell carcinoma of left eyelid (disorder)
402511007,Basal cell carcinoma of conchal bowl of ear (disorder)
1079171000119100,Primary basal cell carcinoma of right eyelid (disorder)
402534003,Basal cell carcinoma with signet ring change (disorder)
403712008,Psoralen and long-wave ultraviolet radiation therapy-associated basal cell carcinoma (disorder)
402531006,Basal cell carcinoma with granular cell change (disorder)
1079091000119100,Primary basal cell carcinoma of left upper limb
423325007,Basal cell carcinoma of external auditory canal (disorder)
1079131000119100,Primary basal cell carcinoma of left lower limb (disorder)
1079151000119100,Primary basal cell carcinoma of right upper limb (disorder)
1079191000119100,Primary basal cell carcinoma of right lower limb (disorder)
399569002,Basal cell carcinoma in basal cell nevus syndrome (morphologic abnormality)
254710004,Basal cell carcinoma with eccrine differentiation (disorder)
399487002,Basal cell carcinoma with adnexal differentiation (morphologic abnormality)
402499008,Basal cell carcinoma of lateral side wall of nose (disorder)
402539008,Basal cell carcinoma recurrent following excision (disorder)
399958006,Basal cell carcinoma with matrical differentiation (morphologic abnormality)
402541009,Basal cell carcinoma recurrent following curettage (disorder)
400087001,Basal cell carcinoma with sebaceous differentiation (morphologic abnormality)
402545000,Basal cell carcinoma - second recurrence (disorder)
402542002,Basal cell carcinoma recurrent following cryotherapy (disorder)
816972004,Basal cell carcinoma with sarcomatoid differentiation (morphologic abnormality)
402543007,Basal cell carcinoma recurrent following radiotherapy (disorder)
402540005,Basal cell carcinoma recurrent following Mohs' excision (disorder)
703499006,Excision of postauricular basal cell carcinoma with closure (procedure)
402547008,Basal cell carcinoma - multiple recurrences (more than three times) (disorder)
736465001,Excision of basal cell carcinoma from right postauricular region with closure (procedure)
