SNOMEDCTCodes,Description
68225006,Alopecia areata (disorder)
86166000,Alopecia universalis (disorder)
403322000,Circumscribed alopecia areata of beard area (disorder)
403321007,Circumscribed alopecia areata of eyelashes/eyebrows (disorder)
403323005,Circumscribed alopecia areata of limbs (disorder)
403320008,Circumscribed alopecia areata of scalp (disorder)
403324004,Circumscribed alopecia areata of trunk (disorder)
46586006,Diffuse alopecia areata (disorder)
5860009,Ophiasis (disorder)
77363004,Concentric alopecia areata (disorder)
783205005,Alopecia antibody deficiency (disorder)
19754005,Alopecia totalis (disorder)
403335009,Chronic diffuse alopecia (diffuse)
