SNOMEDCTCodes,Description
10190003,Aortocoronary bypass of four or more coronary arteries
11101003,Percutaneous transluminal coronary angioplasty
119564002,Creation of bypass from mammary artery to coronary artery
119565001,"Coronary artery bypass graft, anastomosis of artery of thorax to coronary artery"
130541000119100,History of placement of stent in coronary artery bypass graft (situation)
130551000119103,Stent in branch of right coronary artery
131521000119101,Bare metal stent in anterior descending branch of left coronary artery
131551000119109,Drug coated stent in branch of right coronary artery
131561000119106,Bare metal stent in branch of right coronary artery
131581000119102,Drug coated stent in circumflex branch of left coronary artery
131591000119104,Bare metal stent in circumflex branch of left coronary artery
131601000119106,Drug coated stent in anterior descending branch of left coronary artery (finding)
14201006,Coronary angioplasty by open chest approach
14323007,Aortocoronary bypass of three coronary arteries
149169006,Coronary artery operations (& bypass)
149170007,Endarterectomy of coronary artery
149171006,Saphenous vein graft bypass of coronary artery
149172004,Connection of mammary artery to coronary artery
149177005,Insertion of coronary artery stent
149179008,Coronary artery operations NOS
149254002,Angioplasty of coronary artery
149255001,Percutaneous balloon angioplasty of coronary artery
175006004,Coronary artery operations (& bypass)
175007008,Saphenous vein graft replacement of one coronary artery
175008003,Saphenous vein graft replacement of two coronary arteries
175009006,Saphenous vein graft replacement of three coronary arteries
175011002,Saphenous vein graft replacement of four or more coronary arteries
175012009,Other specified saphenous vein graft replacement of coronary artery
175013004,Saphenous vein graft replacement coronary artery NOS
175014005,Other autograft replacement of coronary artery
175015006,Autograft replacement of one coronary artery NEC
175016007,Autograft replacement of two coronary arteries NEC
175017003,Autograft replacement of three coronary arteries NEC
175018008,Autograft replacement of four of more coronary arteries NEC
175019000,Other specified other autograft replacement of coronary artery
175020006,Other autograft replacement of coronary artery NOS
175021005,Allograft bypass of coronary artery
175022003,Allograft replacement of one coronary artery
175024002,Allograft replacement of two coronary arteries
175025001,Allograft replacement of three coronary arteries
175026000,Allograft replacement of four or more coronary arteries
175027009,Other specified allograft replacement of coronary artery
175028004,Allograft replacement of coronary artery NOS
175029007,Prosthetic bypass of coronary artery
175030002,Prosthetic replacement of one coronary artery
175031003,Prosthetic replacement of two coronary arteries
175032005,Prosthetic replacement of three coronary arteries
175033000,Prosthetic replacement of four or more coronary arteries
175034006,Other specified prosthetic replacement of coronary artery
175035007,Prosthetic replacement of coronary artery NOS
175036008,Revision of bypass for coronary artery
175037004,Revision of bypass for one coronary artery
175038009,Revision of bypass for two coronary arteries
175039001,Revision of bypass for three coronary arteries
175040004,Revision of bypass for four or more coronary arteries
