SNOMEDCTCodes,Description
7180009, Meningitis (disorder)
822031000000101, Acute meningitis (disorder)
82547005, Acute meningoencephalitis caused by Adenovirus (disorder)
109902004, Acute purulent meningitis (disorder)
68863007,Acute syphilitic meningitis (disorder)
186863009,Acute secondary syphilitic meningitis (disorder)
301770000, Aseptic meningitis (disorder)
315019000,Aseptic meningitis due to human immunodeficiency virus infection (disorder)
409555000,Meningitis caused by Coxiella burnetii (disorder)
58170007,Viral meningitis (disorder)
822041000000105,Acute viral meningitis (disorder)
111850006,Meningitis caused by Adenovirus (disorder)
131411000119107,Meningitis caused by arbovirus (disorder)
404239005, Meningitis caused by California Orthobunyavirus (disorder)
404238002,Meningitis caused by Jamestown Canyon virus (disorder)
404243009,Meningitis caused by Keystone virus (disorder)
404240007,Meningitis caused by La Crosse virus (disorder)
404241006,Meningitis caused by snowshoe hare virus (disorder)
28192008, Meningitis caused by Enterovirus (disorder)
111878007,Meningitis caused by coxsackie virus (disorder)
230142004,Meningitis caused by coxsackievirus A virus (disorder)
230143009,Meningitis caused by coxsackievirus B virus (disorder)
192667007,Meningitis caused by echovirus (disorder)
230144003,Chronic echovirus meningoencephalitis (disorder)
85402004, Meningoeruptive syndrome (disorder)
722548001,Meningitis caused by Human enterovirus 70 (disorder)
722547006,Meningitis caused by Human enterovirus 71 (disorder)
721765009, Meningitis caused by Human poliovirus (disorder)
721769003,Meningitis caused by Epstein-Barr virus (disorder)
1163470008,Meningitis caused by genus Arenavirus (disorder)
1163471007,Meningitis caused by Junin virus (disorder)
1163468004,Meningitis caused by Lassa virus (disorder)
398136003,Meningitis caused by lymphocytic choriomeningitis virus (disorder)
41454003, Chronic benign lymphocytic meningitis (disorder)
1163541002,Meningoencephalitis caused by Lymphocytic choriomeningitis virus (disorder)
1163469007,Meningitis caused by Machupo virus (disorder)
10491005,Meningitis caused by Human alphaherpesvirus 3 (disorder)
721770002,Meningitis caused by Human cytomegalovirus 5 (disorder)
23291008,Meningitis caused by Human herpes simplex virus (disorder)
1179379002,Meningitis caused by Human alphaherpesvirus 1 (disorder)
1179380004,Meningitis caused by Human alphaherpesvirus 2 (disorder)
9678009,Meningoencephalitis caused by human herpes simplex virus (disorder)
721243008,Meningitis caused by Paramyxovirus (disorder)
186561002,Meningitis caused by measles morbillivirus (disorder)
44201003, Meningitis caused by mumps virus (disorder)
40099009,Meningoencephalitis caused by mumps virus (disorder)
1092351000119107,Meningitis caused by Rubella virus (disorder)
13225007,Meningoencephalitis caused by Rubella virus (disorder)
404234000,Meningitis caused by Saint Louis encephalitis virus (disorder)
404233006,Meningitis caused by West Nile virus (disorder)
230146001,Post measles meningitis (disorder)
18311006, Aseptic meningitis caused by drug (disorder)
21664006,Chronic meningitis (disorder)
84306007, Chronic adhesive pachymeningitis (disorder)
1259634008,Chronic inflammation of arachnoid layer of cranial meninges (disorder)
230154004,Chronic lymphocytic meningitis (disorder)
25671008,Eosinophilic meningitis (disorder)
733173009,Eosinophilic meningitis caused by Angiostrongylus cantonensis (disorder)
418480000, Eosinophilic meningoencephalitis caused by Angiostrongylus cantonensis (disorder)
55489003,Eosinophilic meningoencephalitis (disorder)
409501004,Hemorrhagic meningitis (disorder)
312216007,Infective meningitis (disorder)
95883001,Bacterial meningitis (disorder)
425887005,Bacterial meningitis caused by Gram-negative bacteria (disorder)
192655005,Escherichia coli meningitis (disorder)
192643004,Haemophilus meningitis (disorder)
5900006,Haemophilus influenzae meningitis (disorder)
445198003,Meningitis caused by Haemophilus influenzae type b (disorder)
186956008,Leptospiral meningitis (disorder)
192650000,Meningitis caused by Bordetella pertussis (disorder)
721729004,Meningitis caused by Enterobacter (disorder)
192656006,Meningitis caused by Friedlander bacillus (disorder)
721241005,Meningitis caused by gram-negative aerobic bacillus (disorder)
192660009,Pseudomonas meningitis (disorder)
192654009,Meningitis caused by bacillus pyocyaneus (disorder)
721240006,Meningitis caused by gram-negative aerobic coccus (disorder)
151004,Gonococcal meningitis (disorder)
192644005, Meningococcal meningitis (disorder)
420585007,Meningitis caused by Klebsiella aerogenes (disorder)
192659004,Morganella morganii meningitis (disorder)
186284005,Plague meningitis (disorder)
302877009,Proteus meningitis (disorder)
77645007,Salmonella meningitis (disorder)
192648008, Meningitis due to typhoid fever (disorder)
445359003,Bacterial meningoencephalitis (disorder)
24630008, Listeria meningoencephalitis (disorder)
31112008,Tuberculous meningoencephalitis (disorder)
444957003,Bacterial meningomyelitis (disorder)
866090003,Meningomyelitis caused by Treponema pallidum (disorder)
38115001, Tuberculosis of spinal meninges (disorder)
31568009,Listeria meningitis (disorder)
721752000,Meningitis caused by Actinomycetales (disorder)
192649000,  Actinomycotic meningitis (disorder)
721754004, Meningitis caused by Tropheryma whipplei (disorder)
445059005,Meningitis caused by anaerobic bacteria (disorder)
720990007,Meningitis caused by Bacillus anthracis (disorder)
721748000, Meningitis caused by Enterococcus (disorder)
1163132002,Meningitis caused by Gram positive aerobic rod (disorder)
721753005,Meningitis caused by Nocardia (disorder)
721242003,Meningitis caused by Spirochaetes (disorder)
230150008,Meningitis in Lyme disease (disorder)
301086002, Syphilitic meningitis (disorder)
6267005,Congenital syphilitic meningitis (disorder)
230152000,  Late congenital syphilitic meningitis (disorder)
192647003,  Secondary syphilitic meningitis (disorder)
698734003,Postoperative bacterial meningitis (disorder)
