SNOMEDCTCodes,Description
13445001,Ménière's disease (disorder)
91011001,Active Ménière's disease (disorder)
194349005,Active cochlear Ménière's disease (disorder)
194348002,Active cochleovestibular Ménière's disease (disorder)
194350005,Active vestibular Ménière's disease (disorder)
232282006,Cochlear Ménière syndrome (disorder)
722949001,Familial Ménière disease (disorder)
1089091000119105,Meniere disease of left inner ear in remission (disorder)
1084031000119105,Meniere disease of bilateral inner ears in remission (disorder)
1091701000119101,Meniere disease of right inner ear in remission (disorder)
1089081000119107,Meniere's disease of left inner ear (disorder)
1084021000119107,Meniere's disease of bilateral inner ears (disorder)
1091691000119101,Meniere's disease of right inner ear (disorder)
232283001,Vestibular Ménière syndrome (disorder)
275542004,History of Ménière's disease (situation)
