SNOMEDCTCodes,Description
13445001,Ménière's disease (disorder)
91011001,Active Ménière's disease (disorder)
194349005,Active cochlear Ménière's disease (disorder)
194348002,Active cochleovestibular Ménière's disease (disorder)
194350005,Active vestibular Ménière's disease (disorder)
232282006,Cochlear Ménière syndrome (disorder)
722949001,Familial Ménière disease (disorder)
1089081000119107,Meniere's disease of left inner ear (disorder)
1084021000119107,Meniere's disease of bilateral inner ears (disorder)
1091691000119101,Meniere's disease of right inner ear (disorder)
232283001,Vestibular Ménière syndrome (disorder)
275542004,History of Ménière's disease (situation)
23919004,Labyrinthitis (disorder)
232270002,Acute mastoiditis with labyrinthitis (disorder)
232308006,Autoimmune disorder of inner ear (disorder)
1088321000119102,Autoimmune disorder of left inner ear (disorder)
1090931000119104,Autoimmune disorder of right inner ear (disorder)
61794006,Circumscribed labyrinthitis (disorder)
89537006,Diffuse labyrinthitis (disorder)
1089011000119101,Inflammation of left labyrinth structure (disorder)
1083951000119101,Inflammation of bilateral labyrinth structures (disorder)
1084711000119102,Inflammation of bilateral labyrinth structures caused by virus (disorder)
232311007,Endocochlear cytomegalovirus infection (disorder)
409711008,Viral labyrinthitis (disorder)
449832007,Labyrinthitis ossificans (disorder)
129628007,Recurrent labyrinthitis (disorder)
41674001,Serous labyrinthitis (disorder)
24817009,Suppurative labyrinthitis (disorder)
3344003,Toxic labyrinthitis (disorder)
50438001,Peripheral vertigo (disorder)
277491009,Peripheral positional vertigo (disorder)
111541001,Benign paroxysmal positional vertigo (disorder)
194355000,Benign paroxysmal positional vertigo or nystagmus (disorder)
71305001,Benign paroxysmal vertigo of childhood (disorder)
1010672007,Benign positional paroxysmal vertigo lateral canal (disorder)
1010673002,Benign positional paroxysmal vertigo posterior canal (disorder)
9794007,Endolymphatic hydrops (disorder)
277490005,Secondary endolymphatic hydrops (disorder)
363668000,Cholesteatoma (disorder)
35247001,Cholesteatoma of external ear (disorder)
1088831000119107,Cholesteatoma of left external ear (disorder)
1091441000119107,Cholesteatoma of right external ear (disorder)
87688009,Cholesteatoma of middle ear (disorder)
1010651009,Acquired cholesteatoma of middle ear (disorder)
267674000,Cholesteatoma and aural polyp (disorder)
38708003,Cholesteatoma of attic (disorder)
1088281000119107,Cholesteatoma of recessus epitympanicus of left middle ear (disorder)
1090891000119107,Cholesteatoma of recessus epitympanicus of right middle ear (disorder)
1089101000119100,Cholesteatoma of left middle ear (disorder)
1088701000119107,Cholesteatoma of left tympanic membrane (disorder)
194339007, Cholesteatoma of middle ear and mastoid (disorder)
1091711000119103,Cholesteatoma of right middle ear (disorder)
1091311000119104, Cholesteatoma of right tympanic membrane (disorder)
232276008,Cholesteatoma pearl (disorder)
1086621000119109,Cholesteatoma tympanum (disorder)
232262007,Congenital cholesteatoma (disorder)
575006,Cholesteatoma (morphologic abnormality)
232260004,Mastoid cholesteatoma (disorder)
1089051000119100,Cholesteatoma of left mastoid (disorder)
1089541000119108,Recurrent cholesteatoma of left mastoid cavity (disorder)
1084471000119104,Recurrent cholesteatoma of bilateral mastoid cavities (disorder)
1091661000119108,Cholesteatoma of right mastoid (disorder)
1092151000119109,Recurrent cholesteatoma of right mastoid cavity (disorder)
736909000,Recurrent cholesteatoma of mastoid cavity (disorder)
186738001,Epidemic vertigo (disorder)
1089701000119101,Vestibular neuronitis of left inner ear (disorder)
1084691000119100,Vestibular neuronitis of bilateral inner ears (disorder)
1092311000119106,Vestibular neuronitis of right inner ear (disorder)
301848005,Viral epidemic vertigo (disorder)
1088991000119104,Fistula of left labyrinth structure (disorder)
89097000,Labyrinthine fistula (disorder)
66410001,Labyrinthine fistula of combined sites (disorder)
66306003,Oval window fistula (disorder)
13158007,Round window fistula (disorder)
25035006,Semicircular canal fistula (disorder)
262765004,Traumatic perilymph fistula (disorder)
717799003,Superior semicircular canal dehiscence syndrome (disorder)
350456001000119102,Superior semicircular canal dehiscence syndrome of left ear (disorder)
102344001000119102,Superior semicircular canal dehiscence syndrome of right ear (disorder)
753248161000119109,Superior semicircular canal dehiscence syndrome of bilateral ears (disorder)
95817008,Labyrinthine concussion (disorder)
126949007,Acoustic neuroma (disorder)
16594881000119101,Acoustic neuroma of left vestibular nerve (disorder)
16594841000119106,Acoustic neuroma of right vestibular nerve (disorder)
92503002,Neurofibromatosis type 2 (disorder)
1304119009,Mosaic neurofibromatosis type 2 (disorder)
138381000119101,History of acoustic neuroma (situation)
11543004,Otosclerosis (disorder)
9062008,Ototoxicity (disorder)
232309003,Ototoxic degeneration of cochlea (disorder)
267677007,Ototoxicity - deafness (disorder)
275482009,Drug ototoxicity - deafness (disorder)
267675004,Ototoxicity - labyrinthine (disorder)
838382005,Chronic bilateral vestibulopathy caused by ototoxic agent (disorder)
405810005,Cogan's syndrome (disorder)
