SNOMEDCTCodes,Description
203879001,[X]Osteoporosis in other disorders classified elsewhere (disorder)
203878009,[X]Other osteoporosis
203877004,[X]Other osteoporosis with pathological fracture (disorder)
203885008,[X]Unspecified osteoporosis with pathological fracture
240155001,Adult idiopathic generalised osteoporosis
18040001,Age related osteoporosis
897308007,Chronic kidney disease with osteoporosis (disorder)
203459002,Collapse of cervical vertebra due to osteoporosis
311806008,Collapse of cervical vertebra due to osteoporosis (disorder)
311890007,Collapse of lumbar vertebra due to osteoporosis
203460007,Collapse of lumbar vertebra due to osteoporosis (disorder)
203461006,Collapse of thoracic vertebra due to osteoporosis
311891006,Collapse of thoracic vertebra due to osteoporosis (disorder)
240198002,Collapse of vertebra due to osteoporosis
311892004,Collapse of vertebra due to osteoporosis NOS
203462004,Collapse of vertebra due to osteoporosis NOS (disorder)
82351006,Congenital cranial osteoporosis
203430002,Disuse osteoporosis
203491001,Disuse osteoporosis
53174001,Disuse osteoporosis
783620009,Dominant hypophosphatemia with nephrolithiasis and/or osteoporosis
203432005,Drug-induced osteoporosis
14651005,Drug-induced osteoporosis (disorder)
203447001,Drug-induced osteoporosis with pathological fracture
278454001,Fetal osteoporosis
78354004,Fetal osteoporosis
391019001,Follow-up osteoporosis assessment
134400000,Fragility fracture due to unspecified osteoporosis
366913005,Fragility fracture due to unspecified osteoporosis (disorder)
394010001,Health education - osteoporosis
393054003,Health education - osteoporosis (procedure)
473120007,History of osteoporosis
473342003,History of osteoporosis resolved
203429007,Idiopathic generalized osteoporosis (disorder)
3345002,Idiopathic osteoporosis
240154002,Idiopathic osteoporosis in pregnancy (disorder)
203448006,Idiopathic osteoporosis with pathological fracture (disorder)
240156000,Juvenile idiopathic generalized osteoporosis (disorder)
44876001,Juvenile osteoporosis
268028001,Localised disuse osteoporosis
203435007,Localized osteoporosis - Lequesne (disorder)
32369003,Menopausal osteoporosis (disorder)
156825006,Osteoporosis
391030003,Osteoporosis - no treatment response (regime/therapy)
391028000,Osteoporosis - treatment response
64859006,Osteoporosis (disorder)
716189005,Osteoporosis and macrocephaly with blindness and joint hypermobility syndrome (disorder)
722113001,Osteoporosis and oculocutaneous hypopigmentation syndrome
698047001,Osteoporosis circumscripta
702895002,Osteoporosis clinic (environment)
739301006,Osteoporosis co-occurrent and due to multiple myeloma
