CTV3Codes,Description
XE2b6,Personality disorder
XagO4,Depressive personality disorder
XE1YF,Paranoid personality disorder
E2122,Schizotypal personality disorder
E212.,Schizoid personality disorder
E2120,Unspecified schizoid personality disorder
E212z,Schizoid personality disorder NOS
XE1YG,Introverted personality disorder
XE1YJ,Dissocial personality disorder
E2152,Emotionally unstable personality disorder
X00T6,Explosive personality disorder
E21y2,Borderline personality disorder
E215.,Histrionic personality disorder
E2150,Unspecified histrionic personality disorder
E2153,Psychoinfantile personality
E215z,Histrionic personality disorder NOS
XE1YH,Anankastic personality disorder
E214z,Compulsive personality disorder NOS
X00T7,Anxious personality disorder
XE1YI,Dependent personality disorder
E21y0,Narcissistic personality disorder
E2019,Multiple personality disorder
E21y4,Eccentric personality disorder
E2A1.,Organic personality disorder
E21y3,Passive-aggressive personality disorder
E2111,Hypomanic personality disorder
E21y.,Other personality disorders
XE1YL,Other personality disorder NOS
E21y1,Avoidant personality disorder
E21y5,Immature personality disorder
E21y6,Masochistic personality disorder
X00T4,Manipulative personality disorder
XE1YK,Psychoneurotic personality disorder
XE1YM,Personality disorder NOS
Eu60.,[X]Specific personality disorders
Eu60z,"[X]Personality disorder, unspecified"
XE1Zy,[X]Other specific personality disorders
E02y4,Drug-induced personality disorder
E211z,Affective personality disorder NOS
Eu61.,[X]Mixed and other personality disorders
