ProdCodeId,Description
11753841000033117,"nystatin 100,000units/g / chlorhexidine hydrochloride 1% / hydrocortisone 0.5% cream"
11802441000033119,"nystatin 100,000units/g / chlorhexidine acetate 1% / hydrocortisone 1% ointment"
1399941000033118,synalar 1 in 10 dilution 0.0025% cream (reig jofre uk ltd)
3248741000033115,econazole 1% / hydrocortisone 1% cream
3269541000033110,cinchocaine 0.5% / hydrocortisone 0.5% ointment
3836641000033115,clioquinol 3% / hydrocortisone 1% cream
440041000033114,dioderm 0.1% cream (dermal laboratories ltd)
4451741000033112,dermacort hydrocortisone 0.1% cream (marlborough pharmaceuticals ltd)
4657141000033116,zenoxone 1% cream (teva uk ltd)
497641000033113,efcortelan 0.5% cream (chemidex pharma ltd)
497741000033116,efcortelan 1% cream (chemidex pharma ltd)
498641000033114,efcortelan 0.5% ointment (chemidex pharma ltd)
498741000033117,efcortelan 1% ointment (chemidex pharma ltd)
498841000033110,efcortelan 2.5% ointment (chemidex pharma ltd)
580641000033117,fluocinolone acetonide 0.0025% cream
729241000033115,hydrocortisone 0.5% cream
729341000033113,hydrocortisone 2.5% cream
729941000033112,hydrocortisone 0.1% cream
730241000033112,hydrocortisone 1% cream
739241000033118,hydrocortisone 0.5% ointment
739341000033111,hydrocortisone 2.5% ointment
740041000033115,hydrocortisone 1% ointment
8113741000033118,oxytetracycline 3% / hydrocortisone 1% ointment
915841000033116,mildison lipocream 1% cream (karo pharma)
