SNOMEDCTCodes,Description
66071002,Viral hepatitis type B (disorder)
76795007,Acute type B viral hepatitis (disorder)
13265006,Acute fulminating type B viral hepatitis (disorder)
235864009,Acute hepatitis B with hepatitis D (disorder)
53425008,Anicteric type B viral hepatitis (disorder)
61977001,Chronic type B viral hepatitis (disorder)
50167007,Chronic active type B viral hepatitis (disorder)
1116000,Chronic aggressive type B viral hepatitis (disorder)
16859701000119109,Chronic hepatitis B during pregnancy (disorder)
38662009,Chronic persistent type B viral hepatitis (disorder)
235869004,Chronic viral hepatitis B with hepatitis D (disorder)
838380002,Chronic hepatitis B co-occurrent with hepatitis C and hepatitis D (disorder)
235865005,Hepatitis D superinfection of hepatitis B carrier (disorder)
186639003,Chronic viral hepatitis B without delta-agent (disorder)
713966008,Occult chronic type B viral hepatitis (disorder)
442374005,Hepatitis B and hepatitis C (disorder)
442134007,Hepatitis B associated with Human immunodeficiency virus infection (disorder)
446698005,Reactivation of hepatitis B viral hepatitis (disorder)
1230342001,Hepatitis B reinfection following transplantation of liver (disorder)
111891008,Viral hepatitis B without hepatic coma (disorder)
81665004,Hepatitis B virus (organism)
703886001,Hepatitis B virus genotype A (organism)
703887005,Hepatitis B virus genotype B (organism)
703888000,Hepatitis B virus genotype C (organism)
703889008,Hepatitis B virus genotype D (organism)
703890004,Hepatitis B virus genotype E (organism)
703891000,Hepatitis B virus genotype F (organism)
703892007,Hepatitis B virus genotype G (organism)
703893002,Hepatitis B virus genotype H (organism)
235871004,Hepatitis B carrier (finding)
429721005,History of hepatitis B (situation)
59851000119103,History of hepatitis B conferring immunity (situation)
60498001,Congenital viral hepatitis B infection (disorder)
988101000000109,Vasculitis co-occurrent and due to Hepatitis B virus infection (disorder)
963258871000119105,Hepatitis B treatment declined (situation)
165807006,Hepatitis Be antigen detected (finding)
736687002,Hepatitis B core antibody detected (finding)
103611000119102,Cirrhosis of liver due to hepatitis B (disorder)
707341005,Viral hepatitis type D (disorder)
735451005,Chronic infection caused by Hepatitis D virus (disorder)
83617006,Hepatitis D virus (organism)
165806002,Hepatitis B surface antigen detected (finding)
406117000,Hepatitis B surface antigen detected by enzyme-linked immunosorbent assay (finding)
424340000,Hepatic coma due to chronic hepatitis B (disorder)
424099008,Hepatic coma due to acute hepatitis B (disorder)
186624004,Hepatic coma due to acute hepatitis B with delta agent (disorder)
