SNOMEDCTCodes,Description
15188001,Hearing loss (disorder)
721294001,Acquired hearing loss (disorder)
609125008,Acquired sensorineural hearing loss (disorder)
428470000,Autoimmune sensorineural hearing loss (disorder)
722054007,Ocular albinism with late-onset sensorineural deafness (disorder)
267677007,Ototoxicity - deafness (disorder)
275482009,Drug ototoxicity - deafness (disorder)
232332004,Postnatal acquired sensorineural hearing loss (disorder)
277424008,Postoperative profound sensorineural hearing loss (disorder)
49526009,Presbycusis (disorder)
129630009,Mechanical presbycusis (disorder)
129629004,Metabolic presbycusis (disorder)
737047001,Mild acquired hearing loss (disorder)
737048006,Moderate acquired hearing loss (disorder)
40897007,Occupational deafness (disorder)
84063009,"Traumatic deafness, occupational (disorder)"
737050003,Profound acquired hearing loss (disorder)
737049003,Severe acquired hearing loss (disorder)
427772009,Asymmetrical hearing loss (disorder)
428887009,Asymmetrical sensorineural hearing loss (disorder)
162344009,Bilateral deafness (disorder)
232325008,Chronic deafness (disorder)
433147009,Combined visual and hearing impairment (disorder)
765178008,Total visual and total hearing impairment (disorder)
8531006,Complete deafness (disorder)
95828007,Congenital deafness (disorder)
702360007,"Congenital deafness with labyrinthine aplasia, microtia and microdontia (disorder)"
699238006,Congenital prelingual deafness (disorder)
725137007,"Neutropenia, monocytopenia, deafness syndrome (disorder)"
770784003,Sinoatrial node dysfunction and deafness (disorder)
878797001, Total transitory deafness (disorder)
44057004,Conductive hearing loss (disorder)
73310008,Air conduction deafness (disorder)
46050004,Bone conduction deafness (disorder)
194419007,Combined conductive hearing loss (disorder)
194413008,Conductive hearing loss due to disorder of external ear (disorder)
194416000,Conductive hearing loss due to disorder of inner ear (disorder)
2061000,Conductive hearing loss of combined sites (disorder)
1010238005,Conductive hearing loss of left ear (disorder)
1010439000,Conductive hearing loss of left ear with normal hearing on right side (disorder)
194417009,"Conductive hearing loss, bilateral (disorder)"
1084051000119104,Conductive hearing loss of bilateral middle ears (disorder)
194429000,"Mixed conductive and sensorineural hearing loss, bilateral (disorder)"
1052205008,Mixed conductive and sensorineural hearing loss of left ear with normal hearing on right side (disorder)
1010236009,Conductive hearing loss of right ear (disorder)
1010440003,Conductive hearing loss of right ear with normal hearing on left side (disorder)
1052206009,Mixed conductive and sensorineural hearing loss of right ear with normal hearing on left side (disorder)
737344003,Congenital conductive hearing loss (disorder)
783742004,"Conductive hearing loss, malformation of external ear syndrome (disorder)"
715506001,"Phocomelia, ectrodactyly, deafness and sinus arrhythmia syndrome (disorder)"
47111006,External ear conductive hearing loss (disorder)
1268429005,High frequency conductive hearing loss (disorder)
3820005,Inner ear conductive hearing loss (disorder)
1268467008,Low frequency conductive hearing loss (disorder)
61743004,Middle ear conductive hearing loss (disorder)
194415001,Conductive hearing loss due to disorder of middle ear (disorder)
194414002,Conductive hearing loss due to disorder of tympanic membrane (disorder)
15190000,Tympanic membrane conductive hearing loss (disorder)
77507001,Mixed conductive AND sensorineural hearing loss (disorder)
737377004,Congenital mixed conductive and sensorineural hearing loss (disorder)
717761005,Choroideremia with deafness and obesity syndrome (disorder)
718574003,Cleft palate with coloboma of eye and deafness syndrome (disorder)
699316006,Myhre syndrome (disorder)
722476007,Thickened earlobe with conductive deafness syndrome (disorder)
111339003,Congenital anomaly of ear with impairment of hearing (disorder)
717909004,Bilateral microtia with deafness and cleft palate syndrome (disorder)
717944002,Branchiogenic deafness syndrome (disorder)
15984471000119107,Impairment of hearing of left ear co-occurrent and due to congenital ear malformation (disorder)
15984511000119103,Impairment of hearing of bilateral ears co-occurrent and due to congenital ear malformation (disorder)
15984431000119109,Impairment of hearing of right ear co-occurrent and due to congenital ear malformation (disorder)
61947007,Deaf mutism (disorder)
698614006,Acquired deaf mutism (disorder)
698615007,Congenital deaf mutism (disorder)
79442007,Deafmutism-retinal degeneration syndrome (disorder)
702441001,Fatal X-linked ataxia with deafness and loss of vision (disorder)
232333009,Hearing loss associated with syndrome (disorder)
1299152003,"Adult-onset progressive leukoencephalopathy, early-onset deafness (disorder)"
720517001,Ataxia with deafness and intellectual disability syndrome (disorder)
10170007,"Black locks, oculocutaneous albinism, AND deafness of the sensorineural type (disorder)"
720567008,Bosley Salih Alorainy syndrome (disorder)
720601000,Camptodactyly and tall stature with scoliosis and hearing loss syndrome (disorder)
726621009,Caudal appendage deafness syndrome (disorder)
773610007,Chudley McCullough syndrome (disorder)
716007007,Cleft palate and cleft lip with deafness and sacral lipoma syndrome (disorder)
719102004,Congenital cataract with ataxia and deafness syndrome (disorder)
722378009,Congenital cataract with deafness and hypogonadism syndrome (disorder)
773648002,"Congenital cataract, hearing loss, severe developmental delay syndrome (disorder)"
720749004,Congenital hereditary endothelial dystrophy and perceptive deafness syndrome (disorder)
721084001,Deaf blind hypopigmentation syndrome Yemenite type (disorder)
718714006,Deafness and hypogonadism syndrome (disorder)
721087008,Deafness and intellectual disability Martin Probst type syndrome (disorder)
720506002,Deafness and myopia syndrome (disorder)
716245003,Deafness craniofacial syndrome (disorder)
716170005,Deafness with cataract and skeletal anomaly syndrome (disorder)
773735007,Deafness with onychodystrophy syndrome (disorder)
1208614008,Autosomal dominant deafness with onychodystrophy syndrome (disorder)
719800009,"Deafness, onychodystrophy, osteodystrophy, intellectual disability syndrome (disorder)"
720957007,Deafness with skeletal dysplasia and lip granuloma syndrome (disorder)
721085000,"Deafness, enamel hypoplasia, nail defect syndrome (disorder)"
763688008,"Deafness, encephaloneuropathy, obesity, valvulopathy syndrome (disorder)"
721086004,"Deafness, genital anomaly, metacarpal and metatarsal synostosis syndrome (disorder)"
766249007,"Deafness, nephritis, anorectal malformation syndrome (disorder)"
733071009,"Deafness, small bowel diverticulosis, neuropathy syndrome (disorder)"
721089006,"Dentinogenesis imperfecta, short stature, hearing loss, intellectual disability syndrome (disorder)"
721092005,"Developmental malformation, deafness, dystonia syndrome (disorder)"
1230014007,Duane retraction syndrome with congenital deafness (disorder)
732953008,Ectodermal dysplasia and sensorineural deafness syndrome (disorder)
720859009,Ehlers-Danlos syndrome kyphoscoliotic and deafness type (disorder)
721221000,Hirschsprung disease with deafness and polydactyly syndrome (disorder)
239059004,Keratitis ichthyosis and deafness syndrome (disorder)
403780007,Autosomal recessive keratitis-ichthyosis-deafness syndrome (disorder)
724173009,Maternally inherited cardiomyopathy and hearing loss syndrome (disorder)
237619009,Maternally inherited diabetes and deafness (disorder)
723497003,Peripheral neuropathy with sensorineural hearing impairment syndrome (disorder)
719272007,Progressive sensorineural hearing loss and hypertrophic cardiomyopathy syndrome (disorder)
782942003,Renal caliceal diverticuli and deafness syndrome (disorder)
186570004,Rubella deafness (disorder)
