SNOMEDCTCodes,Description
201049004,Morphea (disorder)
128458002,Plaque morphea (disorder)
22784002,Linear scleroderma (disorder)
403521006,Guttate morphea (disorder)
201048007,Localised morphea (disorder)
7513007,Generalized morphea (disorder)
403522004,Subcutaneous morphea (disorder)
51156002,Coup de sabre scleroderma (disorder)
403523009,Disabling pansclerotic morphea of children (disorder)
128460000,Diffuse cutaneous scleroderma (disorder)
403524003,Scleroderma-like secondary cutaneous sclerosis (disorder)
