ProdCodeId,Description
10217041000033110,cyclophosphamide 2g powder for solution for injection vials
1052641000033112,pentostatin 10mg powder for solution for injection vials
12398041000033110,cladribine 10mg tablets
12398141000033114,mavenclad 10mg tablets (merck serono ltd)
2258141000033111,fludarabine phosphate 10mg tablets
2258241000033116,fludara 10mg tablets (sanofi)
2617341000033117,alemtuzumab 30mg/3ml solution for infusion ampoules
2617441000033111,mabcampath 30mg/3ml concentrate for solution for infusion ampoules (schering health care ltd)
274741000033119,cladribine 10mg/10ml solution for infusion vials
3279841000033118,alemtuzumab 30mg/1ml solution for infusion vials
3279941000033114,mabcampath 30mg/1ml concentrate for solution for infusion vials (genzyme therapeutics ltd)
390141000033111,cyclophosphamide 1g powder for solution for injection vials
390241000033116,cyclophosphamide 200mg powder for solution for injection vials
390341000033114,cyclophosphamide 500mg powder for solution for injection vials
391541000033113,cyclophosphamide injection 107 mg/vial
391641000033114,cyclophosphamide injection 214 mg/vial
391741000033117,cyclophosphamide injection 535 mg/vial
391941000033119,cyclophosphamide injection
392041000033113,cyclophosphamide injection 1.07 g/vial
395141000033118,cyclophosphamide tablets 10 mg
395241000033113,cyclophosphamide 50mg tablets
395341000033115,cyclophosphamide 50 tablets 50 mg
4156041000033116,endoxana 500mg powder for solution for injection vials (baxter healthcare ltd)
4156141000033117,endoxana 1g powder for solution for injection vials (baxter healthcare ltd)
4156541000033114,cladribine 10mg/5ml solution for injection vials
4156641000033110,litak 10mg/5ml solution for injection vials (lipomed gmbh)
4374341000033118,fludarabine phosphate 50mg powder for solution for injection vials
4374441000033112,fludarabine phosphate 50mg/2ml solution for injection vials
4522441000033116,antithymocyte immunoglobulin (rabbit) 25mg powder and solvent for solution for infusion vials
4522541000033115,thymoglobuline 25mg powder and solvent for solution for infusion vials (sanofi)
516141000033110,endoxana injection 107 mg/vial
516241000033115,endoxana injection 214 mg/vial
516341000033113,endoxana injection 535 mg/vial
517241000033117,endoxana injection 1.069 g/vial
522941000033115,endoxana tablets 10 mg
523041000033113,endoxana 50mg tablets (baxter healthcare ltd)
586441000033116,fludara 50mg powder for solution for injection vials (sanofi)
586541000033115,fludarabine phosphate injection 50 mg/vial
822741000033117,leustat 10mg/10ml solution for infusion vials (janssen-cilag ltd)
9216641000033116,alemtuzumab 12mg/1.2ml solution for infusion vials
9216741000033113,lemtrada 12mg/1.2ml concentrate for solution for infusion vials (genzyme therapeutics ltd)
969841000033115,nipent 10mg powder for solution for injection vials (pfizer ltd)
