V2Codes,Description
e11..,BENZYLPENICILLIN(PENICILLIN G)
e111.,*CRYSTAPEN 300mg injection
e112.,*CRYSTAPEN 600mg injection
e113.,*CRYSTAPEN 3g injection
e114.,*CRYSTAPEN 6g injection
e116.,CRYSTAPEN 1200mg injection (pdr for recon)
e11t.,BENZYLPENICILLIN 1200mg injection (pdr for recon)
e11v.,BENZYLPENICILLIN 300mg injection
e11w.,BENZYLPENICILLIN 600mg injection
e11x.,*BENZYLPENICILLIN 3g injection
e11y.,*BENZYLPENICILLIN 6g injection
e131.,PENIDURAL 229mg/5mL suspension
e132.,PENIDURAL 115mg/mL paediatric drops
e134.,BENZATHINE PEN 229mg/5mL suspension
e135.,BENZATHINE PEN 115mg/mL paediatric drops
e14..,*PHENETHICILLIN
e141.,*BROXIL 250mg capsules
e142.,*BROXIL 125mg/5mL syrup
e14y.,*PHENETHICILLIN 250mg capsules
e14z.,PHENETHICILLIN 125mg/5mL syrup
e15..,PENICILLIN V
e151.,PHENOXYMETHYLPENICILLIN 250mg capsules
e152.,PHENOXYMETHYLPENICILLIN 125mg capsules
e153.,PHENOXYMETHYLPENICILLIN 250mg tablets
e154.,PHENOXYMETHYLPENICILLIN 62.5mg/5mL syrup
e155.,PHENOXYMETHYLPENICILLIN 125mg/5mL syrup
e156.,PHENOXYMETHYLPENICILLIN granules 125mg/sachet
e157.,PHENOXYMETHYLPENICILLIN 250mg/5mL syrup
e158.,*APSIN VK 250mg tablets
e159.,*APSIN VK 125mg/5mL syrup
e15A.,PHENOXYMETHYLPENICILLIN 125mg tablets
e15B.,*RIMAPEN 250mg tablets
e15a.,APSIN VK 250mg/5mL syrup
e15b.,*CRYSTAPEN V 125mg/5mL syrup
e15c.,*CRYSTAPEN V 250mg/5mL syrup
e15d.,*DISTAQUAINE V-K 125mg tablets
e15e.,*DISTAQUAINE V-K 250mg tablets
e15f.,DISTAQUAINE V-K 62.5mg/5mL syrup
e15g.,DISTAQUAINE V-K 125mg/5mL syrup
e15h.,*DISTAQUAINE 250mg/5mL syrup
e15i.,*ECONOCIL VK 250mg capsules
e15j.,*ECONOCIL VK 125mg tablets
e15k.,*ECONOCIL VK 250mg tablets
e15l.,*STABILLIN V-K 250mg tablets
e15m.,STABILLIN V-K 62.5mg/5mL syrup
e15n.,*STABILLIN V-K 125mg/5mL syrup
e15o.,*STABILLIN V-K 250mg/5mL syrup
e15p.,*V-CIL-K 250mg capsules
e15q.,*V-CIL-K 125mg tablets
e15r.,*V-CIL-K 250mg tablets
e15s.,V-CIL-K PAEDIATRIC 62.5mg/5mL syrup
e15t.,V-CIL-K PAEDIATRIC 125mg/5mL syrup
e15u.,*V-CIL-K 250mg/5mL syrup
e15v.,*TENKICIN 250mg tablets
e15w.,PHENOXYMETHYLPENICILLIN 125mg/5mL s/f oral solution
e15x.,PHENOXYMETHYLPENICILLIN 250mg/5mL s/f oral solution
e21..,CLOXACILLIN
