CTV3Codes,Description
e82z.,Amikacin 100mg/2mL paediatric injection
e822.,Amikin 100mg/2mL paediatric injection
e82y.,Amikacin 500mg/2mL injection
e821.,Amikin 500mg/2mL injection
e833.,Framycetin sulphate 250mg tablet
e831.,Soframycin 250mg tablet
X00si,Gentamicin 10mg/1mL injection amp
e819.,Gentamicin 10mg/2mL paediatric injection
e81a.,Gentamicin 20mg/2mL injection vial
e81i.,Genticin 20mg/2mL paediatric injection
e81e.,Cidomycin 20mg/2mL paediatric injection
e811.,Gentamicin 40mg/1mL injection ampoule
e814.,Gentamicin 60mg/1mL injection
x00SH,Gentamicin 80mg/2mL injection ampoule
x00SG,Cidomycin Adult Injectable 80mg/2mL injection ampoule
e81c.,Cidomycin 80mg/2mL injection
e81h.,Genticin 80mg/2mL injection ampoule
e812.,Gentamicin 80mg/2mL injection
e81l.,Lugacin 80mg/2mL injection
x00Sd,Gentamicin 80mg/2mL injection vial
x00Sa,Cidomycin Adult Injectable 80mg/2mL injection vial
e813.,Gentamicin 80mg/2mL syringe
e816.,Gentamicin 120mg/1.5mL injection
e815.,Gentamicin 120mg/2mL injection
e81n.,Gentamicin 240mg/6mL injection
e81q.,Gentamicin 240mg/100mL intravenous infusion
e81r.,Gentamicin Redibag 240mg/100mL intravenous infusion
e81s.,Gentamicin 360mg/100mL intravenous infusion
e81t.,Gentamicin Redibag 360mg/100mL intravenous infusion
e81b.,Gentamicin 1g injection (pdr for recon)
e81o.,Gentamicin 80mg/50mL intravenous infusion
e81p.,Gentamicin Redibag 80mg/50mL intravenous infusion
x00O4,Gentamicin 80mg/100mL infusion
e81d.,Cidomycin 160mg/2mL injection
e81u.,GENTAMICIN 80mg/80mL solution for infusion
e81v.,GENTAMICIN 240mg/80mL solution for infusion
e81w.,GENTAMICIN 360mg/120mL solution for infusion
e84..,Kanamycin product
e84z.,Kanamycin 1g injection (pdr for recon)
e842.,Kannasyn 1g injection (pdr for recon)
e84y.,Kanamycin 1g/4mL injection
e841.,Kannasyn 1g/4mL injection
x01HK,Oral neomycin
e855.,Neomycin sulphate 500mg tablet
e853.,Nivemycin 500mg tablet
e856.,Mycifradin 500mg tablet
e851.,Neomycin sulphate 100mg/5mL elixir
e854.,Nivemycin 100mg/5mL elixir
e86..,Netilmicin
e86w.,Netilmicin 15mg/1.5mL injection
e861.,Netillin 15mg/1.5mL injection
e86y.,Netilmicin 100mg/1mL injection
e863.,Netillin 100mg/1mL injection
e86v.,Netilmicin 200mg/2mL injection
e865.,Netillin 200mg/2mL injection
e86z.,Netilmicin 150mg/1.5mL injection
e864.,Netillin 150mg/1.5mL injection
e86x.,Netilmicin 50mg/1mL injection
e862.,Netillin 50mg/1mL injection
e871.,Nebcin 20mg/2mL injection
e872.,Nebcin 40mg/1mL injection
e873.,Nebcin 80mg/2mL injection
x01HP,Carbapenem
ebC..,Ertapenem
ebC1.,Ertapenem 1g i-v infusion (pdr for recon)
ebC2.,INVANZ 1g i-v infusion (pdr for recon)
e6g..,Imipenem + cilastatin
e6g1.,Imipenem+cilastatin 250mg/250mg intravenous infusion (pdr for recon)
e6g3.,Primaxin IV 250mg intravenous infusion (pdr for recon)
e6g2.,Imipenem+cilastatin 500mg/500mg intravenous infusion (pdr for recon)
e6g4.,Primaxin IV 500mg intravenous infusion (pdr for recon)
e6g7.,Imipenem+cilastatin 500mg/500mg iv injection+transfer needle
e6g8.,Primaxin IV 500mg Monovial
e6g6.,Imipenem+cilastatin 500mg/500mg intramuscular injection (pdr for recon)
e6g5.,Primaxin IM 500mg intramuscular injection (pdr for recon)
eb9..,Meropenem
eb91.,Meropenem 250mg injection (pdr for recon)
eb94.,Meronem 250mg injection (pdr for recon)
eb92.,Meropenem 500mg injection (pdr for recon)
eb95.,Meronem 500mg injection (pdr for recon)
eb93.,Meropenem 1g injection (pdr for recon)
eb96.,Meronem 1g injection (pdr for recon)
eb97.,Meropenem 500mg infusion kit
eb99.,Meronem 500mg infusion kit
eb98.,Meropenem 1g infusion kit
eb9A.,Meronem 1g infusion kit
e62..,Cefadroxil
e627.,Cefadroxil 500mg capsule
e621.,Baxan 500mg capsule
e625.,Cefadroxil 125mg/5mL suspension
e622.,Baxan 125mg/5mL suspension
e626.,Cefadroxil 250mg/5mL suspension
e623.,Baxan 250mg/5mL suspension
e62z.,Cefadroxil 500mg/5mL suspension
e624.,Baxan 500mg/5mL suspension
e69..,Cefalexin
e69p.,Keflex-C 250mg chewable tablet
e69o.,Keflex-C 125mg chewable tablet
e691.,Cefalexin 250mg capsule
e698.,Ceporex 250mg capsule
e69i.,Keflex 250mg capsule
e69G.,Kiflone 250mg capsule
e69A.,Tenkorex 250mg capsule
e692.,Cefalexin 500mg capsule
e699.,Ceporex 500mg capsule
e69j.,Keflex 500mg capsule
e69H.,Kiflone 500mg capsule
e69B.,Tenkorex 500mg capsule
e693.,Cefalexin 250mg tablet
e69a.,Ceporex 250mg tablet
e69k.,Keflex 250mg tablet
e694.,Cefalexin 500mg tablet
e69b.,Ceporex 500mg tablet
e69l.,Keflex 500mg tablet
e69F.,Kiflone 500mg tablet
e69E.,Tenkorex 500mg tablet
e69x.,Cephalexin 1g tablet
e69q.,Ceporex 1g tablet
e695.,Cefalexin 125mg/5mL oral suspension
e69d.,Ceporex 125mg/5mL suspension
e69m.,Keflex 125mg/5mL suspension
e69C.,Tenkorex 125mg/5mL suspension
e696.,Cefalexin 250mg/5mL oral suspension
e69e.,Ceporex 250mg/5mL suspension
e69n.,Keflex 250mg/5mL suspension
e69D.,Tenkorex 250mg/5mL suspension
e69v.,Cefalexin 125mg/5mL syrup
e69f.,Ceporex 125mg/5mL syrup
e69J.,Kiflone 125mg/5mL syrup
e69w.,Cefalexin 250mg/5mL syrup
e69g.,Ceporex 250mg/5mL syrup
e69K.,Kiflone 250mg/5mL syrup
e697.,Cefalexin 500mg/5mL syrup
e69h.,Ceporex 500mg/5mL syrup
