SNOMEDCTCodes,Description
240531002,African Burkitt's lymphoma (disorder)
716788007,Epstein-Barr virus positive diffuse large B-cell lymphoma of elderly (disorder)
724647003,Diffuse large B-cell lymphoma co-occurrent with chronic inflammation caused by Epstein-Barr virus (disorder)
77381001,Burkitt lymphoma (morphologic abnormality)
419770008,Endemic Burkitt's lymphoma (morphologic abnormality)
118617000,Burkitt's lymphoma (disorder)
1255796007,Burkitt lymphoma of lymph nodes of lower limb (disorder)
1255895001, Burkitt lymphoma of lymph nodes of upper limb (disorder)
1255751000,Burkitt tumor of lymph nodes of head and neck (disorder)
1255749004,Burkitt tumor of lymph nodes of head (disorder)
1255750004,Burkitt tumor of lymph nodes of neck (disorder)
188512009,Burkitt's lymphoma of intra-abdominal lymph nodes (disorder)
188515006,Burkitt's lymphoma of intrapelvic lymph nodes (disorder)
188511002,Burkitt's lymphoma of intrathoracic lymph nodes (disorder)
188517003, Burkitt's lymphoma of lymph nodes of multiple sites (disorder)
188516007,Burkitt's lymphoma of spleen (disorder)
414166008,"Extranodal natural killer/T-cell lymphoma, nasal type (disorder)"
