SNOMEDCTCodes,Description
363668000, Cholesteatoma (disorder)
35247001,Cholesteatoma of external ear (disorder)
1088831000119107,Cholesteatoma of left external ear (disorder)
1091441000119107,Cholesteatoma of right external ear (disorder)
87688009,Cholesteatoma of middle ear (disorder)
1010651009,Acquired cholesteatoma of middle ear (disorder)
267674000,Cholesteatoma and aural polyp (disorder)
38708003,Cholesteatoma of attic (disorder)
1088281000119107,Cholesteatoma of recessus epitympanicus of left middle ear (disorder)
1090891000119107,Cholesteatoma of recessus epitympanicus of right middle ear (disorder)
1089101000119100,Cholesteatoma of left middle ear (disorder)
1088701000119107,Cholesteatoma of left tympanic membrane (disorder)
194339007, Cholesteatoma of middle ear and mastoid (disorder)
1091711000119103,Cholesteatoma of right middle ear (disorder)
1091311000119104, Cholesteatoma of right tympanic membrane (disorder)
232276008,Cholesteatoma pearl (disorder)
1086621000119109,Cholesteatoma tympanum (disorder)
232262007,Congenital cholesteatoma (disorder)
575006,Cholesteatoma (morphologic abnormality)
232344001, Rhinitis caseosa (disorder)
232260004,Mastoid cholesteatoma (disorder)
1089051000119100, Cholesteatoma of left mastoid (disorder)
1089541000119108,Recurrent cholesteatoma of left mastoid cavity (disorder)
1084471000119104,Recurrent cholesteatoma of bilateral mastoid cavities (disorder)
1091661000119108, Cholesteatoma of right mastoid (disorder)
1092151000119109,Recurrent cholesteatoma of right mastoid cavity (disorder)
736909000,Recurrent cholesteatoma of mastoid cavity (disorder)
1217644004,Cholesteatoma of orbit (disorder)
