ProdCodeId,Description
11826141000033119,sildenafil 5mg/5ml oral solution
12428341000033111,granpidam 20mg tablets (accord healthcare ltd)
12442141000033114,talmanco 20mg tablets (mylan)
13000741000033117,mysildecard 20mg tablets (mylan)
1696841000033114,sildenafil 100mg tablets
1696941000033118,sildenafil 25mg tablets
1697041000033117,sildenafil 50mg tablets
1706841000033115,viagra 100mg tablets (upjohn uk ltd)
1706941000033111,viagra 25mg tablets (upjohn uk ltd)
1707041000033112,viagra 50mg tablets (upjohn uk ltd)
2874941000033113,tadalafil 10mg tablets
2875041000033113,tadalafil 20mg tablets
2875141000033112,cialis 10mg tablets (eli lilly and company ltd)
2875241000033117,cialis 20mg tablets (eli lilly and company ltd)
2888941000033110,vardenafil 5mg tablets
2889041000033118,vardenafil 10mg tablets
2889141000033119,vardenafil 20mg tablets
2889241000033114,levitra 5mg tablets (bayer plc)
2889341000033116,levitra 10mg tablets (bayer plc)
2889441000033110,levitra 20mg tablets (bayer plc)
3890641000033111,sildenafil 20mg tablets
3890741000033119,revatio 20mg tablets (upjohn uk ltd)
3924341000033114,sildenafil 25mg/5ml oral suspension
4898741000033119,tadalafil 2.5mg tablets
4898841000033112,tadalafil 5mg tablets
4898941000033116,cialis 2.5mg tablets (eli lilly and company ltd)
4899041000033113,cialis 5mg tablets (eli lilly and company ltd)
5328841000033110,sildenafil 10mg/5ml oral suspension
5998341000033119,sildenafil 25mg/5ml oral solution
6046741000033119,adcirca 20mg tablets (eli lilly and company ltd)
6135641000033113,vardenafil 10mg orodispersible tablets sugar free
6135741000033116,levitra 10mg orodispersible tablets (bayer plc)
6138941000033113,sildenafil 10mg/12.5ml solution for injection vials
6139041000033116,revatio 10mg/12.5ml solution for injection vials (upjohn uk ltd)
8234041000033110,sildenafil 10mg/ml oral suspension sugar free
8234141000033114,revatio 10mg/ml oral suspension (upjohn uk ltd)
8504141000033111,sildenafil 25mg chewable tablets sugar free
8504241000033116,sildenafil 50mg chewable tablets sugar free
8504341000033114,sildenafil 100mg chewable tablets sugar free
8508741000033117,nipatra 25mg chewable tablets (advanz pharma)
8508941000033119,nipatra 50mg chewable tablets (advanz pharma)
8509741000033114,nipatra 100mg chewable tablets (advanz pharma)
8946141000033118,vizarsin 100mg tablets (consilient health ltd)
8946241000033113,vizarsin 25mg tablets (consilient health ltd)
8946341000033115,vizarsin 50mg tablets (consilient health ltd)
9160541000033116,avanafil 50mg tablets
9160641000033115,avanafil 100mg tablets
9160741000033112,avanafil 200mg tablets
9160841000033119,spedra 50mg tablets (a. menarini farmaceutica internazionale srl)
9160941000033110,spedra 100mg tablets (a. menarini farmaceutica internazionale srl)
9161041000033117,spedra 200mg tablets (a. menarini farmaceutica internazionale srl)
9687241000033116,sildenafil 12.5mg/5ml oral suspension
