SNOMEDCTCodes,Description
788975001,Late syphilis of skin (disorder)
59233003,Secondary syphilis of skin (disorder)
402952006,Anetoderma secondary to syphilis (disorder)
91554004,Condyloma latum (disorder)
402945009,Condylomata lata of penis (disorder)
402944008,Condylomata lata of perianal skin (disorder)
402946005,Condylomata lata of vulva (disorder)
866115006,Lues maligna (disorder)
266128007,Rash of secondary syphilis (disorder)
240558009,Macular syphilide (disorder)
240560006,Papular syphilide (disorder)
240562003,Pustular syphilide (disorder)
59307008,Syphilitic alopecia (disorder)
55768006,Syphilitic leukoderma (disorder)
186850003,Secondary syphilis of skin and mucous membrane (disorder)
