V2Codes,Description
bd2z.,ACEBUTOLOL 10mg/2mL injection
bd15.,*ANGILOL 10mg tablets
bd18.,*ANGILOL 160mg tablets
bd16.,*ANGILOL 40mg tablets
bd17.,*ANGILOL 80mg tablets
bd3b.,*ANTIPRESSAN 100mg tablets
bd3l.,*ANTIPRESSAN 25mg tablets
bd3a.,*ANTIPRESSAN 50mg tablets
bd19.,*APSOLOL 10mg tablets
bd88.,*APSOLOX 160mg tablets
bd85.,*APSOLOX 20mg tablets
bd86.,*APSOLOX 40mg tablets
bd87.,*APSOLOX 80mg tablets
bd6d.,*ARBRALENE 100mg tablets
bd6c.,*ARBRALENE 50mg tablets
bd38.,*BETA-ADALAT 50/20mg capsules
bdc1.,*BETA-CARDONE 40mg tablets
bda4.,*BETADREN 15mg tablets
bda3.,*BETADREN 5mg tablets
bd1F.,*BETADUR CR 160mg m/r tablets
bd62.,*BETALOC 100mg tablets
bd61.,*BETALOC 50mg tablets
bdfG.,*BIPRANIX 10mg tablets
bdfF.,*BIPRANIX 5mg tablets
bd71.,*CORGARD 40mg tablets
bdf6.,*EMCOR 10mg tablets
bdf5.,*EMCOR LS 5mg tablets
bdl1.,*EUCARDIC 12.5 tablets
bdl2.,*EUCARDIC 25 tablets
bdl7.,*EUCARDIC 3.125 tablets
bdl8.,*EUCARDIC 6.25 tablets
bd5t.,*LABETALOL 100mg tablets
bd5w.,*LABETALOL 100mg tablets
bd5u.,*LABETALOL 200mg tablets
bd5x.,*LABETALOL 200mg tablets
bd5y.,*LABETALOL 400mg tablets
bd54.,*LABROCOL 100mg tablets
bd55.,*LABROCOL 200mg tablets
bd56.,*LABROCOL 400mg tablets
bd8c.,*LARACOR 160mg tablets
bd89.,*LARACOR 20mg tablets
bd8a.,*LARACOR 40mg tablets
bd8b.,*LARACOR 80mg tablets
bd6a.,*LOPRESOR 5mg/5mL injection
bd68.,*MEPRANIX 100mg tablets
bd67.,*MEPRANIX 50mg tablets
bdf4.,*MONOCOR 10mg tablets
bdf3.,*MONOCOR 5mg tablets
bdf7.,*MONOZIDE-10 tablets
bd7y.,*NADOLOL 40mg tablets
bd8o.,*OXYPRENIX 160mg m/r tablets
bd8n.,*PARITANE 160mg tablets
bd8k.,*PARITANE 20mg tablets
bd8l.,*PARITANE 40mg tablets
bd8m.,*PARITANE 80mg tablets
bd1N.,*PROBETA LA 160mg m/r capsules
bd1A.,*PROPANIX 10mg tablets
bd1D.,*PROPANIX 160mg tablets
bd1B.,*PROPANIX 40mg tablets
bd1C.,*PROPANIX 80mg tablets
bdn3.,*RAPRANOL SR 80mg m/r capsules
bd24.,*SECTRAL 10mg/2mL injection
bd1M.,*SLOPROLOL 80mg m/r capsules
bd8d.,*SLOW-PREN 160mg m/r tablets
bdfI.,*SOLOC 10mg tablets
bdfH.,*SOLOC 5mg tablets
bdc7.,*SOTACOR 100mg/10mL injection
bdc6.,*SOTACOR 10mg/5mL injection
bdc5.,*SOTACOR 160mg tablets
bdc8.,*SOTACOR 40mg/4mL injection
bdcz.,*SOTALOL 100mg/10mL injection
bdcy.,*SOTALOL 10mg/5mL injection
bdcs.,*SOTALOL 40mg/4mL injection
bd39.,*TENIF 50/20mg capsules
bd3c.,*TENORMIN 25 tablets
bd37.,*TENORMIN CCU PACK
bd6e.,*TENSOMEX 100mg tablets
bd3i.,*TOTAMOL 100mg tablets
bd3k.,*TOTAMOL 25mg tablets
bd3h.,*TOTAMOL 50mg tablets
bd5b.,*TRANDATE 100mg/20mL injection
bd8i.,*TRASICOR 160mg tablets
bd8f.,*TRASICOR 20mg tablets
bd8j.,*TRASICOR 2mg injection
bd8g.,*TRASICOR 40mg tablets
bd8h.,*TRASICOR 80mg tablets
bd3e.,*VASATEN 100mg tablets
bd3d.,*VASATEN 50mg tablets
bd2..,ACEBUTOLOL
bd2w.,ACEBUTOLOL 100mg capsules
bd2x.,ACEBUTOLOL 200mg capsules
bd2y.,ACEBUTOLOL 400mg tablets
bd3g.,ATENIX 100mg tablets
bd3z.,ATENIX 25mg tablets
bd3f.,ATENIX 50mg tablets
bd3..,ATENOLOL
bd36.,ATENOLOL 100mg tablets
bd3j.,ATENOLOL 25mg tablets
bd3x.,ATENOLOL 25mg/5mL syrup
bd35.,ATENOLOL 50mg tablets
bd3y.,ATENOLOL 5mg/10mL injection
bdn2.,BEDRANOL SR 80mg m/r capsules
bdc3.,BETA-CARDONE 200mg tablets
bdc2.,BETA-CARDONE 80mg tablets
bd1G.,BETA-PROGRANE 160mg m/r capsules
bd63.,BETALOC 5mg/5mL injection
bd64.,BETALOC-SA DURULES 200mg m/r tablets
bdf..,BISOPROLOL FUMARATE
bdfw.,BISOPROLOL FUMARATE 1.25mg tablets
bdf2.,BISOPROLOL FUMARATE 10mg tablets
bdfx.,BISOPROLOL FUMARATE 2.5mg tablets
bdfy.,BISOPROLOL FUMARATE 3.75mg tablets
bdf1.,BISOPROLOL FUMARATE 5mg tablets
bdfz.,BISOPROLOL FUMARATE 7.5mg tablets
bdf8.,BISOPROLOL FUMARATE+HYDROCHLOROTHIAZIDE 10mg/6.25mg tablets
bdf9.,CARDICOR 1.25mg tablets
bdfE.,CARDICOR 10mg tablets
bdfA.,CARDICOR 2.5mg tablets
bdfB.,CARDICOR 3.75mg tablets
bdfC.,CARDICOR 5mg tablets
bdfD.,CARDICOR 7.5mg tablets
bdl..,CARVEDILOL
bdl3.,CARVEDILOL 12.5mg tablets
bdl4.,CARVEDILOL 25mg tablets
bdl5.,CARVEDILOL 3.125mg tablets
bdl6.,CARVEDILOL 6.25mg tablets
bdj3.,CELECTOL 200mg tablets
bdj2.,CELECTOL 200mg tablets 28-CP
bdj5.,CELECTOL 400mg tablets
bdj1.,CELIPROLOL 200mg tablets
bdj4.,CELIPROLOL 400mg tablets
bdj..,CELIPROLOL HYDROCHLORIDE
bdfL.,CONGESCOR 1.25mg tablets
bdfM.,CONGESCOR 2.5mg tablets
bd72.,CORGARD 80mg tablets
bd1L.,HALF BETA-PROGRANE 80mg m/r capsules
bd1S.,HALF PROPANIX LA 80mg m/r capsules
bd1U.,HALF PROPATARD LA 80mg m/r capsules
bd1K.,HALF-BETADUR CR 80mg m/r capsules
bdm2.,HYPOLOC 5mg tablets
bd51.,LABETALOL 100mg tablets
bd5z.,LABETALOL 100mg/20mL injection
bd52.,LABETALOL 200mg tablets
bd53.,LABETALOL 400mg tablets
bd5v.,LABETALOL 50mg tablets
bd5..,LABETALOL HYDROCHLORIDE
bd5c.,LABETALOL HYDROCHLORIDE 50mg/10mL prefilled syringe
bd1O.,LOPRANOL LA 160mg m/r capsules
bd66.,LOPRESOR 100mg tablets
bd65.,LOPRESOR 50mg tablets
bd6b.,LOPRESOR SR 200mg m/r tablets
bd6w.,METOPROLOL 100mg tablets
bd6z.,METOPROLOL 200mg m/r tablets
bd6x.,METOPROLOL 50mg tablets
bd6y.,METOPROLOL 5mg/5mL injection
bd6..,METOPROLOL TARTRATE
bd7..,NADOLOL
bd7z.,NADOLOL 80mg tablets
bdm1.,NEBILET 5mg tablets
bdm..,NEBIVOLOL
bdmy.,NEBIVOLOL 2.5mg tablets
bdmz.,NEBIVOLOL 5mg tablets
bd8u.,OXPRENOLOL 160mg m/r tablets
bd84.,OXPRENOLOL 160mg tablets
bd81.,OXPRENOLOL 20mg tablets
bd82.,OXPRENOLOL 40mg tablets
bd83.,OXPRENOLOL 80mg tablets
bd8..,OXPRENOLOL HYDROCHLORIDE
bda..,PINDOLOL
bdaz.,PINDOLOL 15mg tablets
bday.,PINDOLOL 5mg tablets
bd1T.,PROPANIX LA 160mg m/r capsules
bd1E.,PROPANIX SR 160mg m/r capsules
bd1V.,PROPATARD LA 160mg m/r capsules
bd11.,PROPRANOLOL 10mg tablets
bd14.,PROPRANOLOL 160mg tablets
bd1H.,PROPRANOLOL 1mg/1mL injection
bd12.,PROPRANOLOL 40mg tablets
bd1J.,PROPRANOLOL 50mg/5mL syrup
bd1I.,PROPRANOLOL 5mg/5mL syrup
bd13.,PROPRANOLOL 80mg tablets
bd1..,PROPRANOLOL HYDROCHLORIDE
bdn..,PROPRANOLOL HYDROCHLORIDE [2]
bd1X.,PROPRANOLOL HYDROCHLORIDE 10mg/5mL sugar free oral solution
