CTV3Codes,Description
Xa36y,Intravenous steroids
Xa36y,Intravenous steroid injection
XaZqI,Intravenous steroid prophylaxis
XaB8u,Intramuscular steroid therapy
X00Oh,Intramuscular infiltration of steroid
X00Og,Intramuscular infiltration of local anaesthetic and steroid
x01MX,Parenteral betamethasone
fe1z.,Betamethasone 4mg/1mL injection
fe13.,Betnesol 4mg/1mL injection
x01Mi,Parenteral dexamethasone
fe3x.,Dexamethasone 100mg/5mL injection
fe35.,Decadron Shock-Pak 100mg/5mL injection
fe3z.,Dexamethasone phosphate 4mg/1mL injection
fe3w.,Dexamethasone phosphate 8mg/2mL injection
fe34.,Decadron 8mg/2mL injection
fe3v.,Dexamethasone phosphate 120mg/5mL injection
j41z.,Dexamethasone sodium phosphate 5mg/1mL injection
fe38.,Oradexon 5mg/1mL injection
fe3t.,Dexamethasone sodium phosphate 10mg/2mL injection
fe39.,Oradexon 10mg/2mL injection
j413.,Oradexon 8mg/2mL injection
x01NZ,Parenteral hydrocortisone
fe46.,Hydrocortisone 100mg injection (pdr for recon)
fe4c.,Solu-Cortef 100mg injection (pdr for recon)
fe4d.,Hydrocortisone 100mg/1mL injection
fe49.,Efcortesol 100mg/1mL injection
fe4z.,Hydrocortisone 100mg/2mL injection (pdr for recon)+diluent
fe48.,Efcortelan Soluble 100mg injection (pdr for recon)+diluent
fe4b.,Solu-Cortef 100mg injection (pdr for recon)+diluent
fe47.,Hydrocortisone 500mg/5mL injection
fe4a.,Efcortesol 500mg/5mL injection
j421.,Hydrocortisone acetate 25mg/1mL injection
j423.,Hydrocortistab 25mg/1mL injection
j422.,Hydrocortistab 125mg injection
x01Nc,Parenteral methylprednisolone
fe5x.,Methylprednisolone acetate 40mg/1mL injection
fe5b.,Depo-Medrone 40mg/1mL injection
fe5y.,Methylprednisolone acetate 80mg/2mL injection
fe5c.,Depo-Medrone 80mg/2mL injection
j43z.,Methylprednis acetate 80mg/2mL vials
fe5X.,Methylprednisolone acetate 120mg/3mL injection
fe5e.,Depo-Medrone 120mg/3mL injection
j43x.,Methylprednisolone acetate 80mg/2mL syringe
j433.,Depo-Medrone 80mg/2mL syringe
fe5d.,Depo-Medrone 80mg syringe
fe5z.,Methylprednisolone 200mg/5mL injection
fe5Y.,Methylprednisolone 500mg/10mL injection
fe5Z.,Methylprednisolone 1g/20mL injection
fe5g.,Methylprednisolone 500mg injection (pdr for recon)
fe5h.,Methylprednisolone 1g injection (pdr for recon)
fe5s.,Methylprednisolone 40mg injection (pdr for recon)+diluent
fe56.,Solu-Medrone 40mg injection (pdr for recon)+diluent
fe5t.,Methylprednisolone 125mg injection (pdr for recon)+diluent
fe57.,Solu-Medrone 125mg injection (pdr for recon)+diluent
fe5u.,Methylprednisolone 500mg injection (pdr for recon)+diluent
fe54.,Min-I-Mix Methylprednisolone 500mg injection
fe5q.,Methylprednisolone 500mg injection
fe5v.,Methylprednisolone 1g injection (pdr for recon)+diluent
fe55.,Min-I-Mix Methylprednisolone 1g injection
fe59.,Solu-Medrone 1g injection (pdr for recon)+diluent
fe5r.,Methylprednisolone 1g injection
fe5w.,Methylprednisolone 2g injection (pdr for recon)+diluent
fe5a.,Solu-Medrone 2g injection (pdr for recon)+diluent
fe5W.,Methylprednisolone acetate+lidocaine hydrochloride 40/10mg/1mL injection
j436.,Depo-Medrone+Lidocaine 40mg/10mg/1mL injection
fe5V.,Methylprednisolone acetate+lidocaine hydrochloride 80/20mg/2mL injection
j435.,Depo-Medrone+Lidocaine 80mg/20mg/2mL injection
x01Nm,Parenteral prednisolone
j44z.,Prednisolone acetate 25mg/1mL injection
fe6b.,Deltastab 25mg/1mL injection
fe6u.,Prednisolone 32mg/2mL injection
fe63.,Codelsol 32mg/2mL injection
j451.,Codelson 32mg/2mL injection
fe6y.,Prednisolone 125mg/5mL injection
j46z.,Triamcinolone acetonide 40mg/1mL intra-articular/intramuscular inj
j463.,Kenalog Intra-articular/Intramuscular 40mg/1mL injection
fe83.,Kenalog 40mg/mL injection
fe8u.,Triamcinolone acetonide 40mg/1mL intramuscular injection
fe8w.,Triamcinolone acetonide 40mg/1mL i-m prefilled syringe
fe84.,Kenalog 40mg/1mL prefilled syringe
fe8v.,Triamcinolone acetonide 80mg/2mL prefilled syringe
fe88.,Kenalog 80mg/2mL prefilled syringe
j47y.,Triamcinolone hexacetonide 20mg/1mL injection
j472.,Lederspan 20mg/1mL injection
j47x.,Triamcinolone hexacetonide 25mg/5mL injection
j471.,Lederspan 25mg/5mL injection
j47z.,Triamcinolone hexacetonide 100mg/5mL injection
j473.,Lederspan 100mg/5mL injection
fe8x.,Triamcinolone 40mg/1mL injection
fe8y.,Triamcinolone 80mg/2mL injection
fe85.,Kenalog 80mg/2mL injection
j46y.,Triamcinolone acetonide 50mg/5mL intra-articular/intradermal injection
j462.,Adcortyl Intra-articular/Intradermal 50mg/5mL injection
j46x.,Triamcinolone acetonide 10mg/1mL intra-articular/intradermal injection
j461.,Adcortyl Intra-articular/Intradermal 10mg/1mL injection
