V2Codes,Description
14AB.,H/O: TIA
14AB0,H/O amaurosis fugax
Fyu55,[X]Other transient cerebral ischaemic attacks and related syndromes
G65..,Transient cerebral ischaemia
G655.,Transient global amnesia
G657.,Carotid territory transient ischaemic attack
G65y.,Other transient cerebral ischaemia
G65z.,Transient cerebral ischaemia NOS
G65z0,Impending cerebral ischaemia
G65z1,Intermittent cerebral ischaemia
G65zz,Transient cerebral ischaemia NOS
ZV12D,[V]Personal history of transient ischaemic attack
