SNOMEDCTCodes,Description
19030005,Human immunodeficiency virus (organism)
36115006,Human immunodeficiency virus type 2 (organism)
89293008,Human immunodeficiency virus type I (organism)
399256002,Polymerase chain reaction test for human immunodeficiency virus type 1 (procedure)
710459003,Immunoglobulin G antibody to Human immunodeficiency virus type 1 (substance)
710461007,Immunoglobulin G antibody to Human immunodeficiency virus type 2 (substance)
278977008,Human immunodeficiency virus status (observable entity)
103093008,Antigen of Human immunodeficiency virus protein 24 (substance)
118005001,Human immunodeficiency virus culture (procedure)
13727000,Human immunodeficiency virus receptor (substance)
165816005,Human immunodeficiency virus detected (finding)
116987003,Antigen of Human immunodeficiency virus 1 protein 24 (substance)
115309002,Antigen of Human immunodeficiency virus 2 protein 41 (substance)
171121004,Human immunodeficiency virus screening (procedure)
390786002,Antenatal screening for human immunodeficiency virus (procedure)
385352009,Human immunodeficiency virus World Health Organization class (observable entity)
86406008,Human immunodeficiency virus infection (disorder)
713533000,Acquired hemolytic anemia co-occurrent with human immunodeficiency virus infection (disorder)
111880001,Acute human immunodeficiency virus infection (disorder)
87117006,Human immunodeficiency virus infection with acute lymphadenitis (disorder)
421929001,Myocarditis with acquired immunodeficiency syndrome (disorder)
713530002,Agranulocytosis co-occurrent with human immunodeficiency virus infection (disorder)
421312009,Agranulocytosis with acquired immunodeficiency syndrome (disorder)
713349004,Anemia co-occurrent with human immunodeficiency virus infection (disorder)
713508003,Aplastic anemia co-occurrent with human immunodeficiency virus infection (disorder)
421102007,Aplastic anemia with acquired immunodeficiency syndrome (disorder)
91947003,Asymptomatic human immunodeficiency virus infection (disorder)
90681000119107,Asymptomatic human immunodeficiency virus A1 infection (disorder)
90691000119105,Asymptomatic human immunodeficiency virus A2 infection (disorder)
91948008,Asymptomatic human immunodeficiency virus infection in pregnancy (disorder)
735522008,Human immunodeficiency virus World Health Organization 2007 stage 1 co-occurrent with malaria (disorder)
735521001,Human immunodeficiency virus World Health Organization 2007 stage 1 co-occurrent with tuberculosis (disorder)
713497004,Candidiasis of mouth co-occurrent with human immunodeficiency virus infection (disorder)
421710003,Candidiasis of mouth with acquired immunodeficiency syndrome (disorder)
838377003,Chronic hepatitis C co-occurrent with human immunodeficiency virus infection (disorder)
15928141000119107,Cognitive impairment co-occurrent and due to human immunodeficiency virus infection (disorder)
52079000,Congenital human immunodeficiency virus infection (disorder)
276665006,Congenital acquired immune deficiency syndrome (disorder)
276666007,Congenital human immunodeficiency virus positive status syndrome (disorder)
713571008,Disorder of central nervous system co-occurrent with human immunodeficiency virus infection (disorder)
315019000,Aseptic meningitis due to human immunodeficiency virus infection (disorder)
421998001,Central nervous disorder with acquired immunodeficiency syndrome (disorder)
420718004,Central nervous system demyelinating disease with acquired immunodeficiency syndrome (disorder)
420554003,Progressive multifocal leukoencephalopathy with acquired immunodeficiency syndrome (disorder)
421827003,Encephalopathy with acquired immunodeficiency syndrome (disorder)
421529006,Dementia with acquired immunodeficiency syndrome (disorder)
420614009,Organic dementia with acquired immunodeficiency syndrome (disorder)
421023003,Presenile dementia with acquired immunodeficiency syndrome (disorder)
420244003,Encephalitis with acquired immunodeficiency syndrome (disorder)
421415007,Subacute adenoviral encephalitis with acquired immunodeficiency syndrome (disorder)
421283008,Primary lymphoma of brain with acquired immunodeficiency syndrome (disorder)
420452002,Myelopathy with acquired immunodeficiency syndrome (disorder)
421315006,Myelitis with acquired immunodeficiency syndrome (disorder)
422089004,Encephalomyelitis with acquired immunodeficiency syndrome (disorder)
230202002,Vacuolar myelopathy (disorder)
713844000,Dementia co-occurrent with human immunodeficiency virus infection (disorder)
713488003,Presenile dementia co-occurrent with human immunodeficiency virus infection (disorder)
713543002,Demyelinating disease of central nervous system co-occurrent with human immunodeficiency virus infection (disorder)
713503007,Disorder of spinal cord co-occurrent with human immunodeficiency virus infection (disorder)
713341001,Disorder of spinal cord co-occurrent with human immunodeficiency virus infection (disorder)
398329009,Human immunodeficiency virus encephalitis (disorder)
840498003,Encephalitis caused by human immunodeficiency virus type 1 (disorder)
840442003,Encephalitis caused by human immunodeficiency virus type 2 (disorder)
397763006,Human immunodeficiency virus encephalopathy (disorder)
230180003,Human immunodeficiency virus leukoencephalopathy (disorder)
713491003,Organic brain syndrome co-occurrent with human immunodeficiency virus infection (disorder)
722557007,Parkinsonism due to human immunodeficiency virus infection (disorder)
713325002,Primary cerebral lymphoma co-occurrent with human immunodeficiency virus infection (disorder)
713299003,Disorder of eye proper co-occurrent with human immunodeficiency virus infection (disorder)
421460008,Retinopathy with acquired immunodeficiency syndrome (disorder)
420308006,Retinal vascular changes with acquired immunodeficiency syndrome (disorder)
713300006,Disorder of gastrointestinal tract co-occurrent with human immunodeficiency virus infection (disorder)
713297001,Candidiasis of esophagus co-occurrent with human immunodeficiency virus infection (disorder)
713505000,Gastrointestinal malabsorption syndrome co-occurrent with human immunodeficiency virus infection (disorder)
420321004,Intestinal malabsorption with acquired immunodeficiency syndrome (disorder)
235726002,Human immunodeficiency virus enteropathy (disorder)
713570009,Infectious gastroenteritis co-occurrent with human immunodeficiency virus infection (disorder)
421454008,Infectious gastroenteritis with acquired immunodeficiency syndrome (disorder)
713546005,Isosporiasis co-occurrent with human immunodeficiency virus infection (disorder)
421983003,Noninfectious gastroenteritis with acquired immunodeficiency syndrome (disorder)
713504001,Disorder of kidney co-occurrent with human immunodeficiency virus infection (disorder)
236406007,Acquired immune deficiency syndrome-related nephropathy (disorder)
713887002,Focal segmental glomerulosclerosis co-occurrent with human immunodeficiency virus infection (disorder)
713695001,Nephrotic syndrome co-occurrent with human immunodeficiency virus infection (disorder)
