ProdCodeId,Description
1779841000033117,mycophenolate mofetil 500mg powder for solution for infusion vials
1779941000033113,cellcept 500mg powder for solution for infusion vials (roche products ltd)
220041000033112,cellcept 250mg capsules (roche products ltd)
234041000033115,cellcept 500mg tablets (roche products ltd)
2736441000033112,mycophenolate mofetil 1g/5ml oral suspension sugar free
2736541000033113,cellcept 1g/5ml oral suspension (roche products ltd)
6035941000033111,arzip 250mg capsules (zentiva)
6036041000033118,arzip 500mg tablets (zentiva)
6036241000033114,myfenax 250mg capsules (teva uk ltd)
6036341000033116,myfenax 500mg tablets (teva uk ltd)
944841000033112,mycophenolate mofetil 250mg capsules
946841000033118,mycophenolate mofetil 500mg tablets
