V2Codes,Description
7B00.,Transplantation of kidney
7B000,Autotransplant of kidney
7B001,Transplantation of kidney from live donor
7B002,Transplantation of kidney from cadaver
7B003,"Allotransplantation of kidney from cadaver, heart-beating"
7B004,"Allotransplantation of kidney from cadaver, heart non-beating"
7B005,Allotransplantation of kidney from cadaver NEC
7B006,Xenograft renal transplant
7B00y,Other specified transplantation of kidney
7B00z,Transplantation of kidney NOS
7B012,Bilateral nephrectomy
7B015,Transplant nephrectomy
7B019,Excision of rejected transplanted kidney
7B063,Exploration of renal transplant
7B0F3,"Post-transplantation of kidney examination, recipient"
7L1A0,Renal dialysis
7L1A1,Peritoneal dialysis
7L1A2,Haemodialysis NEC
7L1A4,Automated peritoneal dialysis
7L1A5,Continuous ambulatory peritoneal dialysis
7L1A6,Peritoneal dialysis NEC
7L1B.,Placement of ambulatory apparatus for compensation for renal failure
7L1B0,Insertion of ambulatory peritoneal dialysis catheter
7L1B1,Removal of ambulatory peritoneal dialysis catheter
7L1B2,Flushing of peritoneal dialysis catheter
7L1By,Other specified placement of ambulatory apparatus for compensation for renal failure
7L1Bz,Placement of ambulatory apparatus for compensation for renal failure NOS
7L1C.,Placement of other apparatus for compensation for renal failure
7L1C0,Insertion of temporary peritoneal dialysis catheter
7L1Cy,Other specified placement of other apparatus for compensation for renal failure
7L1Cz,Placement of other apparatus for compensation for renal failure NOS
7L1f0,Extracorporeal albumin haemodialysis
G7520,Goodpasture's syndrome
G7521,Goodpasture's disease
K01..,Nephrotic syndrome
K010.,Nephrotic syndrome with proliferative glomerulonephritis
K011.,Nephrotic syndrome with membranous glomerulonephritis
K012.,Nephrotic syndrome with membranoproliferative glomerulonephritis
K013.,Nephrotic syndrome with minimal change glomerulonephritis
K014.,"Nephrotic syndrome, minor glomerular abnormality"
K015.,"Nephrotic syndrome, focal and segmental glomerular lesions"
K016.,"Nephrotic syndrome, diffuse membranous glomerulonephritis"
K017.,"Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis"
K018.,"Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis"
K019.,"Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis"
K01A.,"Nephrotic syndrome, dense deposit disease"
K01B.,"Nephrotic syndrome, diffuse crescentic glomerulonephritis"
K01w.,Congenital nephrotic syndrome
K01w0,Finnish nephrosis syndrome
K01w1,Drash syndrome
K01w2,Congenital nephrotic syndrome with focal glomerulosclerosis
K01wz,Congenital nephrotic syndrome NOS
K01x.,Nephrotic syndrome in diseases EC
K01x0,Nephrotic syndrome in amyloidosis
K01x1,Nephrotic syndrome in diabetes mellitus
K01x2,Nephrotic syndrome in malaria
K01x3,Nephrotic syndrome in polyarteritis nodosa
K01x4,Nephrotic syndrome in systemic lupus erythematosus
K01xz,Nephrotic syndrome in diseases EC NOS
K01y.,Nephrotic syndrome with other pathological kidney lesions
K01z.,Nephrotic syndrome NOS
K02..,Chronic glomerulonephritis
K020.,Chronic proliferative glomerulonephritis
K021.,Chronic membranous glomerulonephritis
K022.,Chronic membranoproliferative glomerulonephritis
K023.,Chronic rapidly progressive glomerulonephritis
K024.,Thin basement membrane disease
K02y.,Other chronic glomerulonephritis
K02y0,Chronic glomerulonephritis + diseases EC
K02y1,Chronic exudative glomerulonephritis
K02y2,Chronic focal glomerulonephritis
K02y3,Chronic diffuse glomerulonephritis
K02y4,Chronic radiation nephritis
K02yz,Other chronic glomerulonephritis NOS
K02z.,Chronic glomerulonephritis NOS
K0320,Focal membranoproliferative glomerulonephritis
K0325,Other familial glomerulonephritis
K05..,Chronic renal failure
K050.,End stage renal failure
K08yA,Proteinuric diabetic nephropathy
K0A1.,Rapidly progressive nephritic syndrome
K0A10,"Rapidly progressive nephritic syndrome, minor glomerular abnormality"
K0A11,"Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions"
K0A12,"Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis"
K0A13,"Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis"
K0A14,"Rapidly progressive nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis"
K0A15,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis"
K0A16,"Rapidly progressive nephritic syndrome, dense deposit disease"
K0A17,"Rapidly progressive nephritic syndrome, diffuse crescentic glomerulonephritis"
K0A3.,Chronic nephritic syndrome
K0A30,"Chronic nephritic syndrome, minor glomerular abnormality"
K0A31,"Chronic nephritic syndrome, focal and segmental glomerular lesions"
K0A32,"Chronic nephritic syndrome, diffuse membranous glomerulonephritis"
K0A33,"Chronic nephritic syndrome, diffuse mesangial proliferative glomerulonephritis"
K0A34,"Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis"
K0A35,"Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis"
K0A36,"Chronic nephritic syndrome, dense deposit disease"
K0A37,"Chronic nephritic syndrome, diffuse crescentic glomerulonephritis"
K0A8.,Rapidly progressive glomerulonephritis
K0D..,End-stage renal disease
K0E..,Acute-on-chronic renal failure
Kyu21,[X]Other chronic renal failure
SP080,Transplanted organ failure
SP081,Transplanted organ rejection
SP083,Kidney transplant failure and rejection
SP087,Acute graft-versus-host disease
SP088,Chronic graft-versus-host disease
SP08a,Thrombosis of vein of transplanted kidney
SP08b,De novo glomerulonephritis
SP08c,De novo transplant disease
SP08C,Accelerated rejection of renal transplant
SP08D,Acute-on-chronic rejection of renal transplant
SP08E,Acute rejection of renal transplant - grade I
SP08F,Acute rejection of renal transplant - grade II
SP08G,Acute rejection of renal transplant - grade III
SP08H,Acute rejection of renal transplant
SP08J,Chronic rejection of renal transplant
SP08K,Chronic rejection of renal transplant - grade 1
SP08L,Chronic rejection of renal transplant - grade II
SP08M,Chronic rejection of renal transplant - grade III
SP08N,Unexplained episode of renal transplant dysfunction
SP08P,Stenosis of vein of transplanted kidney
SP08Q,Aneurysm of artery of transplanted kidney
SP08R,Renal transplant rejection
SP08S,Aneurysm of vein of transplanted kidney
SP08T,Urological complication of renal transplant
SP08V,Very mild acute rejection of renal transplant
SP08W,Vascular complication of renal transplant
SP08X,Rupture of artery of transplanted kidney
SP08Y,Rupture of vein of transplanted kidney
SP08z,Transplanted organ complication NOS
SP08Z,Thrombosis of artery of transplanted kidney
TB001,"Transplantation of kidney as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation"
TB11.,"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of procedure"
U641.,"[X]Kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
ZV420,[V]Kidney transplanted
ZV56.,[V]Aftercare involving intermittent dialysis
ZV560,[V]Aftercare involving extracorporeal dialysis
ZV561,[V]Preparatory care for dialysis
ZV56y,[V]Other specified aftercare involving intermittent dialysis
ZV56z,[V]Unspecified aftercare involving intermittent dialysis
ZVu3G,[X]Other dialysis
1Z1..,Chronic renal impairment
1Z10.,Chronic kidney disease stage 1
1Z11.,Chronic kidney disease stage 2
1Z12.,Chronic kidney disease stage 3
1Z13.,Chronic kidney disease stage 4
1Z14.,Chronic kidney disease stage 5
1Z15.,Chronic kidney disease stage 3A
1Z16.,Chronic kidney disease stage 3B
1Z17.,Chronic kidney disease stage 1 with proteinuria
1Z18.,Chronic kidney disease stage 1 without proteinuria
1Z19.,Chronic kidney disease stage 2 with proteinuria
1Z1a.,CKD G4A1 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1
1Z1A.,Chronic kidney disease stage 2 without proteinuria
