V2Codes,Description
B34..,Ca female breast
B830.,Carcinoma in situ of breast
BB94.,[M]Juvenile breast carcinoma
B36..,Local recurrence of malignant tumour of breast
BB9K.,[M]Paget's disease and infiltrating breast duct carcinoma
B340.,Malignant neoplasm of nipple and areola of female breast
B3400,Malignant neoplasm of nipple of female breast
B3401,Malignant neoplasm of areola of female breast
B340z,Malignant neoplasm of nipple or areola of female breast NOS
B341.,Malignant neoplasm of central part of female breast
B342.,Malignant neoplasm of upper-inner quadrant of female breast
B343.,Malignant neoplasm of lower-inner quadrant of female breast
B344.,Malignant neoplasm of upper-outer quadrant of female breast
B345.,Malignant neoplasm of lower-outer quadrant of female breast
B346.,Malignant neoplasm of axillary tail of female breast
B347.,"Malignant neoplasm, overlapping lesion of breast"
B34y.,Malignant neoplasm of other site of female breast
B34y0,Malignant neoplasm of ectopic site of female breast
B34yz,Malignant neoplasm of other site of female breast NOS
B34z.,Malignant neoplasm of female breast NOS
B8300,Lobular carcinoma in situ of breast
B8301,Intraductal carcinoma in situ of breast
B35..,Malignant neoplasm of male breast
B350.,Malignant neoplasm of nipple and areola of male breast
B3500,Malignant neoplasm of nipple of male breast
B3501,Malignant neoplasm of areola of male breast
B350z,Malignant neoplasm of nipple or areola of male breast NOS
B35z.,Malignant neoplasm of other site of male breast
B35z0,Malignant neoplasm of ectopic site of male breast
B35zz,Malignant neoplasm of male breast NOS
B3352,Malignant neoplasm of skin of breast
B58y0,Secondary malignant neoplasm of breast
B5826,Secondary malignant neoplasm of skin of breast
BB9K0,[M]Paget's disease and intraductal carcinoma of breast
BBM9.,"[M]Cystosarcoma phyllodes, malignant"
BB9J.,"[M]Paget's disease, mammary"
BB91.,[M]Infiltrating duct carcinoma
BB910,[M]Intraductal papillary adenocarcinoma with invasion
BB911,[M]Infiltrating duct and lobular carcinoma
BB92.,"[M]Comedocarcinoma, noninfiltrating"
BB93.,[M]Comedocarcinoma NOS
BB9E.,[M]Lobular carcinoma in situ
BB9E0,[M]Intraductal carcinoma and lobular carcinoma in situ
BB9F.,[M]Lobular carcinoma NOS
BB9G.,[M]Infiltrating ductular carcinoma
BB9H.,[M]Inflammatory carcinoma
BB90.,"[M]Intraductal carcinoma, noninfiltrating NOS"
