SNOMEDCTCodes,Description
126926005,Neoplasm of breast (disorder)
94361000000105,Breast cancer detected by national screening programme (disorder)
254838004,Carcinoma of breast (disorder)
865954003,Adenocarcinoma of breast (disorder)
716593008,Carcinoma of salivary gland type of breast (disorder)
444712000,Mucinous carcinoma of breast (disorder)
1259442004,Primary mucinous carcinoma of breast (disorder)
254839007,Scirrhous carcinoma of breast (disorder)
1263601000,Metastatic scirrhous carcinoma to breast (disorder)
1259383002,Primary scirrhous carcinoma of breast (disorder)
286896005,"Carcinoma breast - lower, outer quadrant (disorder)"
1259421001,"Primary carcinoma breast - lower, outer quadrant (disorder)"
1259653003,Primary infiltrating ductal carcinoma of lower outer quadrant of left female breast (disorder)
286897001,Carcinoma of breast - axillary tail (disorder)
1259422008,Primary carcinoma of breast - axillary tail (disorder)
353421000119109,Primary malignant neoplasm of axillary tail of left female breast (disorder)
1259659004,Primary infiltrating ductal carcinoma of axillary tail of left female breast (disorder)
372092003,Primary malignant neoplasm of axillary tail of breast (disorder)
1259657002,Primary infiltrating ductal carcinoma of lower inner quadrant of left female breast (disorder)
1259483001,Primary infiltrating ductal carcinoma of upper inner quadrant of left female breast (disorder)
1259477004,Primary infiltrating ductal carcinoma of upper outer quadrant of left female breast (disorder)
353431000119107,Primary malignant neoplasm of female left breast (disorder)
1259484007,Primary infiltrating lobular carcinoma of left female breast (disorder)
15635801000119106,Primary malignant neoplasm of bilateral female breasts (disorder)
353521000119108,Primary malignant neoplasm of central portion of female right breast (disorder)
1259475007,Primary infiltrating ductal carcinoma of central portion of right female breast (disorder)
1259655005,Primary infiltrating ductal carcinoma of lower inner quadrant of right female breast (disorder)
1259651001,Primary infiltrating ductal carcinoma of lower outer quadrant of right female breast (disorder)
1259481004,Primary infiltrating ductal carcinoma of upper inner quadrant of right female breast (disorder)
1259479001,Primary infiltrating ductal carcinoma of upper outer quadrant of right female breast (disorder)
1259486009,Primary infiltrating lobular carcinoma of right female breast (disorder)
353501000119104,Primary malignant neoplasm of axillary tail of right female breast (disorder)
1259660009,Primary infiltrating ductal carcinoma of axillary tail of right female breast (disorder)
1081561000119108,Recurrent primary malignant neoplasm of right female breast (disorder)
314955001,Local recurrence of malignant tumor of breast (disorder)
444604002,Carcinoma of breast with ductal and lobular features (disorder)
1259443009,Primary carcinoma of breast with ductal and lobular features (disorder)
708921005,Carcinoma of central portion of breast (disorder)
1080111000119108,Infiltrating ductal carcinoma of central portion of left female breast (disorder)
1080191000119104,Infiltrating ductal carcinoma of central portion of right female breast (disorder)
372096000,Carcinoma of male breast (disorder) 
1259512004,Primary carcinoma of male breast (disorder)
431396003,Human epidermal growth factor 2 negative carcinoma of breast (disorder)
767444009,Germline BRCA-mutated human epidermal growth factor receptor 2 negative metastatic carcinoma of breast (disorder)
706970001,Triple negative malignant neoplasm of breast (disorder)
427685000,Human epidermal growth factor 2 positive carcinoma of breast (disorder)
408643008,Infiltrating duct carcinoma of breast (disorder)
448952004,Infiltrating duct carcinoma of female breast (disorder)
1080091000119100,Infiltrating ductal carcinoma of axillary tail of left female breast (disorder)
1080121000119101,Infiltrating ductal carcinoma of lower inner quadrant of left female breast (disorder)
1259474006,Primary infiltrating ductal carcinoma of central portion of left female breast (disorder)
254840009,Inflammatory carcinoma of breast (disorder)
96291000119105,Primary malignant inflammatory neoplasm of female breast (disorder)
713609000,Invasive carcinoma of breast (disorder)
403458008,Localized skin involvement by breast carcinoma (disorder)
447782002,Malignant epithelial neoplasm of female breast (disorder)
1264496004,Metastatic carcinoma to female breast (disorder)
763479005,Metaplastic carcinoma of breast (disorder)
1264115008,Metastatic metaplastic carcinoma to breast (disorder)
1264498003,Metastatic infiltrating duct carcinoma to female breast (disorder)
94176003,Metastatic malignant neoplasm to areola of female breast (disorder)
94182000,Metastatic malignant neoplasm to axillary tail of female breast (disorder)
94244003,Metastatic malignant neoplasm to central portion of female breast (disorder)
1268539002,Primary metaplastic carcinoma of breast (disorder)
417181009,Hormone receptor positive malignant neoplasm of breast (disorder)
278054005,Lobular carcinoma of breast (disorder)
1080261000119100,Infiltrating lobular carcinoma of left female breast (disorder)
1080341000119105,Infiltrating lobular carcinoma of right female breast (disorder)
1259322009,Primary lobular carcinoma of breast (disorder)
722524005,Primary invasive pleomorphic lobular carcinoma of breast (disorder)
1082701000112100,Locally advanced breast cancer (disorder)
278052009,Malignant lymphoma of breast (disorder)
188050009,Malignant melanoma of breast (disorder)
372094002,Malignant neoplasm of axillary tail of breast (disorder)
188156001,Malignant neoplasm of axillary tail of female breast (disorder)
373080008,Malignant neoplasm of breast lower inner quadrant (disorder)
373081007,Malignant neoplasm of breast lower outer quadrant (disorder)
373082000,Malignant neoplasm of breast upper inner quadrant (disorder)
373083005,Malignant neoplasm of breast upper outer quadrant (disorder)
372095001,Malignant neoplasm of male breast (disorder)
188157005,Malignant neoplasm of overlapping sites of breast (disorder)
109886000,Overlapping malignant neoplasm of female breast (disorder)
109887009,Overlapping malignant neoplasm of male breast (disorder)
254844000,Malignant phyllodes tumor of breast (disorder)
1259728006,Primary malignant phyllodes tumor of breast (disorder)
145501000119108,Metastatic malignant neoplasm to breast (disorder)
1264495000,Metastatic carcinoma to breast (disorder)
1237056009,Metastatic carcinoma to lower inner quadrant of breast (disorder)
1237057000,Metastatic carcinoma to lower outer quadrant of breast (disorder)
1237491009,Metastatic carcinoma to male breast (disorder)
1237053001,Metastatic carcinoma to upper inner quadrant of breast (disorder)
1237055008,Metastatic carcinoma to upper outer quadrant of breast (disorder)
372137005,Primary malignant neoplasm of breast (disorder)
721576006,Primary angiosarcoma of breast (disorder)
188159008,Malignant neoplasm of ectopic site of female breast (disorder)
94276008,Metastatic malignant neoplasm to ectopic female breast tissue (disorder)
93776002,Primary malignant neoplasm of ectopic female breast tissue (disorder)
92578007,Carcinoma in situ of ectopic female breast tissue (disorder)
278050001,Sarcoma of breast (disorder)
448449001,Sarcoma of female breast (disorder)
448435005,Sarcoma lower inner quadrant of female breast (disorder)
447784001,Sarcoma of axillary tail of female breast (disorder)
448436006,Sarcoma of central portion of female breast (disorder)
448388003,Sarcoma of lower outer quadrant of female breast (disorder)
448408001,Sarcoma of upper inner quadrant of female breast (disorder)
448451002,Sarcoma upper outer quadrant of female breast (disorder)
1259590008,Primary infiltrating duct carcinoma of breast (disorder)
1259455003,Primary infiltrating duct carcinoma of female breast (disorder)
403946000,Paget's disease of nipple (disorder)
1268908007,Primary Paget disease of nipple (disorder)
254843006,Familial cancer of breast (disorder)
718220008,Hereditary breast and ovarian cancer syndrome (disorder)
1281812003,Malignant neoplasm of breast in partial remission (disorder)
82711006,Infiltrating duct carcinoma (morphologic abnormality)
703570003,Adenocarcinoma of mammary gland type (morphologic abnormality)
373395001,Invasive ductal carcinoma with an extensive intraductal component (morphologic abnormality)
52361000146106,Metastatic infiltrating duct carcinoma (morphologic abnormality)
444689005,Apocrine ductal carcinoma in situ (morphologic abnormality)
444732004,Clinging ductal carcinoma in situ (morphologic abnormality)
