SNOMEDCTCodes,Description
49049000,Parkinson's disease (disorder)
716662004,Autosomal dominant late onset Parkinson disease (disorder)
1156822001,Autosomal recessive familial Parkinson disease (disorder)
230291001,Juvenile Parkinson's disease (disorder)
718685006,Orthostatic hypotension co-occurrent and due to Parkinson's disease (disorder)
724761004,Sporadic Parkinson disease (disorder)
715345007,Young onset Parkinson disease (disorder)
725146001,Atypical juvenile parkinsonism (disorder)
716107009,Early onset parkinsonism and intellectual disability syndrome (disorder)
515841000000104,History of Parkinson's disease (situation)
425390006,Dementia associated with Parkinson's Disease (disorder)
101421000119107,Dementia due to Parkinson's disease (disorder)
342061000000106,Unified Parkinsons disease rating scale score (assessment scale)
