SNOMEDCTCodes,Description
370992007,Dyslipidemia (disorder)
109041000119107,Complex dyslipidemia (disorder)
368551000119104,Dyslipidemia due to type 1 diabetes mellitus (disorder)
761000119102,Dyslipidemia due to type 2 diabetes mellitus (disorder)
111231000119109,Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus (disorder)
55822004,Hyperlipidemia (disorder)
129589009,Endogenous hyperlipidemia (disorder)
402785008,Primary genetic hyperlipidemia (disorder)
402786009,Chylomicronemia syndrome (disorder)
1197489003,Familial chylomicronemia syndrome (disorder)
33513003,Familial apolipoprotein C-II deficiency (disorder)
275598004,Familial lipoprotein lipase deficiency (disorder)
129590000,Exogenous hyperlipidemia (disorder)
299465007,Familial multiple lipoprotein-type hyperlipidemia (disorder)
13644009,Hypercholesterolemia (disorder)
773726000,Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency (disorder)
190774002,"Hyperlipidemia, group A (disorder)"
238076009,Primary hypercholesterolemia (disorder)
238081000,Familial defective apolipoprotein B-100 (disorder)
398036000,Familial hypercholesterolemia (disorder)
238079002,Familial hypercholesterolemia - heterozygous (disorder)
238078005,Familial hypercholesterolemia - homozygous (disorder)
767133009,Familial hypercholesterolemia co-occurrent and due to combined heterozygous low density lipoprotein receptor and low density lipoprotein receptor adaptor protein 1 mutations (disorder)
403831006,Familial hypercholesterolemia due to genetic defect of apolipoprotein B (disorder)
403829002,Familial hypercholesterolemia due to heterozygous low density lipoprotein receptor mutation (disorder)
403830007,Familial hypercholesterolemia due to homozygous low density lipoprotein receptor mutation (disorder)
397915002,Fredrickson type IIa hyperlipoproteinemia (disorder)
238080004,Hyperalphalipoproteinemia (disorder)
15771000119109,Familial hyperalphalipoproteinemia (disorder)
238077000,Polygenic hypercholesterolemia (disorder)
1256075004,Xanthoma due to primary hypercholesterolemia (disorder)
267432004,Pure hypercholesterolemia (disorder)
238082007,Secondary hypercholesterolemia (disorder)
402725005,Hyperlipidemia with lipid deposition in skin (disorder)
402726006,Primary chylomicronemia (disorder)
402475008,Primary acquired chylomicronemia (disorder)
1258977001,Xanthoma due to primary chylomicronemia (disorder)
302870006,Hypertriglyceridemia (disorder)
238083002,Primary hypertriglyceridemia (disorder)
34528009,Familial hypertriglyceridemia (disorder)
267435002,Familial hyperchylomicronemia (disorder)
403827000,Familial lipoprotein lipase deficiency with type I phenotype (disorder)
403828005,Familial lipoprotein lipase deficiency with type V phenotype (disorder)
34349009,Familial type 5 hyperlipoproteinemia (disorder)
402473001,Sporadic primary hypertriglyceridemia (disorder)
1256071008,Xanthoma due to primary hypertriglyceridemia (disorder)
267433009,Pure hyperglyceridemia (disorder)
238087001,Secondary hypertriglyceridemia (disorder)
129591001,Mixed hypercholesterolemia and hypertriglyceridemia (disorder)
267434003,Mixed hyperlipidemia (disorder)
238088006,Primary combined hyperlipidemia (disorder)
238040008,Familial combined hyperlipidemia (disorder)
402787000,Primary genetic mixed hyperlipidemia (disorder)
402474007,Primary polygenic type IIb combined hyperlipidemia (disorder)
1256073006,Xanthoma due to primary combined hyperlipidemia (disorder)
238089003,Secondary combined hyperlipidemia (disorder)
1571000119104,Mixed hyperlipidemia due to type 1 diabetes mellitus (disorder)
701000119103,Mixed hyperlipidemia due to type 2 diabetes mellitus (disorder)
445261005,Posttransplant hyperlipidemia (disorder)
402727002,Secondary hyperlipidemia (disorder)
426161002,Chemically induced hyperlipidemia (disorder)
114831000119107,Hyperlipidemia caused by steroid (disorder)
137941000119106,Hyperlipidemia due to type 1 diabetes mellitus (disorder)
137931000119102,Hyperlipidemia due to type 2 diabetes mellitus (disorder)
1256066001,Xanthoma due to secondary hyperlipidemia (disorder)
1363981000000100,History of secondary hyperlipidaemia (situation)
161450003,History of raised blood lipids (situation)
414416008,History of hypercholesterolemia (situation)
1363961000000109,History of secondary hypercholesterolaemia (situation)
444059002,Hypercholesterolemia well controlled (finding)
238037008,Disorder of lipoprotein storage and metabolism (disorder)
58618005,Familial disease with storage of sterols (other than cholesterol) (disorder)
65419005,Sitosterolemia with xanthomatosis (disorder)
238038003,Familial hyperlipoproteinemia (disorder)
190773008,Hyperbetalipoproteinemia (disorder)
238041007,Familial hypolipoproteinemia (disorder)
3744001,Hyperlipoproteinemia (disorder)
398796005,Familial type 3 hyperlipoproteinemia (disorder)
238085009,Fredrickson type IV hyperlipoproteinemia (disorder)
1264212004,Lipoprotein (a) hyperlipoproteinemia (disorder)
445010006,Low density lipoprotein receptor mutation (disorder)
767134003,Low density lipoprotein receptor adaptor protein 1 mutation (disorder)
767139008,Combined heterozygous low density lipoprotein receptor co-occurrent with low density lipoprotein receptor adaptor protein 1 mutations (disorder)
238104009,Sitosterolemia (disorder)
428530009,Heterozygous sitosterolemia (disorder)
428014009,Homozygous sitosterolemia (disorder)
773649005,Transient infantile hypertriglyceridemia and hepatosteatosis (disorder)
166816003,Serum lipids above reference range (finding)
166830008,Serum cholesterol above reference range (finding)
67991000119104,Serum cholesterol outside reference range (finding)
