V2Codes,Description
C328.,Dyslipidaemia
C320.,Pure hypercholesterolaemia
C3200,Familial hypercholesterolaemia
C3201,Hyperbetalipoproteinaemia
C3202,"Hyperlipidaemia, group A"
C3203,Low-density-lipoprotein-type (LDL) hyperlipoproteinaemia
C3204,"Fredrickson's hyperlipoproteinaemia, type IIa"
C3205,Familial defective apolipoprotein B-100
C3206,Polygenic hypercholesterolaemia
C320y,Other specified pure hypercholesterolaemia
C320z,Pure hypercholesterolaemia NOS
C321.,Pure hyperglyceridaemia
C3210,Hypertriglyceridaemia
C322.,Mixed hyperlipidaemia
C3220,Familial combined hyperlipidaemia
C323.,Hyperchylomicronaemia
C324.,Hyperlipidaemia NOS
C325.,Lipoprotein deficiencies
C3250,High density lipoid deficiency
C3251,Hypo-alpha-lipoproteinaemia
C3252,Hypo-beta-lipoproteinaemia
C3253,A-beta-lipoproteinaemia
C325z,Lipoprotein deficiency NOS
C329.,Hypercholesterolaemia
44P3.,Serum cholesterol raised
44P4.,Serum cholesterol very high
44Q3.,Serum triglycerides raised
44R2.,Lipoprotein electroph.abnormal
