SNOMEDCTCodes,Description
4776004,Lichen planus (disorder)
263797007,Lichen planus-like (qualifier value)
4459000,Linear lichen planus (disorder)
6111009,Bullous lichen planus (disorder)
238666005,Lichen planus of lips (disorder)
201001005,Lichen planus obtusus (disorder)
200999007,Actinic lichen planus (disorder)
238658001,Lichen planus of nail (disorder)
238668006,Genital lichen planus (disorder)
201000006,Annular lichen planus (disorder)
238647005,Guttate lichen planus (disorder)
237112004,Lichen planus of vulva (disorder)
400108007,Flexural lichen planus (disorder)
238655003,Lichen planus of scalp (disorder)
44509000,Linear lichen planus (disorder)
25858008,Atrophic lichen planus (disorder)
238670002,Lichen planus of penis (disorder)
238645002,Confluent lichen planus (disorder)
717061002,Lichen planus pigmentosus (disorder)
238648000,Zosteriform lichen planus (disorder)
238653005,Lichen planus pemphigoides (disorder)
68266006,Hypertrophic lichen planus (disorder)
238646001,Micropapular lichen planus (disorder)
64540004,Lichen planopilaris (disorder)
238654004,Site-specific lichen planus (disorder)
238652000,Lichen planus-lupus erythematosus overlap (disorder)
403198004,Lichenoid actinic keratosis (disorder)
723003004,Acute eruptive lichen planus (disorder)
238671003,Lichen planus of glans penis (disorder)
201002003,Subacute active lichen planus (disorder)
720493003,Annular atrophic lichen planus (disorder)
238651007,Wickham's striae in lichen planus (disorder)
402349005,Chronic lichen planus (disorder)
238656002,Lichen planus of palms and soles (disorder)
402352002,Poikiloderma due to lichen planus (disorder)
721171007,Hypertrophic lichen planus of vulva (disorder)
402348002,K”bner reaction from lichen planus (disorder)
238657006,Ulcerative lichen planus of palms and soles (disorder)
238660004,Mutilating lichen planus of fingers and toes (disorder)
726476005,Lichen planus co-occurrent with onycholysis (disorder)
238649008,Post-inflammatory hyperpigmentation in lichen planus (disorder)
