SNOMEDCTCodes,Description
266895004,Family history: Ischemic heart disease at less than 60 years (situation)
275932007,Family history: Angina at less than 60 years (situation)
401122004,Family history: Angina in first degree male relative less than 55 years (situation)
515741000000106,Family history of myocardial infarction in first degree relative less than 60 years (situation)
515711000000105,Family history of myocardial infarction in second degree relative less than 50 years (situation)
401067009,Family history: Myocardial infarct in first degree male relative less than 55 years (situation)
275122004,Family history: Myocardial infarction at less than 60 (situation)
439724007,Family history of cardiovascular disease in first degree male relative less than 55 years of age (situation)
134439009,Family history: premature coronary heart disease (situation)
438825005,Family history of cardiovascular disease in first degree female relative less than 65 years of age (situation)
401065001,Family history: Angina in first degree female relative less than 65 years (situation)
401066000,Family history of myocardial infarct in first degree female relative less than 65 years of age (situation)
