V2Codes,Description
1472,H/O: encephalitis
A722.,Mumps encephalitis
A5314,Zoster encephalitis
A4zy2,Epidemic encephalitis
A4zz.,Viral encephalitis NOS
A4zy5,Adenoviral encephalitis
A94y0,Syphilitic encephalitis
A4zy3,Encephalitis lethargica
A4y0.,Enteroviral encephalitis
A1360,Tuberculous encephalitis
A550.,Postmeasles encephalitis
A361.,Meningococcal encephalitis
A520.,Postvaricella encephalitis
A4zy4,Von Economo's encephalitis
E2A3.,Post-encephalitis syndrome
A63..,Tick-borne viral encephalitis
A630.,Russian spring-summer (taiga) encephalitis
A631.,Louping ill encephalitis
A632.,Central European encephalitis
A63y.,Other tick-borne viral encephalitis
A63y0,Langat encephalitis
A63y1,Powassan encephalitis
A63yz,Other tick-borne viral encephalitis NOS
A63z.,Tick-borne viral encephalitis NOS
A62..,Mosquito-borne viral encephalitis
A620.,Japanese encephalitis
A621.,Western equine encephalitis
A622.,Eastern equine encephalitis
A623.,St. Louis encephalitis
A624.,Australian encephalitis
A625.,California viral encephalitis
A62y.,Other specified mosquito-borne virus encephalitis
A62z.,Mosquito-borne viral encephalitis NOS
AE20.,Late effects of viral encephalitis
A9041,Congenital syphilitic encephalitis
N0006,Systemic lupus erythematosus encephalitis
F030.,Encephalitis in viral disease EC
F0301,Encephalitis due to subacute sclerosing panencephalitis
F0302,Encephalitis due to poliomyelitis
F0303,Encephalitis due to arthropod-borne virus
F0304,Encephalitis due to herpes simplex virus
F0305,Encephalitis due to mumps virus
F0306,Encephalitis due to rubella virus
F0307,Encephalitis due to cytomegalovirus
F0308,Encephalitis due to influenza-specific virus not identified
F0309,Encephalitis due to herpes zoster
F030A,Encephalitis due to influenza-virus identified
F030z,Encephalitis in viral disease NOS
F031.,Encephalitis due to rickettsia EC
F032.,Encephalitis due to protozoa EC
F0320,Encephalitis due to malaria
F0321,Encephalitis due to trypanosomiasis
F032z,Encephalitis due to protozoa EC NOS
F033.,Encephalitis due to other infection EC
F0330,Encephalitis due to meningococcus
F0331,Encephalitis due to congenital syphilis
F0332,Encephalitis due to syphilis unspecified
F0333,Encephalitis due to tuberculosis
F0334,Encephalitis due to toxoplasmosis
F033z,Unspecified encephalitis due to other infection EC
F034.,Postimmunisation encephalitis
F0340,Post BCG vaccination encephalitis
F0341,Post typhoid vaccination encephalitis
F0342,Post paratyphoid vaccination encephalitis
F0343,Post cholera vaccination encephalitis
F0344,Post plague vaccination encephalitis
F0345,Post tetanus vaccination encephalitis
F0346,Post diphtheria vaccination encephalitis
F0347,Post pertussis vaccination encephalitis
F0348,Post smallpox vaccination encephalitis
F0349,Post rabies vaccination encephalitis
F034A,Post typhus vaccination encephalitis
F034B,Post yellow fever vaccination encephalitis
F034C,Post measles vaccination encephalitis
F034D,Post polio vaccination encephalitis
F034E,Post mumps vaccination encephalitis
F034F,Post rubella vaccination encephalitis
F034G,Post influenza vaccination encephalitis
F034H,Post hepatitis A vaccination encephalitis
F034J,Post hepatitis B vaccination encephalitis
F034x,Post mixed vaccination encephalitis
F034y,Post other specified vaccination encephalitis
F034z,Postimmunisation encephalitis NOS
F035.,Postinfectious encephalitis
F0350,Encephalitis following chickenpox
F0351,Encephalitis following measles
F0352,Rasmussen syndrome
F035z,Postinfectious encephalitis NOS
F036.,Toxic encephalitis
F0360,Toxic encephalitis due to lead
F0361,Toxic encephalitis due to mercury
F0362,Toxic encephalitis due to thallium
F036z,Toxic encephalitis NOS
F03y.,Other causes of encephalitis
F03z.,Encephalitis NOS
A543.,Herpetic meningoencephalitis
AD00.,Toxoplasma meningoencephalitis
A1303,Tuberculous meningoencephalitis
F03..,Encephalomyelitis
A5601,Rubella encephalomyelitis
