V2Codes,Description
gc61.,ALFUZOSIN HYDROCHLORIDE 2.5mg tablets
gc62.,XATRAL 2.5mg tablets
gc63.,ALFUZOSIN HYDROCHLORIDE 5mg m/r tablets
gc64.,*XATRAL SR 5mg m/r tablets
gc65.,XATRAL XL 10mg m/r tablets
gc66.,ZUFAL XL 10mg m/r tablets
gc67.,BESAVAR XL 10mg m/r tablets
gc68.,VASRAN XL 10mg m/r tablets
gc69.,KELANU XL 10mg m/r tablets
gc6A.,TAURAZIL XL 10mg m/r tablets
gc6z.,ALFUZOSIN HYDROCHLORIDE 10mg m/r tablets
bh6..,DOXAZOSIN
bh61.,DOXAZOSIN 1mg tablets
bh62.,DOXAZOSIN 2mg tablets
bh63.,DOXAZOSIN 4mg tablets
bh64.,CARDURA 1mg tablets
bh65.,CARDURA 2mg tablets
bh66.,*CARDURA 4mg tablets
bh67.,CARDURA XL 4mg m/r tablets
bh68.,CARDURA XL 8mg m/r tablets
bh69.,*CASCOR 2mg tablets
bh6A.,*CASCOR 4mg tablets
bh6B.,DOXADURA 1mg tablets
bh6C.,DOXADURA 2mg tablets
bh6D.,DOXADURA 4mg tablets
bh6E.,SLOCINX XL 4mg m/r tablets
bh6F.,DOXADURA XL 4mg m/r tablets
bh6G.,OXANDOSIN XL 4mg m/r tablets
bh6H.,RAPORSIN XL 4mg m/r tablets
bh6y.,DOXAZOSIN 8mg m/r tablets
bh6z.,DOXAZOSIN 4mg m/r tablets
bh1..,INDORAMIN
bh11.,*BARATOL 25mg tablets
bh12.,*BARATOL 50mg tablets
bh13.,DORALESE TILTAB 20mg tablets
bh14.,INDORAMIN 20mg tablets
bh1y.,INDORAMIN 25mg tablets
bh1z.,*INDORAMIN 50mg tablets
bh4..,PRAZOSIN HYDROCHLORIDE
bh41.,HYPOVASE 500micrograms tablets
bh42.,HYPOVASE 1mg tablets
bh43.,*HYPOVASE 2mg tablets
bh44.,*HYPOVASE 5mg tablets
bh45.,HYPOVASE BD STARTER PACK tablets
bh46.,ALPHAVASE 500micrograms tablets
bh47.,*ALPHAVASE 1mg tablets
bh48.,*ALPHAVASE 2mg tablets
bh49.,*ALPHAVASE 5mg tablets
bh4A.,KENTOVACE 500micrograms tablets
bh4B.,KENTOVACE 1mg tablets
bh4C.,KENTOVACE 2mg tablets
bh4D.,KENTOVACE 5mg tablets
bh4v.,PRAZOSIN HYDROCHLORIDE STARTER PACK 500micrograms+1mg tablets
bh4w.,PRAZOSIN HYROCHLORIDE 500microgram tablets
bh4x.,PRAZOSIN HYDROCHLORIDE 1mg tablets
bh4y.,PRAZOSIN HYDROCHLORIDE 2mg tablets
bh4z.,PRAZOSIN HYDROCHLORIDE 5mg tablets
gc9..,SOLIFENACIN+TAMSULOSIN
gc91.,VESOMNI 6mg/0.4mg m/r tablets
gc92.,SOLIFENACIN SUCCINATE+TAMSULOSIN HCL 6mg/0.4mg m/r tablets
gc7..,TAMSULOSIN HYDROCHLORIDE
gc71.,TAMSULOSIN HYDROCHLORIDE 400micrograms m/r capsules
gc72.,FLOMAX MR 400micrograms m/r capsules
gc73.,TAMSULOSIN HYDROCHLORIDE 400micrograms m/r tablets
gc74.,FLOMAXTRA XL 400micrograms m/r tablets
gc75.,BAZETHAM MR 400micrograms m/r capsules
gc76.,TABPHYN MR 400micrograms m/r capsules
gc77.,STRONAZON 400micrograms m/r capsules
gc78.,OMNIC MR 400micrograms m/r capsules
gc79.,CONTIFLO XL 400micrograms m/r capsules
gc7A.,ALPHACARD MR 400micrograms m/r capsules
gc7B.,FLOMAX RELIEF MR 400micrograms m/r capsules
gc7C.,PINEXEL PR 400micrograms m/r capsules
gc7D.,FARAMSIL 400micrograms m/r tablets
gc7E.,PAMSVAX XL 400micrograms m/r capsules
gc7F.,TAMFREX XL 400micrograms m/r capsules
gc8..,DUTASTERIDE+TAMSULOSIN HYDROCHLORIDE
gc81.,DUTASTERIDE+TAMSULOSIN HYDROCHLORIDE 0.5mg/0.4mg capsules
gc82.,COMBODART capsules
bh5..,TERAZOSIN HYDROCHLORIDE
bh51.,HYTRIN 2mg tablets
bh52.,HYTRIN 5mg tablets
bh53.,HYTRIN 10mg tablets
bh54.,HYTRIN STARTER PACK tablets
bh55.,TERAZOSIN 5mg tablets
bh56.,TERAZOSIN 10mg tablets
bh57.,HYTRIN 1mg tablets
bh5x.,TERAZOSIN 1mg tablets
bh5y.,TERAZOSIN STARTER PACK 1mg+2mg tablets
bh5z.,TERAZOSIN 2mg tablets
