ProdCodeId,Description
1458741000033113,triamcinolone hexacetonide 20mg/1ml suspension for injection vials
1459041000033119,triamcinolone hexacetonide 100mg/5ml suspension for injection vials
1461041000033112,triamcinolone hexacetonide injection 5 mg/ml
3867441000033112,adcortyl intra-articular / intradermal 10mg/1ml suspension for injection ampoules (bristol-myers squibb pharmaceuticals ltd)
3867541000033113,adcortyl intra-articular / intradermal 50mg/5ml suspension for injection vials (bristol-myers squibb pharmaceuticals ltd)
420641000033117,depo-medrone 120mg/3ml suspension for injection vials (pfizer ltd)
420741000033114,depo-medrone 80mg/2ml suspension for injection vials (pfizer ltd)
421341000033117,depo-medrone with lidocaine suspension for injection 2ml vials (pfizer ltd)
423141000033116,depo-medrone 40mg/1ml suspension for injection vials (pfizer ltd)
423641000033114,depo-medrone with lidocaine suspension for injection 1ml vials (pfizer ltd)
5329841000033116,kenalog intra-articular / intramuscular 40mg/1ml suspension for injection vials (bristol-myers squibb pharmaceuticals ltd)
799741000033115,kenalog injection 40 mg/ml
802441000033115,kenalog intramuscular 40mg/1ml suspension for injection pre-filled syringes (bristol-myers squibb pharmaceuticals ltd)
802541000033119,kenalog intramuscular 80mg/2ml suspension for injection pre-filled syringes (bristol-myers squibb pharmaceuticals ltd)
821641000033119,lederspan 100mg/5ml suspension for injection vials (wyeth pharmaceuticals)
823241000033116,lederspan 20mg/1ml suspension for injection vials (wyeth pharmaceuticals)
9216541000033117,triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules
