MedCodeID,Description
8032421000006110,Sampling of vagina for Papanicolaou smear after hysterectomy for malignant disease done
8032431000006113,Vaginal Papanicolaou smear with history of hysterectomy for cancer done
9322181000006116,History of total hysterectomy without abnormal cervical Papanicolaou smear
2675721000006110,Closure of vesicouterine fistula with hysterectomy
4215741000006115,"Vaginal hysterectomy with colpo-urethrocystopexy, Marshall-Marchetti-Krantz type"
4268511000006116,Total hysterectomy
273730012,Abdominal excision of uterus NOS
870081000006110,Hysterectomy
184451014,Abdominal hysterectomy
273729019,Other specified abdominal excision of uterus
436581000006110,Abdominal excision of uterus
184456016,Radical hysterectomy
933351000006119,Radical abdominal hysterectomy
628771000000110,Total abdominal hysterectomy with conservation of ovaries
445899013,Total abdominal hysterectomy
4268551000006115,TAH - Total abdominal hysterectomy
436631000006113,Total abdominal hysterectomy with bilateral salpingo-oophorectomy
114571000006114,TAH - Tot abdom hysterectomy and BSO - bilat salpingophorect
114581000006112,TAH - Total abdominal hysterectomy and bilateral salpingo-oophorectomy
4268581000006111,TAH BSO - Total abdominal hysterectomy and bilateral salpingo-oophorectomy
436651000006118,Abdominal hysterectomy and bilateral salpingoophorectomy
2710301000006112,"Abdominal hysterectomy with colpo-urethrocystopexy, Marshall-Marchetti-Krantz type"
4544271000006117,History of hysterectomy
252126010,H/O: hysterectomy
273717011,Subtotal abdominal hysterectomy
1658651000006116,Subtotal abdominal hysterectomy with conservation of ovaries
870101000006119,Subtotal abdom. hysterectomy
5100071000006114,Excision procedure on uterus
5100081000006112,Uterus excision
410888018,Hysterectomy
355049018,Laparoscopic hysterectomy
5100101000006116,Laparoscopic total hysterectomy
5100111000006118,Laparoscopic supracervical hysterectomy
5100131000006112,Laparoscopic radical hysterectomy
5101701000006113,Emergency cesarean hysterectomy
5101691000006113,Emergency caesarean hysterectomy
5101721000006115,Elective cesarean hysterectomy
5101711000006111,Elective caesarean hysterectomy
2883971000006114,Hysterectomy for removal of hydatidiform mole
2887691000006112,Excision of cervical stump by abdominal approach
393622010,Vaginal hysterectomy
5483161000006111,VH - Vaginal hysterectomy
818301000006112,Heaney vaginal hysterectomy
393625012,Vaginal excision of uterus
393626013,Vaginal hysterectomy NEC
5483151000006114,Colpohysterectomy
