SNOMEDCTCodes,Description
24700007,Multiple sclerosis (disorder)
230372003,Acute relapsing multiple sclerosis (disorder)
438511000,Benign multiple sclerosis (disorder)
192929006,Exacerbation of multiple sclerosis (disorder)
903741000000102,Uhthoff phenomenon (disorder)
439567002,Malignant multiple sclerosis (disorder)
766246000,Marburg acute multiple sclerosis (disorder)
192926004,Multiple sclerosis of the brainstem (disorder)
192927008,Multiple sclerosis of the spinal cord (disorder)
733028000,"Multiple sclerosis, ichthyosis, factor VIII deficiency syndrome (disorder)"
816984002,Progressive multiple sclerosis (disorder)
428700003,Primary progressive multiple sclerosis (disorder)
724778008,Progressive relapsing multiple sclerosis (disorder)
425500002,Secondary progressive multiple sclerosis (disorder)
426373005,Relapsing remitting multiple sclerosis (disorder)
765791000000101,Management of multiple sclerosis (regime/therapy)
198491000000106,Multiple sclerosis review (regime/therapy)
205631000000104,Multiple sclerosis multidisciplinary review (regime/therapy)
273554001,Kurtzke multiple sclerosis rating scale (assessment scale)
515931000000104,Multiple sclerosis review declined (situation)
811881000000109,Multiple sclerosis care plan agreed (finding)
759021000000107,Multiple sclerosis monitoring invitation (procedure)
759051000000102,Multiple sclerosis monitoring first letter (procedure)
759091000000105,Multiple sclerosis monitoring second letter (procedure)
759131000000108,Multiple sclerosis monitoring telephone invitation (procedure)
759171000000105,Multiple sclerosis monitoring third letter (procedure)
698626001,Dementia associated with multiple sclerosis (disorder
82371000119101,Dementia due to multiple sclerosis with altered behavior (disorder)
785851000000104,Referral to community multiple sclerosis team (procedure)
367561000000107,Management of multiple sclerosis in onset phase (regime/therapy)
367681000000102,Management of multiple sclerosis in palliative phase (regime/therapy)
439729002,Behavior related to multiple sclerosis self management (observable entity)
367651000000108,Management of multiple sclerosis in progressive disability phase (regime/therapy)
367591000000101,Management of multiple sclerosis in early disease phase (regime/therapy)
367621000000103,Management of multiple sclerosis in stable disability phase (regime/therapy)
166411000000100,Specialised services for patients with multiple sclerosis enhanced services administration (procedure)
