V2Codes,Description
666A.,Multiple sclerosis review
9mD..,Multiple sclerosis monitoring administration
9mD0.,Multiple sclerosis monitoring first letter
9mD1.,Multiple sclerosis monitoring second letter
9mD2.,Multiple sclerosis monitoring telephone invitation
9mD3.,Multiple sclerosis monitoring third letter
F20..,Multiple sclerosis
F200.,Multiple sclerosis of the brain stem
F201.,Multiple sclerosis of the spinal cord
F202.,Generalised multiple sclerosis
F203.,Exacerbation of multiple sclerosis
F204.,Benign multiple sclerosis
F205.,Malignant multiple sclerosis
F206.,Primary progressive multiple sclerosis
F207.,Relapsing and remitting multiple sclerosis
F208.,Secondary progressive multiple sclerosis
F20z.,Multiple sclerosis NOS
8CS1.,Multiple sclerosis care plan agreed
9kG..,Specialised services for patients with multiple sclerosis - enhanced services administration
