V2Codes,Description
E11..,Bipolar psychoses
E1100,"Single manic episode, unspecified"
E110.,"Manic disorder, single episode"
E1101,"Single manic episode, mild"
E1102,"Single manic episode, moderate"
E1103,"Single manic episode, severe without mention of psychosis"
E1104,"Single manic episode, severe, with psychosis"
E1105,Single manic episode in partial or unspecified remission
E1106,Single manic episode in full remission
E110z,"Manic disorder, single episode NOS"
E111.,Recurrent manic episodes
E1110,"Recurrent manic episodes, unspecified"
E1111,"Recurrent manic episodes, mild"
E1112,"Recurrent manic episodes, moderate"
E1113,"Recurrent manic episodes, severe without mention of psychosis"
E1114,"Recurrent manic episodes, severe, with psychosis"
E1115,"Recurrent manic episodes, in partial or unspecified remission"
E1116,"Recurrent manic episodes, in full remission"
E111z,Recurrent manic episode NOS
E112.,Single major depressive episode
E1120,"Single major depressive episode, unspecified"
E1121,"Single major depressive episode, mild"
E1122,"Single major depressive episode, moderate"
E1123,"Single major depressive episode, severe, without mention of psychosis"
E1124,"Single major depressive episode, severe, with psychosis"
E1125,"Single major depressive episode, in partial or unspecified remission"
E1126,"Single major depressive episode, in full remission"
E112z,Single major depressive episode NOS
E113.,Recurrent major depressive episode
E1130,"Recurrent major depressive episodes, unspecified"
E1131,"Recurrent major depressive episodes, mild"
E1132,"Recurrent major depressive episodes, moderate"
E1133,"Recurrent major depressive episodes, severe, without mention of psychosis"
E1134,"Recurrent major depressive episodes, severe, with psychosis"
E1135,"Recurrent major depressive episodes, in partial or unspecified remission"
E1136,"Recurrent major depressive episodes, in full remission"
E1137,Recurrent depression
E113z,Recurrent major depressive episode NOS
E114.,"Bipolar affective disorder, currently manic"
E1140,"Bipolar affective disorder, currently manic, unspecified"
E1141,"Bipolar affective disorder, currently manic, mild"
E1142,"Bipolar affective disorder, currently manic, moderate"
E1143,"Bipolar affective disorder, currently manic, severe, without mention of psychosis"
E1144,"Bipolar affective disorder, currently manic, severe, with psychosis"
E1145,"Bipolar affective disorder, currently manic, in partial or unspecified remission"
E1146,"Bipolar affective disorder, currently manic, in full remission"
E114z,"Bipolar affective disorder, currently manic, NOS"
E115.,"Bipolar affective disorder, currently depressed"
E1150,"Bipolar affective disorder, currently depressed, unspecified"
E1151,"Bipolar affective disorder, currently depressed, mild"
E1152,"Bipolar affective disorder, currently depressed, moderate"
E1153,"Bipolar affective disorder, currently depressed, severe, without mention of psychosis"
E1154,"Bipolar affective disorder, currently depressed, severe, with psychosis"
E1155,"Bipolar affective disorder, currently depressed, in partial or unspecified remission"
E1156,"Bipolar affective disorder, currently depressed, in full remission"
E115z,"Bipolar affective disorder, currently depressed, NOS"
E116.,Mixed bipolar affective disorder
E1160,"Mixed bipolar affective disorder, unspecified"
E1161,"Mixed bipolar affective disorder, mild"
E1162,"Mixed bipolar affective disorder, moderate"
E1163,"Mixed bipolar affective disorder, severe, without mention of psychosis"
E1164,"Mixed bipolar affective disorder, severe, with psychosis"
E1165,"Mixed bipolar affective disorder, in partial or unspecified remission"
E1166,"Mixed bipolar affective disorder, in full remission"
E116z,"Mixed bipolar affective disorder, NOS"
E117.,Unspecified bipolar affective disorder
E1170,"Unspecified bipolar affective disorder, unspecified"
E1171,"Unspecified bipolar affective disorder, mild"
E1172,"Unspecified bipolar affective disorder, moderate"
E1173,"Unspecified bipolar affective disorder, severe, without mention of psychosis"
E1174,"Unspecified bipolar affective disorder, severe, with psychosis"
E1175,"Unspecified bipolar affective disorder, in partial or unspecified remission"
E1176,"Unspecified bipolar affective disorder, in full remission"
E117z,"Unspecified bipolar affective disorder, NOS"
E118.,Seasonal affective disorder
E11y.,Other and unspecified manic-depressive psychoses
E11y0,Unspecified manic-depressive psychoses
E11y1,Atypical manic disorder
E11y2,Atypical depressive disorder
E11y3,Other mixed manic-depressive psychoses
E11yz,Other and unspecified manic-depressive psychoses NOS
E11z.,Other and unspecified affective psychoses
E11z0,Unspecified affective psychoses NOS
E11z1,Rebound mood swings
E11z2,Masked depression
E11zz,Other affective psychosis NOS
Eu31.,[X]Bipolar affective disorder
Eu310,"[X]Bipolar affective disorder, current episode hypomanic"
Eu311,"[X]Bipolar affective disorder, current episode manic without psychotic symptoms"
Eu312,"[X]Bipolar affective disorder, current episode manic with psychotic symptoms"
Eu313,"[X]Bipolar affective disorder, current episode mild or moderate depression"
Eu314,"[X]Bipolar affective disorder, current episode severe depression without psychotic symptoms"
Eu315,"[X]Bipolar affective disorder, current episode severe depression with psychotic symptoms"
Eu316,"[X]Bipolar affective disorder, current episode mixed"
Eu317,"[X]Bipolar affective disorder, currently in remission"
Eu318,[X]Bipolar affective disorder type I
Eu319,[X]Bipolar affective disorder type II
Eu31y,[X]Other bipolar affective disorders
Eu31z,"[X]Bipolar affective disorder, unspecified"
Eu30.,"[X]Bipolar disorder, single manic episode"
Eu300,[X]Hypomania
Eu301,[X]Mania without psychotic symptoms
Eu302,[X]Mania with psychotic symptoms
Eu30y,[X]Other manic episodes
Eu30z,"[X]Manic episode, unspecified"
Eu340,[X] Cyclothymia
