SNOMEDCTCodes,Description
418290006,Itching (finding)
267105001,Complaining of itching (finding)
890090001,Itching of bilateral hands (finding)
699392007,Itching of ear (finding)
1240413005,Itching of nipple (finding)
418363000,Itching of skin (finding)
276444007,Generalized pruritus (finding)
403576004,Generalized pruritus of unknown etiology (disorder)
275921007,Scalp itchy (finding)
1240423001,Pruritic disorder of skin (disorder)
238695001,Aquagenic pruritus (disorder)
238691005,Cholinergic pruritus (disorder)
445329008,Itching of lesion of skin (disorder)
315256004,Itching of pigmented skin lesion (disorder)
239104000,Pruritic folliculitis of pregnancy (disorder)
64144002,Pruritic rash (disorder)
238546005,Pruriginous atopic dermatitis (disorder)
1251429002,Adult pruriginous atopic dermatitis (disorder)
1251406005,Childhood pruriginous atopic dermatitis (disorder)
1256085003,Multifactorial pruritic disorder (disorder)
403574001,Postmenopausal pruritus (disorder)
402695008,Pruritic scalp dermatosis (disorder)
10676911000119100,Pruritis of skin of anogenital region (disorder)
1240422006,Pruritus of perianal skin (disorder)
1240421004,Pruritus and inflammation of skin (disorder)
90446007,Pruritus ani (disorder)
239102001,Pruritus of pregnancy (disorder)
42570001,Pruritus senilis (disorder)
191966002,Psychogenic pruritus (disorder)
403575000,Pruritus due to systemic disorder (disorder)
267802000,Pruritus of genital organs (disorder)
95590003,Pruritus of male genital organs (disorder)
69069001,Pruritus of penis (disorder)
65645005,Scrotal pruritus (disorder)
34363003,Pruritus of vagina (disorder)
67882000,Pruritus of vulva (disorder)
609526004,Referred itching (finding)
386403002,Pruritus care (regime/therapy)
