SNOMEDCTCodes,Description
25674000,Lichen sclerosus et atrophicus (disorder)
402423004,Adult lichen sclerosus (disorder)
782666006,Lichen sclerosus of anus (disorder)
238934003,Guttate lichen sclerosus (disorder)
238932004,Genital lichen sclerosus (disorder)
700082001,Lichen sclerosus of penis (disorder)
26348009,Lichen sclerosus et atrophicus of the vulva (disorder)
402424005,Childhood lichen sclerosus (disorder)
403566002,Anogenital lichen sclerosus (disorder)
238933009,Extragenital lichen sclerosus (disorder)
402714001,Lichen sclerosus of male genitalia (disorder)
402715000,Lichen sclerosus of female genitalia (disorder)
402422009,Bullous extragenital lichen sclerosus (disorder)
721199003,Prepubertal lichen sclerosus of vulva (disorder)
403568001,Localized extragenital lichen sclerosus (disorder)
402421002,Generalized extragenital lichen sclerosus (disorder)
403564004,"Lichen sclerosus of penis, childhood form (disorder)"
111023000,"Lichen sclerosus et atrophicus, bullous type (disorder)"
403565003,"Vulval lichen sclerosus, childhood form (disorder)"
198033005,Balanitis xerotica obliterans (disorder)
