V2Codes,Description
ei1..,ACICLOVIR [SYSTEMIC]
ei11.,*ZOVIRAX 200mg tablets
ei12.,ZOVIRAX 200mg/5mL sugar free suspension
ei13.,ZOVIRAX 250mg infusion
ei14.,*ZOVIRAX 400mg tablets
ei15.,ACICLOVIR 200mg tablets
ei16.,ACICLOVIR 200mg/5mL sugar free suspension
ei17.,ACICLOVIR 250mg intravenous infusion
ei18.,ACICLOVIR 400mg tablets
ei19.,ZOVIRAX SHINGLES CP 800mg tablets
ei1a.,ZOVIRAX CP 400mg tablets
ei1b.,ZOVIRAX 500mg infusion
ei1c.,ZOVIRAX SHINGLES 800mg dispersible tablets
ei1d.,ACICLOVIR 800mg dispersible tablets
ei1e.,ACICLOVIR 500mg infusion(pdr for recon)
ei1f.,ZOVIRAX CHICKENPOX 400mg/5mL suspension
ei1g.,ACICLOVIR 400mg/5mL suspension
ei1h.,ACICLOVIR 200mg dispersible tablets
ei1j.,ZOVIRAX 200mg dispersible tablets
ei1k.,ACICLOVIR 400mg dispersible tablets
ei1l.,ZOVIRAX 400mg dispersible tablets
ei1m.,*VIROVIR 200 tablets
ei1n.,*VIROVIR 400 tablets
ei1o.,ACICLOVIR 800mg tablets
ei1p.,*VIROVIR 800 tablets
ei1q.,ACICLOVIR 250mg/10mL intravenous infusion
ei1r.,ACICLOVIR 500mg/20mL intravenous infusion
ei1s.,ACICLOVIR 1g/40mL intravenous infusion
ei1t.,*RANOVIR 200mg tablets
ei1u.,*RANOVIR 400mg tablets
ei1v.,*RANOVIR 800mg tablets
ei2..,AMANTADINE HYDROCHLORIDE [ANTI VIRAL]
ei21.,*SYMMETREL 100mg capsules
ei22.,*SYMMETREL 50mg/5mL syrup
ei23.,*AMANTADINE 100mg capsules
ei24.,*AMANTADINE 50mg/5mL syrup
ei25.,*LYSOVIR 100mg capsules
ei2y.,AMANTADINE HYDROCHLORIDE 100mg capsules
ei2z.,AMANTADINE HYDROCHLORIDE 50mg/5mL syrup
ei3..,INOSINE PRANOBEX
ei31.,IMUNOVIR 500mg tablets
ei32.,INOSINE PRANOBEX 500mg tablets
ei4..,*VIDARABINE [SYSTEMIC]
