ProdCodeId,Description
1140541000033115,propain caplets (ceuta healthcare ltd)
13395041000033113,paracetamol 500mg / diphenhydramine 25mg tablets
2130441000033116,nytol one-a-night 50mg tablets (omega pharma ltd)
2189941000033111,diphenhydramine 50mg tablets
2190041000033118,diphenhydramine hydrochloride caplets 25 mg
2613141000033113,covonia night time formula oral solution (thornton & ross ltd)
2616441000033113,nightcalm 25mg tablets (galpharm international ltd)
2970241000033117,dreemon 25mg tablets (e m pharma)
2971541000033114,benadryl skin allergy relief lotion (pfizer consumer healthcare ltd)
2971641000033110,benadryl skin allergy relief cream (mcneil products ltd)
4020341000033111,diphenhydramine 10mg/5ml oral solution
4020441000033117,histergan 10mg/5ml syrup (norma chemicals ltd)
460541000033113,diphenhydramine hydrochloride syrup 10 mg/5 ml
462741000033116,diphenhydramine 25mg tablets
5263741000033114,diphenhydramine 10mg/5ml / dextromethorphan 6.65mg/5ml oral solution sugar free
5576941000033119,panadol nightpain tablets (glaxosmithkline consumer healthcare)
670341000033110,histalix syrup (wallace manufacturing chemists ltd)
997041000033116,nytol 25mg tablets (omega pharma ltd)
