V2Codes,Description
m47..,BECLOMETASONE DIPROP [SKIN]
m471.,*PROPADERM 0.025% cream 15g
m472.,*PROPADERM 0.025% cream 50g
m473.,*PROPADERM 0.025% ointment 15g
m474.,*PROPADERM 0.025% ointment 50g
m475.,PROPADERM A 0.025% ointment 15g
m476.,PROPADERM A 0.025% ointment 50g
m477.,*PROPADERM C 0.025% cream
m478.,*PROPADERM C 0.025% ointment
m47a.,*PROPADERM 0.025% ointment 30g
m47b.,*PROPADERM A ointment 30g
m47c.,*PROPADERM A cream 30g
m47y.,*BECLOMETASONE 0.025% cream
m47z.,*BECLOMETASONE 0.025% ointment
m481.,*BETNOVATE 0.1% cream 15g
m482.,BETNOVATE 0.1% cream 30g
m483.,BETNOVATE 0.1% cream 100g
m484.,*BETNOVATE 0.1% ointment 15g
m485.,BETNOVATE 0.1% ointment 30g
m486.,BETNOVATE 0.1% ointment 100g
m487.,BETNOVATE 0.1% lotion 100mL
m488.,BETNOVATE 0.1% scalp application 30mL
m489.,BETNOVATE 0.1% scalp application 100mL
m48A.,BETACAP scalp application
m48B.,BETAMETHASONE VALERATE 0.12% foam
m48C.,BETTAMOUSSE 0.12% foam 100g
m48D.,BETESIL 2.25mg medicated plasters
m48E.,BETAMETHASONE VALERATE 2.25mg medicated plasters
m48f.,DIPROSALIC 0.05% scalp application 100mL
m48g.,DIPROSONE 0.05% cream 30g
m48h.,DIPROSONE 0.05% cream 100g
m48i.,DIPROSONE 0.05% ointment 30g
m48j.,DIPROSONE 0.05% ointment 100g
m48k.,DIPROSONE 0.05% lotion 30mL
m48l.,DIPROSONE 0.05% lotion 100mL
m48o.,BETAMETHASONE 0.1% scalp application
m48p.,BETNOVATE 0.1% pump cream 100g
m48q.,BETAMETHASONE 0.1% cream
m48r.,BETAMETHASONE 0.1% ointment
m48s.,BETAMETHASONE 0.1% lotion
m48t.,BETNOVATE 0.1% pump ointment 100g
m48z.,VIPSOGAL ointment
m4e..,DIFLUCORTOLONE VALERATE
m4e1.,NERISONE 0.1% cream 30g
m4e2.,NERISONE 0.1% oily cream 30g
m4e3.,NERISONE 0.1% ointment 30g
m4e6.,*TEMETEX 0.1% cream
m4e7.,*TEMETEX 0.1% fatty ointment
m4e8.,*TEMETEX 0.1% ointment
m4eu.,DIFLUCORTOLONE VALERATE 0.1% cream
m4ev.,DIFLUCORTOLONE VALERATE 0.1% oily cream
m4ew.,DIFLUCORTOLONE VALERATE 0.1% ointment
m4ez.,DIFLUCORTOLONE VALERATE 0.1% fatty ointment
m4f..,FLUCLOROLONE ACETONIDE
m4f1.,*TOPILAR 0.025% cream 30g
m4f2.,*TOPILAR 0.025% cream 100g
m4f3.,*TOPILAR 0.025% ointment 30g
m4f4.,*TOPILAR 0.025% ointment 100g
m4fy.,FLUCLOROLONE ACETONIDE 0.025% cream
m4fz.,FLUCLOROLONE ACETONIDE 0.025% ointment
m4g..,FLUOCINOLONE ACETONIDE
m4gh.,SYNALAR N 0.025% ointment 30g
m4g1.,*SYNALAR 0.025% cream 15g
m4g2.,SYNALAR 0.025% cream 30g
m4g3.,*SYNALAR 0.025% cream 50g
m4g4.,SYNALAR 0.025% gel 30g
m4g5.,*SYNALAR 0.025% ointment 15g
m4g6.,SYNALAR 0.025% ointment 30g
m4g7.,*SYNALAR 0.025% ointment 50g
m4gj.,SYNALAR 0.025% gel 60g
m4gt.,FLUOCINOLONE ACETONIDE 0.025% gel
m4gu.,FLUOCINOLONE ACETONIDE 0.025% ointment
m4gz.,FLUOCINOLONE ACETONIDE 0.025% cream
m4h1.,METOSYN 0.05% cream 25g
