SNOMEDCTCodes,Description
15890002,Albinism (disorder)
366961000119106,Albinism co-occurrent with hematologic disorder (disorder)
403805009,Albinism-deafness syndrome of Tietz (disorder)
26399002,Ocular albinism (disorder)
265569002,Aland eye disease and ocular albinism (disorder)
78921008,Autosomal recessive ocular albinism (disorder)
722054007,Ocular albinism with late-onset sensorineural deafness (disorder)
78642008,"Ocular albinism, type I (disorder)"
63844009,Oculocutaneous albinism (disorder)
10170007,"Black locks, oculocutaneous albinism, AND deafness of the sensorineural type (disorder)"
719377004,Microcephalus with albinism and digital anomaly syndrome (disorder)
765146000,Oculocutaneous albinism type 1 (disorder)
715632003,Oculocutaneous albinism type 4 (disorder)
722057000,Oculocutaneous albinism type 5 (disorder)
722058005,Oculocutaneous albinism type 6 (disorder)
722059002,Oculocutaneous albinism type 7 (disorder)
1300116006,Oculocutaneous albinism type 8 (disorder)
6483008,Tyrosinase-negative oculocutaneous albinism (disorder)
237919007,Minimal pigment oculocutaneous albinism (disorder)
237920001,Temperature-sensitive oculocutaneous albinism (disorder)
82342003,Yellow mutant oculocutaneous albinism (disorder)
26336006,Tyrosinase-positive oculocutaneous albinism (disorder)
11160000,Brown oculocutaneous albinism (disorder)
9311003,Hermansky-Pudlak syndrome (disorder)
62144003,Punctate oculocutaneous albinoidism (disorder)
63450009,Rufous albinism (disorder)
6479008,Partial albinism (disorder)
111396008,Chédiak-Higashi syndrome (disorder)
720520009,Attenuated Chédiak-Higashi syndrome (disorder)
722285005,Albinism with deafness syndrome (disorder)
1332382002,"Coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, deafness syndrome (disorder)"
74320008,Woolf's syndrome (disorder)
403806005,Ziprkowski-Margolis syndrome (disorder)
247032003,Iris hypopigmentation (finding)
55819001,Albinotic fundus (disorder)
237918004,Waardenburg syndrome type 3 (disorder)
17827007,Cross syndrome (disorder)
