ProdCodeId,Description
10012941000033117,ibrutinib 140mg capsules
10013741000033113,imbruvica 140mg capsules (janssen-cilag ltd)
12203741000033111,truxima 500mg/50ml concentrate for solution for infusion vials (napp pharmaceuticals ltd)
12355041000033113,rixathon 100mg/10ml concentrate for solution for infusion vials (sandoz ltd)
12355141000033112,rixathon 500mg/50ml concentrate for solution for infusion vials (sandoz ltd)
12355241000033117,inotuzumab ozogamicin 1mg powder for solution for infusion vials
12355341000033110,besponsa 1mg powder for concentrate for solution for infusion vials (pfizer ltd)
12377241000033112,truxima 100mg/10ml concentrate for solution for infusion vials (napp pharmaceuticals ltd)
12530241000033111,ocrelizumab 300mg/10ml solution for infusion vials
12530341000033118,ocrevus 300mg/10ml concentrate for solution for infusion vials (roche products ltd)
12881741000033115,axicabtagene ciloleucel 40million-200millioncells/68ml dispersion for infusion bags
12881841000033113,yescarta 40million-200millioncells/68ml dispersion for infusion bags (gilead sciences ireland uc)
13130641000033112,ibrutinib 140mg tablets
13130741000033115,ibrutinib 280mg tablets
13130841000033113,ibrutinib 420mg tablets
13130941000033117,ibrutinib 560mg tablets
13131141000033114,imbruvica 140mg tablets (janssen-cilag ltd)
13131241000033119,imbruvica 280mg tablets (janssen-cilag ltd)
13131341000033112,imbruvica 420mg tablets (janssen-cilag ltd)
13131441000033118,imbruvica 560mg tablets (janssen-cilag ltd)
13576841000033119,polatuzumab vedotin 140mg powder for solution for infusion vials
13576941000033110,polivy 140mg powder for concentrate for solution for infusion vials (roche products ltd)
13578141000033114,ruxience 500mg/50ml concentrate for solution for infusion vials (pfizer ltd)
1636041000033113,mabthera 100mg/10ml concentrate for solution for infusion vials (roche products ltd)
1636141000033112,mabthera 500mg/50ml concentrate for solution for infusion vials (roche products ltd)
1673741000033119,rituximab 100mg/10ml solution for infusion vials
1673841000033112,rituximab 500mg/50ml solution for infusion vials
2617341000033117,alemtuzumab 30mg/3ml solution for infusion ampoules
2617441000033111,mabcampath 30mg/3ml concentrate for solution for infusion ampoules (schering health care ltd)
3060341000033118,ibritumomab tiuxetan radiopharmaceutical preparation for infusion 1.6 mg/ml
3060441000033112,zevalin radiopharmaceutical preparation for infusion 1.6 mg/ml
3279841000033118,alemtuzumab 30mg/1ml solution for infusion vials
3279941000033114,mabcampath 30mg/1ml concentrate for solution for infusion vials (genzyme therapeutics ltd)
5641741000033116,ofatumumab 100mg/5ml solution for infusion vials
5641841000033114,arzerra 100mg/5ml concentrate for solution for infusion vials (novartis pharmaceuticals uk ltd)
6361641000033114,ofatumumab 1g/50ml solution for infusion vials
6361741000033117,arzerra 1000mg/50ml concentrate for solution for infusion vials (novartis pharmaceuticals uk ltd)
6445041000033116,belimumab 120mg powder for solution for infusion vials
6445141000033117,belimumab 400mg powder for solution for infusion vials
6445241000033112,benlysta 120mg powder for concentrate for solution for infusion vials (glaxosmithkline uk ltd)
6445441000033113,benlysta 400mg powder for concentrate for solution for infusion vials (glaxosmithkline uk ltd)
9216641000033116,alemtuzumab 12mg/1.2ml solution for infusion vials
9216741000033113,lemtrada 12mg/1.2ml concentrate for solution for infusion vials (genzyme therapeutics ltd)
9301041000033111,rituximab 1.4g/11.7ml solution for injection vials
9301141000033110,mabthera 1400mg/11.7ml solution for injection vials (roche products ltd)
9406441000033117,obinutuzumab 1g/40ml solution for infusion vials
9406741000033112,gazyvaro 1000mg/40ml concentrate for solution for infusion vials (roche products ltd)
