ProdCodeId,Description
10209841000033111,tacrolimus 750microgram modified-release tablets
10209941000033115,tacrolimus 1mg modified-release tablets
10210141000033110,tacrolimus 4mg modified-release tablets
10210241000033115,envarsus 750microgram modified-release tablets (chiesi ltd)
10210341000033113,envarsus 1mg modified-release tablets (chiesi ltd)
10210541000033118,envarsus 4mg modified-release tablets (chiesi ltd)
13317541000033113,tacrolimus 2mg modified-release capsules
13317641000033114,dailiport 0.5mg modified-release capsules (sandoz ltd)
13317741000033117,dailiport 1mg modified-release capsules (sandoz ltd)
13317841000033110,dailiport 2mg modified-release capsules (sandoz ltd)
13317941000033119,dailiport 3mg modified-release capsules (sandoz ltd)
13318041000033116,dailiport 5mg modified-release capsules (sandoz ltd)
2737041000033118,protopic 0.03% ointment (leo pharma)
2737141000033119,protopic 0.1% ointment (leo pharma)
2737241000033114,tacrolimus 0.03% ointment
2737341000033116,tacrolimus 0.1% ointment
2838841000033112,pimecrolimus 1% cream
2838941000033116,elidel 1% cream (mylan)
4178541000033110,tacrolimus 500microgram modified-release capsules
4178641000033111,tacrolimus 1mg modified-release capsules
4178741000033119,tacrolimus 5mg modified-release capsules
4178841000033112,advagraf 0.5mg modified-release capsules (astellas pharma ltd)
4178941000033116,advagraf 1mg modified-release capsules (astellas pharma ltd)
4179041000033113,advagraf 5mg modified-release capsules (astellas pharma ltd)
5131741000033116,tacrolimus 3mg modified-release capsules
5131841000033114,advagraf 3mg modified-release capsules (astellas pharma ltd)
5413541000033116,tacrolimus 200microgram granules sachets sugar free
5413641000033115,tacrolimus 1mg granules sachets sugar free
5413741000033112,modigraf 0.2mg granules sachets (astellas pharma ltd)
5413841000033119,modigraf 1mg granules sachets (astellas pharma ltd)
