SNOMEDCTCodes,Description
127024001,Neoplasm of pituitary gland (disorder)
92296004,Benign neoplasm of pituitary gland (disorder)
92072003,Benign neoplasm of craniopharyngeal duct (disorder)
271479005,Benign neoplasm of pituitary gland and craniopharyngeal duct (disorder)
699331002,Granular cell tumor of neurohypophysis (disorder)
254956000,Pituitary adenoma (disorder)
254958004,Corticotroph adenoma (disorder)
702375004,Familial isolated pituitary adenoma (disorder)
254962005,Functionless pituitary adenoma (disorder)
254960002,Gonadotroph adenoma (disorder)
1157249003,Invasive benign pituitary adenoma (disorder)
254961003,Mixed-functioning pituitary adenoma (disorder)
778046002,Somatomammotropinoma (disorder)
237719001,Pituitary adenoma with extrasellar extension (disorder)
254965007,Pituitary macroadenoma (disorder)
264906008,Pituitary macroadenoma with extrasellar extension (disorder)
254964006,Pituitary mesoadenoma (disorder)
254963000,Pituitary microadenoma (disorder)
134209002,Prolactinoma (disorder)
253011004,Macroprolactinoma (disorder)
253010003,Microprolactinoma (disorder)
254957009,Somatotroph adenoma (disorder)
788756004,Spindle cell oncocytoma of posterior pituitary gland (disorder)
254966008,Suprasellar extension of pituitary adenoma (disorder)
254959007,Thyrotroph adenoma (disorder)
783008000,Pituitary dermoid and epidermoid cysts (disorder)
92683008,Carcinoma in situ of pituitary gland (disorder)
92573003,Carcinoma in situ of craniopharyngeal duct (disorder)
448148000,Functioning pituitary neoplasm (disorder)
363482009,Malignant tumor of pituitary gland (disorder)
188340000,Malignant tumor of craniopharyngeal duct (disorder)
188339002,Malignant neoplasm of pituitary gland and craniopharyngeal duct (disorder)
93768004,Primary malignant neoplasm of craniopharyngeal duct (disorder)
94267001,Secondary malignant neoplasm of craniopharyngeal duct (disorder)
93964007,Primary malignant neoplasm of pituitary gland (disorder)
1179377000,Adenocarcinoma of pituitary gland (disorder)
816205008,Malignant pituitary blastoma (disorder)
254955001,Pituitary carcinoma (disorder)
94491007,Secondary malignant neoplasm of pituitary gland (disorder)
127025000,Neoplasm of craniopharyngeal duct (disorder)
94808000,Neoplasm of uncertain behavior of craniopharyngeal duct (disorder)
95004009,Neoplasm of uncertain behavior of pituitary gland (disorder)
189179009,Craniopharyngioma (disorder)
608817003,Pituicytoma (disorder)
788757008,Pituicytoma of posterior pituitary gland (disorder)
788758003,Sellar ependymoma of posterior pituitary gland (disorder)
237721006,Tumor of pituitary and suprasellar region (disorder)
277456001,Suprasellar germ cell tumor (disorder)
1148707000,Transsphenoidal total excision of neoplasm of pituitary gland (procedure)
1149127003,Endoscopic endonasal transsphenoidal total excision of neoplasm of pituitary gland (procedure
440147006,Incision of bone of cranium and excision of neoplasm of pituitary gland using intracranial approach (procedure)
1148706009,Transsphenoidal partial excision of neoplasm of pituitary gland (procedure)
1149128008,Endoscopic endonasal transsphenoidal partial excision of neoplasm of pituitary gland (procedure)
82051000000104,Tumour and germline whole genome sequencing for paediatric pituitary blastoma (procedure)
190502001,Pituitary-dependent Cushing's disease (disorder)
