ProdCodeId,Description
11899541000033113,loratadine 10mg oral lyophilisates sugar free
11899641000033114,clarityn rapide allergy 10mg tablets (bayer plc)
13000541000033113,loratadine 5mg/5ml oral solution sugar free
2261441000033117,desloratadine 5mg tablets
2261541000033116,neoclarityn 5mg tablets (merck sharp & dohme ltd)
2752941000033116,desloratadine syrup 0.5 mg/ml
2753041000033114,neoclarityn 2.5mg/5ml syrup (schering-plough ltd)
284641000033118,clarityn 5mg/5ml syrup (schering-plough ltd)
287341000033117,clarityn tablets 10 mg
4811041000033113,neoclarityn 2.5mg/5ml oral solution (merck sharp & dohme ltd)
5129441000033113,desloratadine 2.5mg/5ml oral solution
5316841000033117,desloratadine 2.5mg/5ml oral solution sugar free
849641000033117,loratadine 5mg/5ml oral solution
852541000033112,loratadine 10mg tablets
