SNOMEDCTCodes,Description
3656011000001107,Loratadine 10mg tablets (A A H Pharmaceuticals Ltd)
3996211000001105,Loratadine 10mg tablets (A A H Pharmaceuticals Ltd) 7 tablet
3656111000001108,Loratadine 10mg tablets (A A H Pharmaceuticals Ltd) 30 tablet
24370211000001109,Loratadine 10mg tablets (DE Pharmaceuticals)
24370311000001101,Loratadine 10mg tablets (DE Pharmaceuticals) 30 tablet
5455711000001106,Loratadine 10mg tablets (Dowelhurst Ltd)
5455911000001108,Loratadine 10mg tablets (Dowelhurst Ltd) 20 tablet
10495011000001106,Loratadine 10mg tablets (Dowelhurst Ltd) 60 tablet
4116511000001108,Loratadine 5mg/5ml oral solution (Accord-UK Ltd)
4116611000001107,Loratadine 5mg/5ml oral solution (Accord-UK Ltd) 100 ml
30222411000001100,Loratadine 5mg/5ml oral solution (Mawdsley-Brooks & Company Ltd)
30222511000001101,Loratadine 5mg/5ml oral solution (Mawdsley-Brooks & Company Ltd) 100 ml
15108611000001101,Loratadine 5mg/5ml oral solution (Sigma Pharmaceuticals Plc)
15108711000001105,Loratadine 5mg/5ml oral solution (Sigma Pharmaceuticals Plc) 100 ml
40370511000001108,Loratadine 5mg/5ml oral solution sugar free (DE Pharmaceuticals)
40370711000001103,Loratadine 5mg/5ml oral solution sugar free (DE Pharmaceuticals) 100 ml
4008011000001109,Loratadine 10mg tablets (Kent Pharma (UK) Ltd)
15254111000001106,Loratadine 10mg tablets (Kent Pharma (UK) Ltd) 7 tablet
4008111000001105,Loratadine 10mg tablets (Kent Pharma (UK) Ltd) 30 tablet 3 x 10 tablets
36836811000001103,Loratadine 10mg tablets (Torrent Pharma (UK) Ltd)
36836911000001108,Loratadine 10mg tablets (Torrent Pharma (UK) Ltd) 30 tablet
4745711000001109,Loratadine 5mg/5ml oral solution (A A H Pharmaceuticals Ltd)
4745911000001106,Loratadine 5mg/5ml oral solution (A A H Pharmaceuticals Ltd) 100 ml
8934211000001106,Loratadine 5mg/5ml oral solution (A A H Pharmaceuticals Ltd) 120 ml
39029511000001102,Loratadine 5mg/5ml oral solution (Medihealth (Northern) Ltd)
39029811000001104,Loratadine 5mg/5ml oral solution (Medihealth (Northern) Ltd) 100 ml
18139311000001104,Loratadine 5mg/5ml oral solution (Phoenix Healthcare Distribution Ltd)
18139411000001106,Loratadine 5mg/5ml oral solution (Phoenix Healthcare Distribution Ltd) 100 ml
4868711000001109,Loratadine 5mg/5ml oral solution (Teva UK Ltd)
4868811000001101,Loratadine 5mg/5ml oral solution (Teva UK Ltd) 100 ml
7974911000001108,Loratadine 5mg/5ml oral solution (Viatris UK Healthcare Ltd)
13437311000001109,Loratadine 5mg/5ml oral solution (Viatris UK Healthcare Ltd) 100 ml
7975011000001108,Loratadine 5mg/5ml oral solution (Viatris UK Healthcare Ltd) 120 ml
3698911000001101,Loratadine 10mg tablets (Alliance Healthcare (Distribution) Ltd)
3699111000001106,Loratadine 10mg tablets (Alliance Healthcare (Distribution) Ltd) 30 tablet 3 x 10 tablets
19742511000001108,Loratadine 10mg tablets (Almus Pharmaceuticals Ltd)
19742611000001107,Loratadine 10mg tablets (Almus Pharmaceuticals Ltd) 30 tablet
32466011000001109,"Loratadine 10mg tablets (Bell,Sons & Co (Druggists) Ltd)"
32466311000001107,"Loratadine 10mg tablets (Bell,Sons & Co (Druggists) Ltd) 14 tablet"
11016311000001102,Loratadine 10mg tablets (Dr Reddy's Laboratories (UK) Ltd)
11016411000001109,Loratadine 10mg tablets (Dr Reddy's Laboratories (UK) Ltd) 30 tablet
42491111000001103,Loratadine 10mg tablets (Noumed Life Sciences Ltd)
42491211000001109,Loratadine 10mg tablets (Noumed Life Sciences Ltd) 30 tablet
17938211000001107,Loratadine 10mg tablets (Phoenix Healthcare Distribution Ltd)
17938311000001104,Loratadine 10mg tablets (Phoenix Healthcare Distribution Ltd) 30 tablet
17203611000001109,Loratadine 10mg tablets (Sovereign Medical Ltd)
17203711000001100,Loratadine 10mg tablets (Sovereign Medical Ltd) 30 tablet 3 x 10 tablets
