SNOMEDCTCodes,Description
10628511000119107,Irritant contact dermatitis caused by detergent (disorder)
10628551000119108,Irritant contact dermatitis caused by rubber
10628591000119103,Irritant contact dermatitis caused by chemical (disorder)
10628631000119103,Irritant contact dermatitis caused by metal (disorder)
10628671000119100,Allergic contact dermatitis caused by latex (disorder)
10628711000119101,Allergic contact dermatitis caused by plant material (disorder)
10628751000119100,Allergic contact dermatitis caused by pollen (disorder)
10676871000119103,Allergic contact dermatitis caused by chemical (disorder)
10761991000119101,Contact dermatitis of right upper and lower eyelids (disorder)
10901008,Contact dermatitis caused by poison sumac (disorder)
110979008,Irritant contact dermatitis (disorder)
111189002,Acute contact dermatitis (disorder)
111190006,Contact dermatitis caused by phenol (disorder)
111191005,"Contact dermatitis due to other drug, NEC (disorder)"
111192003,Contact dermatitis caused by insecticide
111193008,Contact dermatitis due to other non food plant (disorder)
111194002,Contact dermatitis due to other specified agents (disorder)
111209006,Photoallergic contact dermatitis
11804009,Contact dermatitis caused by solar radiation (disorder)
11873831000119107,Contact dermatitis of bilateral lower eyelids
123705009,Generalized exfoliative contact dermatitis (disorder)
126631000119108 ,Contact dermatitis caused by adhesive bandage (disorder)
13476007,Contact dermatitis due to fur (disorder)
156332005,Urine-induced contact dermatitis (disorder)
156338009,Contact dermatitis/eczema
156339001,Contact dermatitis due to detergents (disorder)
156340004,Contact dermatitis due to oils and greases (disorder)
156341000,Contact dermatitis due to solvents (disorder)
156342007,Drug-induced contact dermatitis (disorder)
156343002,Contact dermatitis: [chemicals] or [elastoplast allergy]
156344008,Contact dermatitis - foods/plants (disorder)
156345009,(Contact dermatitis: sun) or (Farmers' skin) or (photosensitivity - sun) or (sunburn) (disorder)
156346005,Contact dermatitis: metals(& [nickel]) (disorder)
156348006,(Contact dermatitis NOS) or (discoid eczema) or (nummular eczema) (disorder)
15681161000119107,Contact dermatitis of bilateral eyelids (disorder)
16228891000119105 ,Allergic contact dermatitis caused by metal (disorder)
17946007,Contact dermatitis caused by fungicide (disorder)
18793008,Contact dermatitis caused by fruit (disorder)
193918001,Contact &/or allergic eyelid dermatitis (disorder)
200780008,(Contact dermatitis [& other eczemas]) or (contact eczema) or (occupational dermatitis) (disorder)
200781007,Contact dermatitis due to detergents (disorder)
200782000,Contact dermatitis due to oils &/or greases (disorder)
200783005,Contact dermatitis due to solvents (disorder)
200784004,Contact dermatitis caused by chlorocompound
200785003,Contact dermatitis caused by cyclohexane group
200786002,Contact dermatitis caused by ester (disorder)
200787006,Contact dermatitis caused by glycol
200788001,Contact dermatitis caused by hydrocarbon (disorder)
200789009,Contact dermatitis caused by ketone (disorder)
200790000,Contact dermatitis due to solvent NOS (disorder)
200791001,Contact dermatitis due to arnica (disorder)
200792008,Contact dermatitis due to fungicides (disorder)
200793003,Contact dermatitis due to iodine (disorder)
200794009,Contact dermatitis caused by keratolytic
200795005,Contact dermatitis due to mercurials (disorder)
200796006,Contact dermatitis due to neomycin (disorder)
200797002,Contact dermatitis due to pediculicides (disorder)
200798007,Contact dermatitis due to phenols (disorder)
200799004,Contact dermatitis due to scabicides (disorder)
200800000,Contact dermatitis due to medicament NOS (disorder)
200801001,Contact dermatitis due to other chemical products (disorder)
200802008,Contact dermatitis caused by acid (disorder)
200803003,Contact dermatitis due to adhesive plaster (& elastoplast) (disorder)
200804009,Contact dermatitis caused by alkali (disorder)
200805005,Contact dermatitis due to caustic
200806006,Contact dermatitis due to dichromate (disorder)
200807002,Contact dermatitis due to insecticide (disorder)
200808007,Contact dermatitis due to nylon (disorder)
200809004,Contact dermatitis due to plastic (disorder)
200810009,Contact dermatitis due to rubber (disorder)
200811008,Contact dermatitis: other chemicals NOS (disorder)
200813006,Contact dermatitis due to food in contact with skin (disorder)
200814000,Contact dermatitis due to cereals (disorder)
200815004,Contact dermatitis due to fish (disorder)
200816003,Contact dermatitis due to flour (disorder)
200817007,Contact dermatitis due to fruit (disorder)
200818002,Contact dermatitis due to meat (disorder)
200819005,Contact dermatitis due to milk (disorder)
200820004,(Contact dermatitis due to food NOS) or (egg contact dermatitis) (disorder)
200821000,Contact dermatitis caused by plants
200822007,Contact dermatitis due to lacquer tree (disorder)
200823002,Contact dermatitis caused by poison ivy (disorder)
200824008,Contact dermatitis caused by poison oak
200825009,Contact dermatitis due to poison-sumac (disorder)
200826005,Contact dermatitis due to poison-vine (disorder)
200827001,Contact dermatitis due to primrose (disorder)
200828006,Contact dermatitis due to ragweed (disorder)
200829003,Contact dermatitis due to plants NOS (disorder)
200830008,Contact dermatitis due to solar radiation (disorder)
200831007,Unspecified contact dermatitis due to solar radiation (disorder)
200836002,Photocontact dermatitis
200840006,Contact dermatitis due to solar radn NOS (disorder)
200841005,Allergic contact dermatitis (disorder)
200842003,Allergic contact dermatitis due to adhesive
200843008,Allergic contact dermatitis due to cosmetic
200844002,Allergic contact dermatitis due to drug in contact with skin
200845001,Allergic contact dermatitis due to dye
200846000,Allergic contact dermatitis due to other chemical products (disorder)
200847009,Allergic contact dermatitis caused by food in contact with skin
200848004,"Allergic contact dermatitis caused by plants, except food (disorder)"
200850007,Irritant contact dermatitis (disorder)
200851006,Irritant contact dermatitis due to cosmetic
200852004,Irritant contact dermatitis due to drug in contact with skin
200853009,Irritant contact dermatitis due to other chemical products (disorder)
200854003,Irritant contact dermatitis due to food in contact with skin
200855002,"Irritant contact dermatitis caused by plants, except food (disorder)"
200867000,Contact dermatitis due to other specified agents (disorder)
200869002,Contact dermatitis due to cold weather (disorder)
200870001,Contact dermatitis due to dyes (disorder)
