SNOMEDCTCodes,Description
266956001,Loss of job (finding)
105496009,Dismissed from job (finding)
160901009,Made redundant (finding)
73438004,Unemployed (finding)
160900005,Chronic unemployment (finding)
160899000,Recently unemployed (finding)
354581000000101,Unemployed person (person)
719401000000102,Unemployed person (qualifier value)
224474004,Unfair dismissal from job (finding)
105498005,Voluntarily redundant (finding)
723481000000104,Youth unemployment (qualifier value)
161005005,Unemployment benefits (qualifier value)
161006006,Unemployment benefit (qualifier value)
723971000000106,Long term unemployment (qualifier value)
313083007,Unemployment counseling (procedure)
313084001,Redundancy counseling (procedure)
281559009,Number of days off work (observable entity)
160928004,Amount of time off work (observable entity)
439907006,Number of sick days off work in last month (observable entity)
105495008,"Forced retirement, life event (finding)"
925481000000108,Benefits agency reports unfit for work but fit note no longer needed (finding)
161007002,Redundancy payment (qualifier value)
160910001,Unfit for work (finding)
374171000000109,Benefits agency reports unfit for work (finding)
304248001,Unfit for particular post (finding)
225888002,Unfit to return to work (finding)
225890001,Mentally unfit to return to work (finding)
225889005,Physically unfit to return to work (finding)
224384002,Registered with job center (finding)
224385001,Registered with work placement officer (finding)
14121000000104,IB113 DLS Incapacity for work form sent (finding)
14141000000106,IB113 DLS Incapacity for work form paid (finding)
14131000000102,IB113 DLS Incapacity for work form received (finding)
14111000000105,IB113 DLS Incapacity for work form completed (finding)
835611000000109,Employment and support allowance status (finding)
835641000000105,Employment and support allowance 113 form completed (finding)
835711000000103,Employment and support allowance 113 form paid (finding)
835691000000100,Employment and support allowance 113 form received (finding)
835671000000104,Employment and support allowance 113 form sent (finding)
957481000000103,"Not in employment, education or training (finding)"
