SNOMEDCTCodes,Description
18200000,Autosomal recessive isolated somatotropin deficiency (disorder)
237687003,Isolated growth hormone deficiency - autosomal dominant (disorder)
234533006,X-linked agammaglobulinemia with growth hormone deficiency (disorder)
71003000,Ateleiotic dwarfism (disorder)
27270004,Pituitary dwarfism with large sella turcica (disorder)
91187007,Pituitary dwarfism with small sella turcica (disorder)
51371005,Pituitary dwarfism with normal somatotropin level AND low somatomedin (disorder)
1186807002,Hereditary growth hormone deficiency (disorder)
783098009,Short stature due to partial growth hormone receptor deficiency (disorder)
766817004,Short stature due to growth hormone secretagogue receptor deficiency (disorder)
367460001,Pituitary dwarfism (disorder)
38196001,Laron-type isolated somatotropin defect (disorder)
