MedCodeID,Description
5139551000006114,Juvenile arthritis of inflammatory bowel disease
5139611000006114,Seronegative arthritis secondary to inflammatory bowel disease
41137017,Inflammatory bowel disease
2891431000006118,IBD - Inflammatory bowel disease
6200231000006118,Inflammatory bowel disease drug
6204981000006116,Idiopathic chronic inflammatory bowel disease
3116191000006118,Hyperalimentation formula for inflammatory bowel disease
7489581000006113,History of inflammatory bowel disease
2269901000000115,Management of IBD (inflammatory bowel disease)
2269891000000116,Management of inflammatory bowel disease
7821281000006113,Inflammatory polyps co-occurrent and due to inflammatory bowel disease
2338581000000110,Dietary education for inflammatory bowel disease
2649151000006118,Enteropathic arthritis
303761010,[X]Other Crohn's disease
303762015,[X]Other ulcerative colitis
221051000000112,Non-infective diarrhoea
585591000006118,Non-infective enteritis and colitis
886281000006114,Noninfective enteritis/colitis
572041000006116,Noninfectious colitis
302959019,Other idiopathic proctocolitis
886311000006111,Non-infective GIT inflam. NOS
42550011,Gastroenteritis
72962011,Enterocolitis
396361018,Noninfectious enteritis
208361000006117,Presumed non-infectious diarrhoea
281111000006111,Noninfectious gastroenteritis
