SNOMEDCTCodes,Description
50563003,Seborrheic dermatitis (disorder)
402202008,Acute seborrheic dermatitis (disorder)
402203003,Acute generalized seborrheic dermatitis (disorder)
402204009,Chronic seborrheic dermatitis (disorder)
62742006,Cradle cap (disorder)
402205005,Erythrodermic seborrheic dermatitis (disorder)
238566001,Flexural seborrheic dermatitis (disorder)
1251359008,Generalized seborrheic dermatitis (disorder)
7297005,Generalized seborrheic dermatitis of infants (disorder)
402206006,Pityriasiform seborrheic dermatitis (disorder)
231797007,Seborrheic blepharitis (disorder)
1237435003,Seborrheic inflammation of anterior margin of lower eyelid (disorder)
1236998004,Seborrheic inflammation of anterior margin of upper eyelid (disorder)
1237001009,Seborrheic inflammation of anterior margin of left lower eyelid (disorder)
1237000005,Seborrheic inflammation of anterior margin of right lower eyelid (disorder)
1237002002,Seborrheic inflammation of anterior margin of left upper eyelid (disorder)
1236999007,Seborrheic inflammation of anterior margin of right lower eyelid (disorder)
870344006,Seborrheic dermatitis due to human immunodeficiency virus infection (disorder)
156329007,Seborrheic dermatitis of scalp (disorder)
25847004,Seborrheic psoriasis (disorder)
238565002,Truncal seborrheic dermatitis (disorder)
1251357005,Seborrheic dermatitis of skin crease of groin (disorder)
402209004,Perianal seborrheic dermatitis (disorder)
201237005,Seborrhea faciei (disorder)
201238000,Seborrhea nasi (disorder)
